arm,map_variant,split,stem,L,range,seed_true_fraction,continuation_seed_repeat_fraction,consensus_r_precision,oracle_r_precision,validity_gated_oracle_r_precision,branch_oracle_r_precision,branch_validity_gated_oracle_r_precision,mean_rollout_precision,mean_validity_gated_rollout_r_precision,true_union_recall,mean_pairwise_jaccard,unique_maps,mean_contacts,invalid_rollouts
cluster_k5,continuation,test,8b6e_A,66,all,0.7732793522267206,0.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7045454545454546,0.7045454545454546,0.6481818181818181,0.6481818181818181,1.0,0.5213919109625701,100.0,36.99,0.0
cluster_k5,complete,test,8b6e_A,66,all,0.7732793522267206,0.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7954545454545454,0.7954545454545454,0.6893181818181818,0.6893181818181818,1.0,0.5713495337795397,100.0,39.46,0.0
random_k5,continuation,test,8b6e_A,66,all,0.7551020408163265,0.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.6818181818181818,0.6818181818181818,0.6370454545454546,0.6370454545454546,1.0,0.515642116530886,100.0,36.62,0.0
random_k5,complete,test,8b6e_A,66,all,0.7551020408163265,0.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.6779545454545454,0.6779545454545454,1.0,0.5678205211657107,100.0,39.07,0.0
iid100,continuation,test,8b6e_A,66,long,,,0.7894736842105263,0.8947368421052632,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.6926315789473686,0.6926315789473686,1.0,0.6314937580544558,99.0,16.7,0.0
cluster_k5,continuation,test,8b6e_A,66,long,0.8764044943820225,0.0,0.7894736842105263,0.8947368421052632,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.6663157894736842,0.6663157894736842,1.0,0.5883555937103679,99.0,16.0,0.0
cluster_k5,complete,test,8b6e_A,66,long,0.8764044943820225,0.0,0.7894736842105263,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.7036842105263158,0.7036842105263158,1.0,0.6421657957857934,99.0,16.89,0.0
random_k5,continuation,test,8b6e_A,66,long,0.8137254901960784,0.0,0.8421052631578947,0.8947368421052632,0.8947368421052632,0.7894736842105263,0.7894736842105263,0.6563157894736844,0.6563157894736844,1.0,0.587260156176074,99.0,15.53,0.0
random_k5,complete,test,8b6e_A,66,long,0.8137254901960784,0.0,0.8421052631578947,0.8947368421052632,0.8947368421052632,0.8421052631578947,0.8421052631578947,0.6994736842105265,0.6994736842105265,1.0,0.6476425266696886,97.0,16.55,0.0
iid100,continuation,test,8b2g_A,74,all,,,0.6610169491525424,0.6440677966101694,0.6440677966101694,0.6440677966101694,0.6440677966101694,0.47406779661016946,0.47186440677966096,1.0,0.2956548995172254,100.0,61.26,1.0
cluster_k5,continuation,test,8b2g_A,74,all,0.36,0.0,0.6440677966101694,0.6440677966101694,0.6440677966101694,0.6440677966101694,0.6440677966101694,0.47271186440677965,0.47271186440677965,1.0,0.2886711124627611,100.0,60.67,0.0
cluster_k5,complete,test,8b2g_A,74,all,0.36,0.0,0.6440677966101694,0.6779661016949152,0.6779661016949152,0.6779661016949152,0.6779661016949152,0.4732203389830509,0.4732203389830509,1.0,0.3007003870724743,100.0,63.17,0.0
random_k5,continuation,test,8b2g_A,74,all,0.364,0.0,0.6779661016949152,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.47813559322033894,0.47813559322033894,1.0,0.2852766263013262,100.0,60.3,0.0
random_k5,complete,test,8b2g_A,74,all,0.364,0.0,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.6610169491525424,0.48186440677966097,0.48186440677966097,1.0,0.29649265985682327,100.0,62.8,0.0
iid100,continuation,test,8b2g_A,74,long,,,0.5454545454545454,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.3477272727272727,0.3468181818181818,1.0,0.23744208454192925,100.0,26.69,1.0
cluster_k5,continuation,test,8b2g_A,74,long,0.248,0.0,0.5,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.3427272727272727,0.3427272727272727,1.0,0.22928086635773887,100.0,26.2,0.0
cluster_k5,complete,test,8b2g_A,74,long,0.248,0.0,0.5,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.34181818181818185,0.34181818181818185,1.0,0.24110179759281058,100.0,27.45,0.0
random_k5,continuation,test,8b2g_A,74,long,0.31851851851851853,0.0,0.5454545454545454,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.3527272727272728,0.3527272727272728,1.0,0.2195956824610387,100.0,26.34,0.0
random_k5,complete,test,8b2g_A,74,long,0.31851851851851853,0.0,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.35318181818181826,0.35318181818181826,1.0,0.23684885171128936,100.0,27.69,0.0
iid100,continuation,test,7pv5_A,81,all,,,0.765625,0.8125,0.8125,0.8125,0.8125,0.651875,0.651875,1.0,0.4854955668930056,100.0,65.45,0.0
cluster_k5,continuation,test,7pv5_A,81,all,0.592436974789916,0.0,0.765625,0.765625,0.765625,0.703125,0.703125,0.62921875,0.62921875,1.0,0.448768630151836,100.0,63.75,0.0
cluster_k5,complete,test,7pv5_A,81,all,0.592436974789916,0.0,0.78125,0.765625,0.765625,0.71875,0.71875,0.63859375,0.63859375,1.0,0.4713146576896292,100.0,66.13,0.0
random_k5,continuation,test,7pv5_A,81,all,0.6375,0.0,0.765625,0.765625,0.765625,0.71875,0.71875,0.63140625,0.62640625,1.0,0.4543353922319829,100.0,63.77,1.0
random_k5,complete,test,7pv5_A,81,all,0.6375,0.0,0.765625,0.765625,0.765625,0.75,0.75,0.645,0.63953125,1.0,0.4796277837035167,100.0,66.17,1.0
iid100,continuation,test,7pv5_A,81,long,,,0.8048780487804879,0.8292682926829268,0.8292682926829268,0.8292682926829268,0.8292682926829268,0.6412195121951219,0.6412195121951219,1.0,0.4799130944967767,100.0,42.92,0.0
cluster_k5,continuation,test,7pv5_A,81,long,0.5804195804195804,0.0,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7317073170731707,0.7317073170731707,0.6129268292682926,0.6129268292682926,1.0,0.44255410849195886,100.0,41.84,0.0
cluster_k5,complete,test,7pv5_A,81,long,0.5804195804195804,0.0,0.7804878048780488,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.6197560975609755,0.6197560975609755,1.0,0.46150364434951635,100.0,43.27,0.0
random_k5,continuation,test,7pv5_A,81,long,0.5984848484848485,0.0,0.7804878048780488,0.7560975609756098,0.7560975609756098,0.7317073170731707,0.7317073170731707,0.6212195121951218,0.6168292682926828,1.0,0.4565244627323262,100.0,42.3,1.0
random_k5,complete,test,7pv5_A,81,long,0.5984848484848485,0.0,0.7804878048780488,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.7560975609756098,0.6282926829268293,0.6236585365853659,1.0,0.47526050150590615,100.0,43.62,1.0
iid100,continuation,test,8eb9_A,95,all,,,0.15492957746478872,0.4647887323943662,0.4647887323943662,0.3380281690140845,0.3380281690140845,0.0580281690140845,0.0580281690140845,0.9295774647887324,0.02626675040860437,100.0,50.15,0.0
cluster_k5,continuation,test,8eb9_A,95,all,0.047619047619047616,0.0,0.18309859154929578,0.4647887323943662,0.4647887323943662,0.14084507042253522,0.14084507042253522,0.05549295774647887,0.05549295774647887,0.9436619718309859,0.023136485018523237,100.0,46.41,0.0
cluster_k5,complete,test,8eb9_A,95,all,0.047619047619047616,0.0,0.15492957746478872,0.4647887323943662,0.4647887323943662,0.1267605633802817,0.1267605633802817,0.05661971830985916,0.05661971830985916,0.9436619718309859,0.024730878641428602,100.0,48.72,0.0
random_k5,continuation,test,8eb9_A,95,all,0.03111111111111111,0.0,0.16901408450704225,0.4647887323943662,0.4647887323943662,0.2535211267605634,0.2535211267605634,0.05408450704225352,0.05408450704225352,0.9014084507042254,0.024010951508318064,100.0,46.73,0.0
random_k5,complete,test,8eb9_A,95,all,0.03111111111111111,0.0,0.18309859154929578,0.4647887323943662,0.4647887323943662,0.2535211267605634,0.2535211267605634,0.05507042253521127,0.05507042253521127,0.9014084507042254,0.02571768764380951,100.0,48.98,0.0
iid100,continuation,test,8eb9_A,95,long,,,0.16666666666666666,0.5277777777777778,0.5277777777777778,0.3333333333333333,0.3333333333333333,0.03805555555555555,0.03805555555555555,0.9166666666666666,0.013622837259715193,100.0,24.92,0.0
cluster_k5,continuation,test,8eb9_A,95,long,0.008403361344537815,0.0,0.1388888888888889,0.5277777777777778,0.5277777777777778,0.19444444444444445,0.19444444444444445,0.036944444444444446,0.036944444444444446,0.9444444444444444,0.012384148038227474,100.0,22.58,0.0
cluster_k5,complete,test,8eb9_A,95,long,0.008403361344537815,0.0,0.1388888888888889,0.5277777777777778,0.5277777777777778,0.19444444444444445,0.19444444444444445,0.037222222222222226,0.037222222222222226,0.9444444444444444,0.013723531186075692,100.0,23.77,0.0
random_k5,continuation,test,8eb9_A,95,long,0.04310344827586207,0.0,0.1388888888888889,0.5277777777777778,0.5277777777777778,0.16666666666666666,0.16666666666666666,0.03361111111111111,0.03361111111111111,0.8333333333333334,0.013252524883897334,100.0,23.61,0.0
random_k5,complete,test,8eb9_A,95,long,0.04310344827586207,0.0,0.1388888888888889,0.5277777777777778,0.5277777777777778,0.16666666666666666,0.16666666666666666,0.035,0.035,0.8333333333333334,0.014673654362287394,100.0,24.77,0.0
iid100,continuation,test,7y8i_A,97,all,,,0.8313253012048193,0.8313253012048193,0.8313253012048193,0.8192771084337349,0.8192771084337349,0.7531325301204816,0.7531325301204816,1.0,0.6869376908459169,100.0,85.47,0.0
cluster_k5,continuation,test,7y8i_A,97,all,0.7064220183486238,0.0,0.8313253012048193,0.8313253012048193,0.8313253012048193,0.7831325301204819,0.7831325301204819,0.743132530120482,0.743132530120482,1.0,0.6558566505641634,100.0,83.6,0.0
cluster_k5,complete,test,7y8i_A,97,all,0.7064220183486238,0.0,0.8433734939759037,0.8313253012048193,0.8313253012048193,0.8072289156626506,0.8072289156626506,0.7510843373493976,0.7510843373493976,1.0,0.6816556491969877,100.0,85.78,0.0
random_k5,continuation,test,7y8i_A,97,all,0.7477477477477478,0.0,0.8192771084337349,0.8313253012048193,0.8313253012048193,0.7951807228915663,0.7951807228915663,0.7453012048192772,0.7453012048192772,1.0,0.6638560081303676,100.0,84.4,0.0
random_k5,complete,test,7y8i_A,97,all,0.7477477477477478,0.0,0.8192771084337349,0.8313253012048193,0.8313253012048193,0.8072289156626506,0.8072289156626506,0.7507228915662649,0.7507228915662649,1.0,0.691013271155158,100.0,86.62,0.0
iid100,continuation,test,7y8i_A,97,long,,,0.8297872340425532,0.851063829787234,0.851063829787234,0.851063829787234,0.851063829787234,0.7400000000000001,0.7400000000000001,1.0,0.6541633221380265,100.0,46.41,0.0
cluster_k5,continuation,test,7y8i_A,97,long,0.7317073170731707,0.0,0.8297872340425532,0.851063829787234,0.851063829787234,0.8085106382978723,0.8085106382978723,0.7253191489361704,0.7253191489361704,1.0,0.6233280946999785,100.0,45.48,0.0
cluster_k5,complete,test,7y8i_A,97,long,0.7317073170731707,0.0,0.8297872340425532,0.851063829787234,0.851063829787234,0.8297872340425532,0.8297872340425532,0.7382978723404257,0.7382978723404257,1.0,0.6466318138043954,100.0,46.71,0.0
random_k5,continuation,test,7y8i_A,97,long,0.7205882352941176,0.0,0.8297872340425532,0.851063829787234,0.851063829787234,0.8085106382978723,0.8085106382978723,0.7287234042553193,0.7287234042553193,1.0,0.6316246091251029,100.0,45.79,0.0
random_k5,complete,test,7y8i_A,97,long,0.7205882352941176,0.0,0.8297872340425532,0.851063829787234,0.851063829787234,0.8297872340425532,0.8297872340425532,0.7402127659574469,0.7402127659574469,1.0,0.6599116070288937,100.0,47.15,0.0
iid100,continuation,test,7y54_A,100,all,,,0.819047619047619,0.7904761904761904,0.7904761904761904,0.7904761904761904,0.7904761904761904,0.6362857142857142,0.6362857142857142,0.9904761904761905,0.4494250416957347,100.0,95.72,0.0
cluster_k5,continuation,test,7y54_A,100,all,0.62,0.0,0.8380952380952381,0.780952380952381,0.780952380952381,0.7714285714285715,0.7714285714285715,0.6108571428571428,0.6108571428571428,0.9904761904761905,0.41305881906669795,100.0,93.4,0.0
cluster_k5,complete,test,7y54_A,100,all,0.62,0.0,0.8380952380952381,0.780952380952381,0.780952380952381,0.780952380952381,0.780952380952381,0.6249523809523809,0.6249523809523809,0.9904761904761905,0.4260449372744456,100.0,95.9,0.0
random_k5,continuation,test,7y54_A,100,all,0.696,0.0,0.819047619047619,0.780952380952381,0.780952380952381,0.7619047619047619,0.7619047619047619,0.6112380952380951,0.6112380952380951,0.9904761904761905,0.4179993094963663,100.0,93.35,0.0
random_k5,complete,test,7y54_A,100,all,0.696,0.0,0.8095238095238095,0.780952380952381,0.780952380952381,0.7714285714285715,0.7714285714285715,0.6270476190476191,0.6270476190476191,0.9904761904761905,0.4334450013828726,100.0,95.85,0.0
iid100,continuation,test,7y54_A,100,long,,,0.8448275862068966,0.8448275862068966,0.8448275862068966,0.8448275862068966,0.8448275862068966,0.658448275862069,0.658448275862069,0.9827586206896551,0.4701672436461618,100.0,55.24,0.0
cluster_k5,continuation,test,7y54_A,100,long,0.5902777777777778,0.0,0.8448275862068966,0.8448275862068966,0.8448275862068966,0.7931034482758621,0.7931034482758621,0.6206896551724138,0.6206896551724138,0.9827586206896551,0.41689708072171705,100.0,53.62,0.0
cluster_k5,complete,test,7y54_A,100,long,0.5902777777777778,0.0,0.8620689655172413,0.8448275862068966,0.8448275862068966,0.8275862068965517,0.8275862068965517,0.6341379310344828,0.6341379310344828,0.9827586206896551,0.430855203232555,100.0,55.06,0.0
random_k5,continuation,test,7y54_A,100,long,0.676056338028169,0.0,0.8448275862068966,0.8448275862068966,0.8448275862068966,0.7931034482758621,0.7931034482758621,0.6258620689655172,0.6258620689655172,0.9827586206896551,0.42623407204782027,100.0,54.25,0.0
random_k5,complete,test,7y54_A,100,long,0.676056338028169,0.0,0.8448275862068966,0.8448275862068966,0.8448275862068966,0.8275862068965517,0.8275862068965517,0.64,0.64,0.9827586206896551,0.4415922004124157,100.0,55.67,0.0
iid100,continuation,test,7y8h_A,100,all,,,0.7710843373493976,0.8072289156626506,0.8072289156626506,0.8072289156626506,0.8072289156626506,0.7050602409638553,0.7050602409638553,0.9879518072289156,0.5706520790335435,100.0,82.57,0.0
cluster_k5,continuation,test,7y8h_A,100,all,0.6708333333333333,0.0,0.8072289156626506,0.7951807228915663,0.7951807228915663,0.7710843373493976,0.7710843373493976,0.6943373493975904,0.6943373493975904,1.0,0.5379884614912972,100.0,81.13,0.0
cluster_k5,complete,test,7y8h_A,100,all,0.6708333333333333,0.0,0.7951807228915663,0.7951807228915663,0.7951807228915663,0.7831325301204819,0.7831325301204819,0.7072289156626508,0.7072289156626508,1.0,0.5610294530849307,100.0,83.53,0.0
random_k5,continuation,test,7y8h_A,100,all,0.6208333333333333,0.0,0.7590361445783133,0.7951807228915663,0.7951807228915663,0.7590361445783133,0.7590361445783133,0.6918072289156627,0.6918072289156627,0.9879518072289156,0.5425442013674698,100.0,80.67,0.0
random_k5,complete,test,7y8h_A,100,all,0.6208333333333333,0.0,0.7590361445783133,0.7951807228915663,0.7951807228915663,0.7831325301204819,0.7831325301204819,0.7044578313253012,0.7044578313253012,0.9879518072289156,0.5628988396617547,100.0,83.07,0.0
iid100,continuation,test,7y8h_A,100,long,,,0.8163265306122449,0.8775510204081632,0.8775510204081632,0.8775510204081632,0.8775510204081632,0.7240816326530611,0.7240816326530611,1.0,0.5885288077020013,100.0,47.47,0.0
cluster_k5,continuation,test,7y8h_A,100,long,0.6643835616438356,0.0,0.8163265306122449,0.8367346938775511,0.8367346938775511,0.7755102040816326,0.7755102040816326,0.7069387755102041,0.7069387755102041,1.0,0.5516046114345664,100.0,46.46,0.0
cluster_k5,complete,test,7y8h_A,100,long,0.6643835616438356,0.0,0.8163265306122449,0.8367346938775511,0.8367346938775511,0.8163265306122449,0.8163265306122449,0.7222448979591835,0.7222448979591835,1.0,0.5762088875738517,100.0,47.92,0.0
random_k5,continuation,test,7y8h_A,100,long,0.6590909090909091,0.0,0.7959183673469388,0.8367346938775511,0.8367346938775511,0.7959183673469388,0.7959183673469388,0.7106122448979592,0.7106122448979592,1.0,0.5596832619047805,100.0,46.18,0.0
random_k5,complete,test,7y8h_A,100,long,0.6590909090909091,0.0,0.7959183673469388,0.8367346938775511,0.8367346938775511,0.8367346938775511,0.8367346938775511,0.7248979591836734,0.7248979591836734,1.0,0.5811073800259686,100.0,47.5,0.0
iid100,continuation,test,7y5j_A,102,all,,,0.7802197802197802,0.7802197802197802,0.7802197802197802,0.7582417582417582,0.7582417582417582,0.6503296703296704,0.6503296703296704,0.978021978021978,0.49518910990601334,100.0,93.84,0.0
cluster_k5,continuation,test,7y5j_A,102,all,0.5303643724696356,0.0,0.7802197802197802,0.7802197802197802,0.7802197802197802,0.7472527472527473,0.7472527472527473,0.6545054945054946,0.6545054945054946,0.967032967032967,0.4944485764426871,100.0,91.99,0.0
cluster_k5,complete,test,7y5j_A,102,all,0.5303643724696356,0.0,0.7802197802197802,0.7802197802197802,0.7802197802197802,0.7472527472527473,0.7472527472527473,0.6576923076923077,0.6576923076923077,0.967032967032967,0.5117354366076423,100.0,94.46,0.0
random_k5,continuation,test,7y5j_A,102,all,0.6370967741935484,0.0,0.7802197802197802,0.7802197802197802,0.7802197802197802,0.7472527472527473,0.7472527472527473,0.646043956043956,0.646043956043956,0.967032967032967,0.4835106443919582,100.0,91.03,0.0
random_k5,complete,test,7y5j_A,102,all,0.6370967741935484,0.0,0.7802197802197802,0.7802197802197802,0.7802197802197802,0.7582417582417582,0.7582417582417582,0.6540659340659342,0.6540659340659342,0.967032967032967,0.5036790504504168,100.0,93.51,0.0
iid100,continuation,test,7y5j_A,102,long,,,0.72,0.78,0.78,0.74,0.74,0.6204,0.6204,0.96,0.5022553123879778,100.0,52.97,0.0
cluster_k5,continuation,test,7y5j_A,102,long,0.48717948717948717,0.0,0.72,0.78,0.78,0.74,0.74,0.6282,0.6282,0.94,0.5059666667088552,100.0,51.79,0.0
cluster_k5,complete,test,7y5j_A,102,long,0.48717948717948717,0.0,0.72,0.78,0.78,0.72,0.72,0.6305999999999999,0.6305999999999999,0.94,0.5244680226769746,100.0,53.35,0.0
random_k5,continuation,test,7y5j_A,102,long,0.5872093023255814,0.0,0.72,0.78,0.78,0.74,0.74,0.6205999999999999,0.6205999999999999,0.94,0.49454871911992837,100.0,51.24,0.0
random_k5,complete,test,7y5j_A,102,long,0.5872093023255814,0.0,0.72,0.78,0.78,0.72,0.72,0.6287999999999999,0.6287999999999999,0.94,0.5185355186540285,100.0,52.96,0.0
iid100,continuation,test,7y5r_A,105,all,,,0.8041237113402062,0.8041237113402062,0.8041237113402062,0.7938144329896907,0.7938144329896907,0.6945360824742266,0.6945360824742266,1.0,0.5522816184644406,100.0,93.27,0.0
cluster_k5,continuation,test,7y5r_A,105,all,0.616,0.0,0.7938144329896907,0.8041237113402062,0.8041237113402062,0.7938144329896907,0.7938144329896907,0.6785567010309276,0.6785567010309276,1.0,0.525534795362622,100.0,91.53,0.0
cluster_k5,complete,test,7y5r_A,105,all,0.616,0.0,0.7938144329896907,0.8041237113402062,0.8041237113402062,0.7938144329896907,0.7938144329896907,0.6918556701030927,0.6918556701030927,1.0,0.5425991756973625,100.0,94.03,0.0
random_k5,continuation,test,7y5r_A,105,all,0.684,0.0,0.7835051546391752,0.8041237113402062,0.8041237113402062,0.7422680412371134,0.7422680412371134,0.6781443298969072,0.6781443298969072,0.9896907216494846,0.5262153618060793,100.0,91.78,0.0
random_k5,complete,test,7y5r_A,105,all,0.684,0.0,0.7835051546391752,0.8041237113402062,0.8041237113402062,0.7835051546391752,0.7835051546391752,0.6926804123711341,0.6926804123711341,0.9896907216494846,0.547148665464318,100.0,94.28,0.0
iid100,continuation,test,7y5r_A,105,long,,,0.7333333333333333,0.7833333333333333,0.7833333333333333,0.75,0.75,0.6451666666666667,0.6451666666666667,1.0,0.5137337899605485,100.0,56.93,0.0
cluster_k5,continuation,test,7y5r_A,105,long,0.5900621118012422,0.0,0.7333333333333333,0.7833333333333333,0.7833333333333333,0.75,0.75,0.6343333333333334,0.6343333333333334,1.0,0.49323194382445973,100.0,55.96,0.0
cluster_k5,complete,test,7y5r_A,105,long,0.5900621118012422,0.0,0.7333333333333333,0.7833333333333333,0.7833333333333333,0.7666666666666667,0.7666666666666667,0.6473333333333333,0.6473333333333333,1.0,0.5100058993068455,100.0,57.57,0.0
random_k5,continuation,test,7y5r_A,105,long,0.6338028169014085,0.0,0.7166666666666667,0.7833333333333333,0.7833333333333333,0.7333333333333333,0.7333333333333333,0.634,0.634,0.9833333333333333,0.49512879446325037,100.0,56.13,0.0
random_k5,complete,test,7y5r_A,105,long,0.6338028169014085,0.0,0.7166666666666667,0.7833333333333333,0.7833333333333333,0.75,0.75,0.647,0.647,0.9833333333333333,0.5118997543595678,100.0,57.55,0.0
iid100,continuation,test,7yug_A,118,all,,,0.3404255319148936,0.24468085106382978,0.24468085106382978,0.24468085106382978,0.24468085106382978,0.11414893617021277,0.11414893617021277,0.8297872340425532,0.0484889555739645,100.0,71.62,0.0
cluster_k5,continuation,test,7yug_A,118,all,0.108,0.0,0.3617021276595745,0.23404255319148937,0.23404255319148937,0.22340425531914893,0.22340425531914893,0.12425531914893619,0.12425531914893619,0.8191489361702128,0.05857378595260641,100.0,66.31,0.0
cluster_k5,complete,test,7yug_A,118,all,0.108,0.0,0.3723404255319149,0.23404255319148937,0.23404255319148937,0.23404255319148937,0.23404255319148937,0.1269148936170213,0.1269148936170213,0.8191489361702128,0.06130991095328137,100.0,68.81,0.0
random_k5,continuation,test,7yug_A,118,all,0.176,0.0,0.3617021276595745,0.32978723404255317,0.32978723404255317,0.32978723404255317,0.32978723404255317,0.11521276595744682,0.11521276595744682,0.851063829787234,0.049448772258845676,100.0,75.8,0.0
random_k5,complete,test,7yug_A,118,all,0.176,0.0,0.35106382978723405,0.35106382978723405,0.35106382978723405,0.35106382978723405,0.35106382978723405,0.11925531914893617,0.11925531914893617,0.851063829787234,0.05196977505262717,100.0,78.3,0.0
iid100,continuation,test,7yug_A,118,long,,,0.24,0.3,0.3,0.3,0.3,0.044199999999999996,0.044199999999999996,0.74,0.019396851940565445,100.0,36.67,0.0
