pair_id,mode,rollout,rank
4gqcc_4gqcb,b16_e0p2_d20_w10,29,2
4gqcc_4gqcb,b16_e0p2_d20_w10,75,3
4gqcc_4gqcb,b16_e0p2_d20_w10,54,4
4gqcc_4gqcb,b16_e0p2_d20_w10,84,5
4gqcc_4gqcb,b16_e0p2_d20_w10,71,6
4gqcc_4gqcb,b16_e0p2_d20_w10,74,7
4gqcc_4gqcb,b16_e0p2_d20_w10,62,8
4gqcc_4gqcb,b16_e0p2_d20_w10,14,9
4gqcc_4gqcb,b16_e0p2_d20_w10,39,10
4gqcc_4gqcb,b16_e0p2_d20_w10,42,11
4gqcc_4gqcb,b16_e0p2_d20_w10,36,12
4gqcc_4gqcb,b16_e0p2_d20_w10,55,13
4gqcc_4gqcb,b16_e0p2_d20_w10,45,14
4gqcc_4gqcb,b16_e0p2_d20_w10,79,15
4gqcc_4gqcb,b16_e0p2_d20_w10,70,16
4qhfa_4qhha,b16_e0p2_d20_w10,3,1
4qhfa_4qhha,b16_e0p2_d20_w10,14,2
4qhfa_4qhha,b16_e0p2_d20_w10,81,3
4qhfa_4qhha,b16_e0p2_d20_w10,96,4
4qhfa_4qhha,b16_e0p2_d20_w10,35,5
4qhfa_4qhha,b16_e0p2_d20_w10,84,6
4qhfa_4qhha,b16_e0p2_d20_w10,90,7
4qhfa_4qhha,b16_e0p2_d20_w10,71,8
4qhfa_4qhha,b16_e0p2_d20_w10,92,9
4qhfa_4qhha,b16_e0p2_d20_w10,86,10
4qhfa_4qhha,b16_e0p2_d20_w10,46,11
4qhfa_4qhha,b16_e0p2_d20_w10,37,12
4qhfa_4qhha,b16_e0p2_d20_w10,50,13
4qhfa_4qhha,b16_e0p2_d20_w10,30,14
4qhfa_4qhha,b16_e0p2_d20_w10,60,15
4qhfa_4qhha,b16_e0p2_d20_w10,24,16
