pair_id,mode,rollout,rank
3hdea_3hdfa,b16_e0p05_d0_w10,86,9
3hdea_3hdfa,b16_e0p05_d0_w10,81,10
3hdea_3hdfa,b16_e0p05_d0_w10,88,11
3hdea_3hdfa,b16_e0p05_d0_w10,34,12
3hdea_3hdfa,b16_e0p05_d0_w10,97,13
3hdea_3hdfa,b16_e0p05_d0_w10,24,14
3hdea_3hdfa,b16_e0p05_d0_w10,58,15
3hdea_3hdfa,b16_e0p05_d0_w10,66,16
3jv6a_1zk9a,b16_e0p05_d0_w10,56,1
3jv6a_1zk9a,b16_e0p05_d0_w10,62,2
3jv6a_1zk9a,b16_e0p05_d0_w10,42,3
3jv6a_1zk9a,b16_e0p05_d0_w10,41,4
3jv6a_1zk9a,b16_e0p05_d0_w10,17,5
3jv6a_1zk9a,b16_e0p05_d0_w10,67,6
3jv6a_1zk9a,b16_e0p05_d0_w10,9,7
3jv6a_1zk9a,b16_e0p05_d0_w10,98,8
3jv6a_1zk9a,b16_e0p05_d0_w10,53,9
3jv6a_1zk9a,b16_e0p05_d0_w10,75,10
3jv6a_1zk9a,b16_e0p05_d0_w10,88,11
3jv6a_1zk9a,b16_e0p05_d0_w10,32,12
3jv6a_1zk9a,b16_e0p05_d0_w10,43,13
3jv6a_1zk9a,b16_e0p05_d0_w10,79,14
3jv6a_1zk9a,b16_e0p05_d0_w10,54,15
3jv6a_1zk9a,b16_e0p05_d0_w10,78,16
3t5oa_4a5wb,b16_e0p05_d0_w10,15,1
3t5oa_4a5wb,b16_e0p05_d0_w10,33,2
3t5oa_4a5wb,b16_e0p05_d0_w10,21,3
3t5oa_4a5wb,b16_e0p05_d0_w10,48,4
3t5oa_4a5wb,b16_e0p05_d0_w10,58,5
3t5oa_4a5wb,b16_e0p05_d0_w10,4,6
3t5oa_4a5wb,b16_e0p05_d0_w10,44,7
3t5oa_4a5wb,b16_e0p05_d0_w10,18,8
3t5oa_4a5wb,b16_e0p05_d0_w10,65,9
3t5oa_4a5wb,b16_e0p05_d0_w10,6,10
3t5oa_4a5wb,b16_e0p05_d0_w10,38,11
3t5oa_4a5wb,b16_e0p05_d0_w10,94,12
3t5oa_4a5wb,b16_e0p05_d0_w10,76,13
3t5oa_4a5wb,b16_e0p05_d0_w10,35,14
3t5oa_4a5wb,b16_e0p05_d0_w10,46,15
3t5oa_4a5wb,b16_e0p05_d0_w10,86,16
4gqcc_4gqcb,b16_e0p05_d0_w10,1,1
4gqcc_4gqcb,b16_e0p05_d0_w10,84,2
4gqcc_4gqcb,b16_e0p05_d0_w10,74,3
4gqcc_4gqcb,b16_e0p05_d0_w10,83,4
4gqcc_4gqcb,b16_e0p05_d0_w10,82,5
4gqcc_4gqcb,b16_e0p05_d0_w10,69,6
4gqcc_4gqcb,b16_e0p05_d0_w10,93,7
4gqcc_4gqcb,b16_e0p05_d0_w10,97,8
4gqcc_4gqcb,b16_e0p05_d0_w10,77,9
4gqcc_4gqcb,b16_e0p05_d0_w10,44,10
4gqcc_4gqcb,b16_e0p05_d0_w10,68,11
4gqcc_4gqcb,b16_e0p05_d0_w10,3,12
4gqcc_4gqcb,b16_e0p05_d0_w10,70,13
4gqcc_4gqcb,b16_e0p05_d0_w10,66,14
4gqcc_4gqcb,b16_e0p05_d0_w10,87,15
4gqcc_4gqcb,b16_e0p05_d0_w10,49,16
4qhfa_4qhha,b16_e0p05_d0_w10,6,1
4qhfa_4qhha,b16_e0p05_d0_w10,79,2
4qhfa_4qhha,b16_e0p05_d0_w10,67,3
4qhfa_4qhha,b16_e0p05_d0_w10,50,4
4qhfa_4qhha,b16_e0p05_d0_w10,21,5
4qhfa_4qhha,b16_e0p05_d0_w10,97,6
4qhfa_4qhha,b16_e0p05_d0_w10,84,7
4qhfa_4qhha,b16_e0p05_d0_w10,72,8
4qhfa_4qhha,b16_e0p05_d0_w10,62,9
4qhfa_4qhha,b16_e0p05_d0_w10,27,10
4qhfa_4qhha,b16_e0p05_d0_w10,54,11
4qhfa_4qhha,b16_e0p05_d0_w10,77,12
4qhfa_4qhha,b16_e0p05_d0_w10,19,13
4qhfa_4qhha,b16_e0p05_d0_w10,73,14
4qhfa_4qhha,b16_e0p05_d0_w10,60,15
4qhfa_4qhha,b16_e0p05_d0_w10,56,16
