pair_id,mode,rollout,rank
1qs8b_1miqb,beam4,93,3
1qs8b_1miqb,beam4,26,4
1qs8b_1miqb,beam4,95,5
1qs8b_1miqb,beam4,55,6
1qs8b_1miqb,beam4,9,7
1qs8b_1miqb,beam4,16,8
1qs8b_1miqb,beam4,12,9
1qs8b_1miqb,beam4,50,10
1qs8b_1miqb,beam4,48,11
1qs8b_1miqb,beam4,94,12
1qs8b_1miqb,beam4,88,13
1qs8b_1miqb,beam4,54,14
1qs8b_1miqb,beam4,42,15
1qs8b_1miqb,beam4,14,16
1repc_2z9ob,beam4,97,1
1repc_2z9ob,beam4,4,2
1repc_2z9ob,beam4,6,3
1repc_2z9ob,beam4,46,4
1repc_2z9ob,beam4,51,5
1repc_2z9ob,beam4,35,6
1repc_2z9ob,beam4,64,7
1repc_2z9ob,beam4,93,8
1repc_2z9ob,beam4,34,9
1repc_2z9ob,beam4,22,10
1repc_2z9ob,beam4,88,11
1repc_2z9ob,beam4,89,12
1repc_2z9ob,beam4,83,13
1repc_2z9ob,beam4,33,14
1repc_2z9ob,beam4,0,15
1repc_2z9ob,beam4,38,16
1uxmk_2nama,beam4,42,1
1uxmk_2nama,beam4,1,2
1uxmk_2nama,beam4,91,3
1uxmk_2nama,beam4,97,4
1uxmk_2nama,beam4,50,5
1uxmk_2nama,beam4,73,6
1uxmk_2nama,beam4,45,7
1uxmk_2nama,beam4,6,8
1uxmk_2nama,beam4,71,9
1uxmk_2nama,beam4,18,10
1uxmk_2nama,beam4,34,11
1uxmk_2nama,beam4,35,12
1uxmk_2nama,beam4,62,13
1uxmk_2nama,beam4,77,14
1uxmk_2nama,beam4,25,15
1uxmk_2nama,beam4,31,16
1xjta_1xjub,beam4,98,1
1xjta_1xjub,beam4,86,2
1xjta_1xjub,beam4,34,3
1xjta_1xjub,beam4,56,4
1xjta_1xjub,beam4,35,5
1xjta_1xjub,beam4,14,6
1xjta_1xjub,beam4,12,7
1xjta_1xjub,beam4,88,8
1xjta_1xjub,beam4,17,9
1xjta_1xjub,beam4,74,10
1xjta_1xjub,beam4,4,11
1xjta_1xjub,beam4,50,12
1xjta_1xjub,beam4,38,13
1xjta_1xjub,beam4,93,14
1xjta_1xjub,beam4,7,15
1xjta_1xjub,beam4,45,16
1xnta_3lqca,beam4,43,1
1xnta_3lqca,beam4,92,2
1xnta_3lqca,beam4,35,3
1xnta_3lqca,beam4,18,4
1xnta_3lqca,beam4,66,5
1xnta_3lqca,beam4,69,6
1xnta_3lqca,beam4,8,7
1xnta_3lqca,beam4,24,8
1xnta_3lqca,beam4,29,9
1xnta_3lqca,beam4,14,10
1xnta_3lqca,beam4,42,11
1xnta_3lqca,beam4,98,12
1xnta_3lqca,beam4,33,13
1xnta_3lqca,beam4,48,14
1xnta_3lqca,beam4,7,15
1xnta_3lqca,beam4,2,16
2a73b_3l5nb,beam4,1,1
2a73b_3l5nb,beam4,12,2
2a73b_3l5nb,beam4,25,3
2a73b_3l5nb,beam4,94,4
2a73b_3l5nb,beam4,91,5
2a73b_3l5nb,beam4,99,6
2a73b_3l5nb,beam4,47,7
2a73b_3l5nb,beam4,14,8
2a73b_3l5nb,beam4,39,9
2a73b_3l5nb,beam4,26,10
2a73b_3l5nb,beam4,38,11
2a73b_3l5nb,beam4,51,12
2a73b_3l5nb,beam4,30,13
2a73b_3l5nb,beam4,32,14
2a73b_3l5nb,beam4,3,15
2a73b_3l5nb,beam4,66,16
2c1vb_2c1uc,beam4,32,1
2c1vb_2c1uc,beam4,99,2
2c1vb_2c1uc,beam4,92,3
2c1vb_2c1uc,beam4,44,4
2c1vb_2c1uc,beam4,2,5
2c1vb_2c1uc,beam4,68,6
2c1vb_2c1uc,beam4,70,7
2c1vb_2c1uc,beam4,80,8
2c1vb_2c1uc,beam4,49,9
2c1vb_2c1uc,beam4,48,10
2c1vb_2c1uc,beam4,4,11
2c1vb_2c1uc,beam4,8,12
2c1vb_2c1uc,beam4,88,13
2c1vb_2c1uc,beam4,45,14
2c1vb_2c1uc,beam4,50,15
2c1vb_2c1uc,beam4,31,16
2frha_1fzpd,beam4,17,1
2frha_1fzpd,beam4,67,2
2frha_1fzpd,beam4,9,3
2frha_1fzpd,beam4,81,4
2frha_1fzpd,beam4,44,5
2frha_1fzpd,beam4,49,6
2frha_1fzpd,beam4,11,7
2frha_1fzpd,beam4,25,8
2frha_1fzpd,beam4,82,9
2frha_1fzpd,beam4,78,10
2frha_1fzpd,beam4,58,11
2frha_1fzpd,beam4,70,12
2frha_1fzpd,beam4,27,13
2frha_1fzpd,beam4,62,14
2frha_1fzpd,beam4,60,15
2frha_1fzpd,beam4,30,16
2grmb_2axza,beam4,56,1
2grmb_2axza,beam4,28,2
2grmb_2axza,beam4,62,3
2grmb_2axza,beam4,51,4
2grmb_2axza,beam4,35,5
2grmb_2axza,beam4,64,6
2grmb_2axza,beam4,44,7
2grmb_2axza,beam4,46,8
2grmb_2axza,beam4,53,9
2grmb_2axza,beam4,59,10
2grmb_2axza,beam4,93,11
2grmb_2axza,beam4,72,12
2grmb_2axza,beam4,83,13
2grmb_2axza,beam4,98,14
2grmb_2axza,beam4,89,15
2grmb_2axza,beam4,76,16
2h44a_1rkpa,beam4,42,1
2h44a_1rkpa,beam4,58,2
2h44a_1rkpa,beam4,38,3
2h44a_1rkpa,beam4,49,4
2h44a_1rkpa,beam4,65,5
2h44a_1rkpa,beam4,31,6
2h44a_1rkpa,beam4,33,7
2h44a_1rkpa,beam4,37,8
2h44a_1rkpa,beam4,72,9
2h44a_1rkpa,beam4,52,10
2h44a_1rkpa,beam4,82,11
2h44a_1rkpa,beam4,61,12
2h44a_1rkpa,beam4,10,13
2h44a_1rkpa,beam4,97,14
2h44a_1rkpa,beam4,83,15
2h44a_1rkpa,beam4,16,16
2hdma_2n54b,beam4,31,1
2hdma_2n54b,beam4,23,2
2hdma_2n54b,beam4,89,3
2hdma_2n54b,beam4,26,4
2hdma_2n54b,beam4,66,5
2hdma_2n54b,beam4,80,6
2hdma_2n54b,beam4,69,7
2hdma_2n54b,beam4,53,8
2hdma_2n54b,beam4,46,9
2hdma_2n54b,beam4,54,10
2hdma_2n54b,beam4,45,11
2hdma_2n54b,beam4,18,12
2hdma_2n54b,beam4,40,13
2hdma_2n54b,beam4,48,14
2hdma_2n54b,beam4,62,15
2hdma_2n54b,beam4,78,16
2k42a_1ceeb,beam4,46,1
2k42a_1ceeb,beam4,52,2
2k42a_1ceeb,beam4,41,3
2k42a_1ceeb,beam4,80,4
2k42a_1ceeb,beam4,43,5
2k42a_1ceeb,beam4,0,6
2k42a_1ceeb,beam4,34,7
2k42a_1ceeb,beam4,33,8
2k42a_1ceeb,beam4,92,9
2k42a_1ceeb,beam4,37,10
2k42a_1ceeb,beam4,15,11
2k42a_1ceeb,beam4,9,12
2k42a_1ceeb,beam4,23,13
2k42a_1ceeb,beam4,17,14
2k42a_1ceeb,beam4,72,15
2k42a_1ceeb,beam4,40,16
2lela_2k0qa,beam4,96,1
2lela_2k0qa,beam4,37,2
2lela_2k0qa,beam4,66,3
2lela_2k0qa,beam4,44,4
2lela_2k0qa,beam4,84,5
2lela_2k0qa,beam4,4,6
2lela_2k0qa,beam4,25,7
2lela_2k0qa,beam4,56,8
2lela_2k0qa,beam4,79,9
2lela_2k0qa,beam4,40,10
2lela_2k0qa,beam4,93,11
2lela_2k0qa,beam4,70,12
2lela_2k0qa,beam4,67,13
2lela_2k0qa,beam4,65,14
2lela_2k0qa,beam4,62,15
2lela_2k0qa,beam4,54,16
2p3vd_2p3va,beam4,61,1
2p3vd_2p3va,beam4,7,2
2p3vd_2p3va,beam4,85,3
2p3vd_2p3va,beam4,91,4
2p3vd_2p3va,beam4,74,5
2p3vd_2p3va,beam4,31,6
2p3vd_2p3va,beam4,14,7
2p3vd_2p3va,beam4,88,8
2p3vd_2p3va,beam4,50,9
2p3vd_2p3va,beam4,62,10
2p3vd_2p3va,beam4,51,11
2p3vd_2p3va,beam4,19,12
2p3vd_2p3va,beam4,35,13
2p3vd_2p3va,beam4,60,14
2p3vd_2p3va,beam4,52,15
2p3vd_2p3va,beam4,29,16
2pbkb_3njqa,beam4,94,1
2pbkb_3njqa,beam4,92,2
2pbkb_3njqa,beam4,65,3
2pbkb_3njqa,beam4,63,4
2pbkb_3njqa,beam4,21,5
2pbkb_3njqa,beam4,12,6
2pbkb_3njqa,beam4,44,7
2pbkb_3njqa,beam4,62,8
2pbkb_3njqa,beam4,43,9
2pbkb_3njqa,beam4,54,10
2pbkb_3njqa,beam4,32,11
2pbkb_3njqa,beam4,36,12
2pbkb_3njqa,beam4,23,13
2pbkb_3njqa,beam4,51,14
2pbkb_3njqa,beam4,47,15
2pbkb_3njqa,beam4,14,16
2qqja_4qdsa,beam4,60,1
2qqja_4qdsa,beam4,24,2
2qqja_4qdsa,beam4,34,3
2qqja_4qdsa,beam4,82,4
2qqja_4qdsa,beam4,20,5
2qqja_4qdsa,beam4,52,6
2qqja_4qdsa,beam4,71,7
2qqja_4qdsa,beam4,88,8
2qqja_4qdsa,beam4,76,9
2qqja_4qdsa,beam4,38,10
2qqja_4qdsa,beam4,64,11
2qqja_4qdsa,beam4,45,12
2qqja_4qdsa,beam4,14,13
2qqja_4qdsa,beam4,0,14
2qqja_4qdsa,beam4,66,15
2qqja_4qdsa,beam4,62,16
2vfxl_3gmhl,beam4,94,1
2vfxl_3gmhl,beam4,81,2
2vfxl_3gmhl,beam4,96,3
2vfxl_3gmhl,beam4,78,4
2vfxl_3gmhl,beam4,0,5
2vfxl_3gmhl,beam4,2,6
2vfxl_3gmhl,beam4,9,7
2vfxl_3gmhl,beam4,70,8
2vfxl_3gmhl,beam4,65,9
2vfxl_3gmhl,beam4,64,10
2vfxl_3gmhl,beam4,8,11
2vfxl_3gmhl,beam4,83,12
2vfxl_3gmhl,beam4,13,13
2vfxl_3gmhl,beam4,20,14
2vfxl_3gmhl,beam4,55,15
2vfxl_3gmhl,beam4,53,16
3g0ha_3ewsb,beam4,68,1
3g0ha_3ewsb,beam4,84,2
3g0ha_3ewsb,beam4,42,3
3g0ha_3ewsb,beam4,95,4
3g0ha_3ewsb,beam4,4,5
3g0ha_3ewsb,beam4,27,6
3g0ha_3ewsb,beam4,89,7
3g0ha_3ewsb,beam4,17,8
3g0ha_3ewsb,beam4,6,9
3g0ha_3ewsb,beam4,98,10
3g0ha_3ewsb,beam4,76,11
3g0ha_3ewsb,beam4,86,12
3g0ha_3ewsb,beam4,78,13
3g0ha_3ewsb,beam4,9,14
3g0ha_3ewsb,beam4,20,15
3g0ha_3ewsb,beam4,5,16
3hdea_3hdfa,beam4,7,1
3hdea_3hdfa,beam4,68,2
3hdea_3hdfa,beam4,33,3
3hdea_3hdfa,beam4,86,4
3hdea_3hdfa,beam4,38,5
3hdea_3hdfa,beam4,44,6
3hdea_3hdfa,beam4,34,7
3hdea_3hdfa,beam4,95,8
3hdea_3hdfa,beam4,81,9
3hdea_3hdfa,beam4,19,10
3hdea_3hdfa,beam4,91,11
3hdea_3hdfa,beam4,56,12
3hdea_3hdfa,beam4,99,13
3hdea_3hdfa,beam4,35,14
3hdea_3hdfa,beam4,88,15
3hdea_3hdfa,beam4,53,16
3ifaa_5et5a,beam4,5,1
3ifaa_5et5a,beam4,70,2
3ifaa_5et5a,beam4,44,3
3ifaa_5et5a,beam4,61,4
3ifaa_5et5a,beam4,57,5
3ifaa_5et5a,beam4,47,6
3ifaa_5et5a,beam4,24,7
3ifaa_5et5a,beam4,35,8
3ifaa_5et5a,beam4,43,9
3ifaa_5et5a,beam4,7,10
3ifaa_5et5a,beam4,27,11
3ifaa_5et5a,beam4,12,12
3ifaa_5et5a,beam4,33,13
3ifaa_5et5a,beam4,38,14
3ifaa_5et5a,beam4,23,15
3ifaa_5et5a,beam4,3,16
3j7wb_3j7vg,beam4,66,1
3j7wb_3j7vg,beam4,46,2
3j7wb_3j7vg,beam4,85,3
3j7wb_3j7vg,beam4,22,4
3j7wb_3j7vg,beam4,94,5
3j7wb_3j7vg,beam4,48,6
3j7wb_3j7vg,beam4,5,7
3j7wb_3j7vg,beam4,78,8
3j7wb_3j7vg,beam4,21,9
3j7wb_3j7vg,beam4,88,10
3j7wb_3j7vg,beam4,61,11
3j7wb_3j7vg,beam4,4,12
3j7wb_3j7vg,beam4,76,13
3j7wb_3j7vg,beam4,74,14
3j7wb_3j7vg,beam4,43,15
3j7wb_3j7vg,beam4,59,16
3jv6a_1zk9a,beam4,0,1
3jv6a_1zk9a,beam4,95,2
3jv6a_1zk9a,beam4,39,3
3jv6a_1zk9a,beam4,90,4
3jv6a_1zk9a,beam4,65,5
3jv6a_1zk9a,beam4,80,6
3jv6a_1zk9a,beam4,40,7
3jv6a_1zk9a,beam4,92,8
3jv6a_1zk9a,beam4,76,9
3jv6a_1zk9a,beam4,34,10
3jv6a_1zk9a,beam4,15,11
3jv6a_1zk9a,beam4,27,12
3jv6a_1zk9a,beam4,49,13
3jv6a_1zk9a,beam4,88,14
3jv6a_1zk9a,beam4,45,15
3jv6a_1zk9a,beam4,87,16
3kdsg_2ce7c,beam4,39,1
3kdsg_2ce7c,beam4,44,2
3kdsg_2ce7c,beam4,43,3
3kdsg_2ce7c,beam4,41,4
3kdsg_2ce7c,beam4,40,5
3kdsg_2ce7c,beam4,26,6
3kdsg_2ce7c,beam4,55,7
3kdsg_2ce7c,beam4,32,8
3kdsg_2ce7c,beam4,19,9
3kdsg_2ce7c,beam4,89,10
3kdsg_2ce7c,beam4,72,11
3kdsg_2ce7c,beam4,14,12
3kdsg_2ce7c,beam4,75,13
3kdsg_2ce7c,beam4,12,14
3kdsg_2ce7c,beam4,70,15
3kdsg_2ce7c,beam4,91,16
3m1bf_3lowa,beam4,61,1
3m1bf_3lowa,beam4,78,2
3m1bf_3lowa,beam4,59,3
3m1bf_3lowa,beam4,10,4
3m1bf_3lowa,beam4,27,5
3m1bf_3lowa,beam4,11,6
3m1bf_3lowa,beam4,53,7
3m1bf_3lowa,beam4,54,8
3m1bf_3lowa,beam4,76,9
3m1bf_3lowa,beam4,60,10
3m1bf_3lowa,beam4,67,11
3m1bf_3lowa,beam4,93,12
3m1bf_3lowa,beam4,66,13
3m1bf_3lowa,beam4,56,14
3m1bf_3lowa,beam4,17,15
3m1bf_3lowa,beam4,14,16
3meea_4b3ob,beam4,77,1
3meea_4b3ob,beam4,56,2
3meea_4b3ob,beam4,20,3
3meea_4b3ob,beam4,0,4
3meea_4b3ob,beam4,55,5
3meea_4b3ob,beam4,99,6
3meea_4b3ob,beam4,73,7
3meea_4b3ob,beam4,78,8
3meea_4b3ob,beam4,36,9
3meea_4b3ob,beam4,7,10
3meea_4b3ob,beam4,45,11
3meea_4b3ob,beam4,1,12
3meea_4b3ob,beam4,58,13
3meea_4b3ob,beam4,29,14
3meea_4b3ob,beam4,79,15
3meea_4b3ob,beam4,32,16
3o44a_1xeza,beam4,78,1
3o44a_1xeza,beam4,76,2
3o44a_1xeza,beam4,99,3
3o44a_1xeza,beam4,26,4
3o44a_1xeza,beam4,63,5
3o44a_1xeza,beam4,20,6
3o44a_1xeza,beam4,69,7
3o44a_1xeza,beam4,86,8
3o44a_1xeza,beam4,24,9
3o44a_1xeza,beam4,21,10
3o44a_1xeza,beam4,68,11
3o44a_1xeza,beam4,83,12
3o44a_1xeza,beam4,70,13
3o44a_1xeza,beam4,46,14
3o44a_1xeza,beam4,77,15
3o44a_1xeza,beam4,35,16
3qy2a_1qb3a,beam4,20,1
3qy2a_1qb3a,beam4,88,2
3qy2a_1qb3a,beam4,27,3
3qy2a_1qb3a,beam4,23,4
3qy2a_1qb3a,beam4,96,5
3qy2a_1qb3a,beam4,69,6
3qy2a_1qb3a,beam4,51,7
3qy2a_1qb3a,beam4,6,8
3qy2a_1qb3a,beam4,40,9
3qy2a_1qb3a,beam4,77,10
3qy2a_1qb3a,beam4,92,11
3qy2a_1qb3a,beam4,93,12
3qy2a_1qb3a,beam4,38,13
3qy2a_1qb3a,beam4,0,14
3qy2a_1qb3a,beam4,22,15
3qy2a_1qb3a,beam4,39,16
3t5oa_4a5wb,beam4,48,1
3t5oa_4a5wb,beam4,31,2
3t5oa_4a5wb,beam4,76,3
3t5oa_4a5wb,beam4,84,4
3t5oa_4a5wb,beam4,58,5
3t5oa_4a5wb,beam4,71,6
3t5oa_4a5wb,beam4,35,7
3t5oa_4a5wb,beam4,14,8
3t5oa_4a5wb,beam4,53,9
3t5oa_4a5wb,beam4,63,10
3t5oa_4a5wb,beam4,1,11
3t5oa_4a5wb,beam4,65,12
3t5oa_4a5wb,beam4,42,13
3t5oa_4a5wb,beam4,64,14
3t5oa_4a5wb,beam4,30,15
3t5oa_4a5wb,beam4,10,16
3tp2a_5lj3m,beam4,40,1
3tp2a_5lj3m,beam4,6,2
3tp2a_5lj3m,beam4,31,3
3tp2a_5lj3m,beam4,87,4
3tp2a_5lj3m,beam4,62,5
3tp2a_5lj3m,beam4,42,6
3tp2a_5lj3m,beam4,50,7
3tp2a_5lj3m,beam4,74,8
3tp2a_5lj3m,beam4,57,9
3tp2a_5lj3m,beam4,96,10
3tp2a_5lj3m,beam4,73,11
3tp2a_5lj3m,beam4,13,12
3tp2a_5lj3m,beam4,90,13
3tp2a_5lj3m,beam4,89,14
3tp2a_5lj3m,beam4,7,15
3tp2a_5lj3m,beam4,24,16
3zwgn_4tsyd,beam4,91,1
3zwgn_4tsyd,beam4,72,2
3zwgn_4tsyd,beam4,83,3
3zwgn_4tsyd,beam4,64,4
3zwgn_4tsyd,beam4,87,5
3zwgn_4tsyd,beam4,48,6
3zwgn_4tsyd,beam4,28,7
3zwgn_4tsyd,beam4,95,8
3zwgn_4tsyd,beam4,86,9
3zwgn_4tsyd,beam4,67,10
3zwgn_4tsyd,beam4,81,11
3zwgn_4tsyd,beam4,4,12
3zwgn_4tsyd,beam4,38,13
3zwgn_4tsyd,beam4,12,14
3zwgn_4tsyd,beam4,43,15
3zwgn_4tsyd,beam4,79,16
3zxgb_5ec5p,beam4,22,1
3zxgb_5ec5p,beam4,56,2
3zxgb_5ec5p,beam4,68,3
3zxgb_5ec5p,beam4,15,4
3zxgb_5ec5p,beam4,50,5
3zxgb_5ec5p,beam4,57,6
3zxgb_5ec5p,beam4,84,7
3zxgb_5ec5p,beam4,55,8
3zxgb_5ec5p,beam4,18,9
3zxgb_5ec5p,beam4,96,10
3zxgb_5ec5p,beam4,44,11
3zxgb_5ec5p,beam4,87,12
3zxgb_5ec5p,beam4,32,13
3zxgb_5ec5p,beam4,51,14
3zxgb_5ec5p,beam4,95,15
3zxgb_5ec5p,beam4,59,16
4aana_4aala,beam4,44,1
4aana_4aala,beam4,22,2
4aana_4aala,beam4,60,3
4aana_4aala,beam4,4,4
4aana_4aala,beam4,1,5
4aana_4aala,beam4,15,6
4aana_4aala,beam4,17,7
4aana_4aala,beam4,50,8
4aana_4aala,beam4,90,9
4aana_4aala,beam4,19,10
4aana_4aala,beam4,88,11
4aana_4aala,beam4,99,12
4aana_4aala,beam4,28,13
4aana_4aala,beam4,48,14
4aana_4aala,beam4,42,15
4aana_4aala,beam4,73,16
4dxra_4dxta,beam4,81,1
4dxra_4dxta,beam4,53,2
4dxra_4dxta,beam4,38,3
4dxra_4dxta,beam4,20,4
4dxra_4dxta,beam4,58,5
4dxra_4dxta,beam4,51,6
4dxra_4dxta,beam4,96,7
4dxra_4dxta,beam4,2,8
4dxra_4dxta,beam4,52,9
4dxra_4dxta,beam4,43,10
4dxra_4dxta,beam4,70,11
4dxra_4dxta,beam4,22,12
4dxra_4dxta,beam4,11,13
4dxra_4dxta,beam4,39,14
4dxra_4dxta,beam4,83,15
4dxra_4dxta,beam4,67,16
4gqcc_4gqcb,beam4,11,1
4gqcc_4gqcb,beam4,61,2
4gqcc_4gqcb,beam4,16,3
4gqcc_4gqcb,beam4,97,4
4gqcc_4gqcb,beam4,67,5
4gqcc_4gqcb,beam4,54,6
4gqcc_4gqcb,beam4,83,7
4gqcc_4gqcb,beam4,4,8
4gqcc_4gqcb,beam4,70,9
4gqcc_4gqcb,beam4,33,10
4gqcc_4gqcb,beam4,74,11
4gqcc_4gqcb,beam4,44,12
4gqcc_4gqcb,beam4,62,13
4gqcc_4gqcb,beam4,37,14
4gqcc_4gqcb,beam4,59,15
4gqcc_4gqcb,beam4,24,16
4h2aa_3j9ca,beam4,94,1
4h2aa_3j9ca,beam4,77,2
4h2aa_3j9ca,beam4,93,3
4h2aa_3j9ca,beam4,34,4
4h2aa_3j9ca,beam4,89,5
4h2aa_3j9ca,beam4,69,6
4h2aa_3j9ca,beam4,14,7
4h2aa_3j9ca,beam4,22,8
4h2aa_3j9ca,beam4,62,9
4h2aa_3j9ca,beam4,1,10
4h2aa_3j9ca,beam4,96,11
4h2aa_3j9ca,beam4,63,12
4h2aa_3j9ca,beam4,91,13
4h2aa_3j9ca,beam4,19,14
4h2aa_3j9ca,beam4,54,15
4h2aa_3j9ca,beam4,17,16
4j3of_2jmra,beam4,48,1
4j3of_2jmra,beam4,94,2
4j3of_2jmra,beam4,61,3
4j3of_2jmra,beam4,19,4
4j3of_2jmra,beam4,91,5
4j3of_2jmra,beam4,33,6
4j3of_2jmra,beam4,89,7
4j3of_2jmra,beam4,82,8
4j3of_2jmra,beam4,20,9
4j3of_2jmra,beam4,72,10
4j3of_2jmra,beam4,85,11
4j3of_2jmra,beam4,96,12
4j3of_2jmra,beam4,70,13
4j3of_2jmra,beam4,63,14
4j3of_2jmra,beam4,43,15
4j3of_2jmra,beam4,71,16
4jphb_5hk5h,beam4,23,1
4jphb_5hk5h,beam4,12,2
4jphb_5hk5h,beam4,75,3
4jphb_5hk5h,beam4,7,4
4jphb_5hk5h,beam4,32,5
4jphb_5hk5h,beam4,74,6
4jphb_5hk5h,beam4,28,7
4jphb_5hk5h,beam4,3,8
4jphb_5hk5h,beam4,5,9
4jphb_5hk5h,beam4,76,10
4jphb_5hk5h,beam4,19,11
4jphb_5hk5h,beam4,2,12
4jphb_5hk5h,beam4,22,13
4jphb_5hk5h,beam4,95,14
4jphb_5hk5h,beam4,53,15
4jphb_5hk5h,beam4,54,16
4nc9c_4n9wa,beam4,59,1
4nc9c_4n9wa,beam4,85,2
4nc9c_4n9wa,beam4,82,3
4nc9c_4n9wa,beam4,2,4
4nc9c_4n9wa,beam4,25,5
4nc9c_4n9wa,beam4,97,6
4nc9c_4n9wa,beam4,72,7
4nc9c_4n9wa,beam4,61,8
4nc9c_4n9wa,beam4,75,9
4nc9c_4n9wa,beam4,5,10
4nc9c_4n9wa,beam4,0,11
4nc9c_4n9wa,beam4,76,12
4nc9c_4n9wa,beam4,63,13
4nc9c_4n9wa,beam4,1,14
4nc9c_4n9wa,beam4,51,15
4nc9c_4n9wa,beam4,60,16
4o0pa_4o01d,beam4,40,1
4o0pa_4o01d,beam4,55,2
4o0pa_4o01d,beam4,35,3
4o0pa_4o01d,beam4,30,4
4o0pa_4o01d,beam4,68,5
4o0pa_4o01d,beam4,97,6
4o0pa_4o01d,beam4,21,7
4o0pa_4o01d,beam4,19,8
4o0pa_4o01d,beam4,58,9
4o0pa_4o01d,beam4,94,10
4o0pa_4o01d,beam4,12,11
4o0pa_4o01d,beam4,23,12
4o0pa_4o01d,beam4,70,13
4o0pa_4o01d,beam4,71,14
4o0pa_4o01d,beam4,53,15
4o0pa_4o01d,beam4,27,16
4ow6b_4ae0a,beam4,82,1
4ow6b_4ae0a,beam4,83,2
4ow6b_4ae0a,beam4,13,3
4ow6b_4ae0a,beam4,72,4
4ow6b_4ae0a,beam4,60,5
4ow6b_4ae0a,beam4,10,6
4ow6b_4ae0a,beam4,50,7
4ow6b_4ae0a,beam4,11,8
4ow6b_4ae0a,beam4,40,9
4ow6b_4ae0a,beam4,79,10
4ow6b_4ae0a,beam4,20,11
4ow6b_4ae0a,beam4,17,12
4ow6b_4ae0a,beam4,53,13
4ow6b_4ae0a,beam4,66,14
4ow6b_4ae0a,beam4,67,15
4ow6b_4ae0a,beam4,97,16
4phqa_2wcdx,beam4,41,1
4phqa_2wcdx,beam4,87,2
