pair_id,mode,L,split,primary,strict_exact,n_finished,mean_contacts,n_unique_maps,beam_seconds,iid_seconds,time_ratio,fold1_pool,fold2_pool,dual_pool,dual_pool_strict,fold1_blind,fold2_blind,dual_blind,minority_enrichment_pool,minority_enrichment_blind,iid_minority_enrichment_blind,paired_enrichment_delta,iid_fold1_pool,iid_fold2_pool,iid_dual_pool,iid_dual_blind
2grmb_2axza,beam4,315,dev,True,False,100,95.99,100,30.938751708716154,6.915925428038463,4.473551953478942,True,False,False,False,False,False,False,-0.05263157894736842,0.0,0.0384615384615384,-0.0384615384615384,True,False,False,False
2h44a_1rkpa,beam4,326,dev,True,False,100,137.12,100,53.29779917001724,7.970624792389572,6.6867780830564865,False,True,False,False,False,False,False,0.06451612903225806,-0.03024193548387097,0.0685483870967741,-0.09879032258064507,False,True,False,False
2hdma_2n54b,beam4,75,dev,False,False,100,17.83,100,3.6995232813060284,1.0803438578732312,3.4243942373948637,False,False,False,False,False,False,False,0.1,0.1,0.1,0.0,True,True,True,False
2k42a_1ceeb,beam4,81,test,False,False,100,21.21,100,4.91106585226953,1.222008199954871,4.018848525280679,True,True,True,False,True,False,False,0.275,-0.04999999999999999,0.15,-0.19999999999999998,True,True,True,True
2lela_2k0qa,beam4,74,test,True,True,100,27.75,99,5.128079431131482,1.311959493905306,3.908717803372681,False,True,False,False,False,True,False,0.09090909090909091,0.019480519480519487,0.0454545454545454,-0.025974025974025913,False,True,False,False
2p3vd_2p3va,beam4,254,test,False,True,100,195.52,100,68.38886516727507,5.845403981395066,11.699596021925137,False,True,False,False,False,True,False,0.375,0.375,0.6875,-0.3125,True,True,True,False
2pbkb_3njqa,beam4,228,test,True,True,100,23.53,100,7.941840015351772,3.983751187042799,1.9935582425887208,False,False,False,False,False,False,False,0.0,0.0,0.0384615384615384,-0.0384615384615384,False,False,False,False
2qqja_4qdsa,beam4,319,test,False,True,100,178.49,100,68.06395038217306,8.306970581004862,8.193594730889204,False,False,False,False,False,False,False,0.0,0.0,0.6666666666666666,-0.6666666666666666,True,True,True,False
2vfxl_3gmhl,beam4,203,test,True,False,100,28.05,99,6.836003447882831,3.890474241226912,1.7571131497138528,False,False,False,False,False,False,False,0.0,0.0,0.0142857142857142,-0.0142857142857142,False,True,False,False
3g0ha_3ewsb,beam4,418,test,True,True,100,283.57,100,136.17881034687161,11.366181701014284,11.981051678482267,False,False,False,False,False,False,False,0.0,0.0,0.2592592592592592,-0.2592592592592592,True,True,True,False
3hdea_3hdfa,beam4,165,dev,True,True,100,64.96,100,16.06296457676217,2.351594957988709,6.830668063049697,True,False,False,False,True,False,False,-0.17272727272727276,-0.17818181818181816,-0.4290909090909091,0.2509090909090909,True,False,False,False
3ifaa_5et5a,beam4,326,dev,False,True,100,150.7,100,56.25327319279313,7.960944225953426,7.066155922736172,False,False,False,False,False,False,False,0.2,0.2,0.6,-0.39999999999999997,True,True,True,False
3j7wb_3j7vg,beam4,343,test,True,True,100,164.16,100,62.45066402293742,6.697335546952672,9.324702874018735,False,True,False,False,False,True,False,0.5238095238095238,0.3761904761904762,0.4714285714285714,-0.09523809523809523,True,True,True,True
3jv6a_1zk9a,beam4,110,dev,False,True,100,59.82,100,13.477700797840953,1.9664375099819156,6.853866817239924,True,True,True,True,True,True,True,0.39285714285714285,0.2857142857142857,0.1785714285714285,0.1071428571428572,True,True,True,True
3kdsg_2ce7c,beam4,435,dev,True,False,100,271.18,100,128.56043085595593,9.46423759701429,13.583812698923921,True,False,False,False,True,False,False,-0.22129629629629627,-0.3333333333333333,-0.3324074074074074,-0.0009259259259259411,True,False,False,False
3m1bf_3lowa,beam4,100,test,False,True,100,69.89,100,15.129852590151131,1.9503322319942529,7.757577064026964,True,True,True,True,True,False,False,0.13513513513513514,0.03716216216216217,0.2162162162162162,-0.17905405405405403,True,True,True,True
3meea_4b3ob,beam4,552,test,True,False,100,280.54,100,142.16971696168184,17.88876495603472,7.947430541521053,False,False,False,False,False,False,False,0.0,0.0,0.075,-0.075,False,False,False,False
3o44a_1xeza,beam4,663,test,False,True,100,140.04,100,78.28095803875476,27.408291679050308,2.8561049683585087,True,False,False,False,True,False,False,0.03225806451612903,0.03225806451612903,0.064516129032258,-0.03225806451612896,True,False,False,False
3qy2a_1qb3a,beam4,118,test,False,False,100,25.14,100,5.672550812829286,2.293029968161136,2.4738232345817575,False,False,False,False,False,False,False,,,,,False,False,False,False
3t5oa_4a5wb,beam4,897,dev,True,False,100,291.79,100,215.96470928005874,31.73013038886711,6.806297567432389,True,True,True,False,True,True,True,0.2611764705882353,0.2611764705882353,0.2317647058823529,0.029411764705882387,True,True,True,True
3tp2a_5lj3m,beam4,252,test,True,False,100,52.05,100,15.227201816160232,5.156675802078098,2.9529104408742923,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False
3zwgn_4tsyd,beam4,178,test,False,True,100,28.23,100,7.317154803313315,3.2687321639969014,2.238529936440596,False,False,False,False,False,False,False,,0.0,,,False,False,False,False
3zxgb_5ec5p,beam4,293,test,True,False,100,119.36,100,39.03163514798507,8.116514125955291,4.808916062028187,False,False,False,False,False,False,False,0.01818181818181818,0.0,0.0545454545454545,-0.0545454545454545,False,True,False,False
4aana_4aala,beam4,324,test,True,True,100,137.11,100,50.162685367278755,6.391932726837695,7.847811845181282,False,False,False,False,False,False,False,0.021943573667711602,0.010188087774294668,0.1246081504702194,-0.11442006269592474,True,False,False,False
4dxra_4dxta,beam4,198,test,False,True,100,82.24,100,23.456848415080458,3.6567439470090894,6.414681682666405,False,False,False,False,False,False,False,0.0,0.0,0.1071428571428571,-0.1071428571428571,True,True,True,True
4gqcc_4gqcb,beam4,161,dev,True,True,100,119.37,100,32.430557454004884,2.9711704059736803,10.915078242837131,True,False,False,False,True,False,False,-0.4565217391304348,-0.4565217391304348,-0.4437340153452686,-0.012787723785166238,True,False,False,False
4h2aa_3j9ca,beam4,724,dev,True,True,100,152.15,100,87.73335153143853,25.800713446980808,3.4004234693635986,False,False,False,False,False,False,False,0.0,0.0,0.0023809523809523,-0.0023809523809523,False,False,False,False
4j3of_2jmra,beam4,179,test,False,True,100,74.7,100,19.310807753819972,3.0630605609621853,6.304415916528257,False,False,False,False,False,False,False,0.16666666666666666,0.16666666666666666,0.1904761904761904,-0.023809523809523753,True,True,True,False
4jphb_5hk5h,beam4,119,test,False,True,100,18.2,100,4.656204724218696,2.1358933951705694,2.179979925377717,False,False,False,False,False,False,False,0.0,0.0,0.1428571428571428,-0.1428571428571428,True,True,True,False
4nc9c_4n9wa,beam4,376,dev,True,True,100,229.22,100,93.3749706633389,8.05625828896882,11.590364572992192,False,False,False,False,False,False,False,0.09523809523809523,0.047619047619047616,0.0952380952380952,-0.04761904761904759,False,True,False,False
4o0pa_4o01d,beam4,489,test,True,False,100,135.27,100,67.88586230576038,10.750661571975796,6.314575326482356,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False
4ow6b_4ae0a,beam4,523,dev,True,False,100,60.76,100,25.339024889282882,15.288592449971476,1.6573811469040864,False,False,False,False,False,False,False,-0.10526315789473684,0.0,0.0,0.0,False,True,False,False
4phqa_2wcdx,beam4,291,test,False,False,100,30.53,100,8.86141594266519,6.018932950042654,1.4722569625239623,False,False,False,False,False,False,False,0.0,0.0,0.3333333333333333,-0.3333333333333333,True,True,True,False
4pyia_4pyja,beam4,208,test,True,True,100,89.21,100,23.424252879805863,4.121678456198424,5.683182986916188,True,False,False,False,True,False,False,-0.35,-0.35,0.0026315789473684,-0.35263157894736835,True,False,False,False
4qhfa_4qhha,beam4,109,dev,True,True,100,49.01,100,11.482906353659928,1.86784112098394,6.147689021650284,True,False,False,False,True,False,False,-0.007407407407407404,-0.007407407407407404,0.0888888888888889,-0.09629629629629631,True,False,False,False
4rmbb_4rmba,beam4,155,test,False,True,99,32.5,100,7.964627954177558,3.017481437011156,2.639495261341723,False,False,False,False,False,False,False,0.0,0.0,1.0,-1.0,True,True,True,False
4rwna_4rwqb,beam4,349,dev,True,True,100,190.67,100,76.7768261032179,9.03392423200421,8.498723714244022,True,False,False,False,True,False,False,-0.225,-0.38125,-0.15,-0.23124999999999998,True,False,False,False
4uv2d_4q79f,beam4,235,dev,False,False,100,80.33,100,24.148412481881678,4.494566952984314,5.37280070237858,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False
4y0mj_4xwsd,beam4,209,test,True,False,100,136.52,100,41.02249733172357,3.844954556960147,10.669176117430188,True,True,True,False,True,False,False,0.25961538461538464,0.19711538461538464,0.2115384615384615,-0.014423076923076872,True,True,True,True
4ydqb_4twaa,beam4,488,test,True,True,100,189.95,100,89.62118883710355,15.44241629820317,5.803572906367741,True,False,False,False,True,False,False,0.07407407407407407,-0.05,-0.1888888888888888,0.13888888888888878,True,False,False,False
4yhdg_7ahle,beam4,293,dev,True,False,100,48.74,100,14.410296000540257,7.033457770012319,2.0488210026623954,False,False,False,False,False,False,False,0.06666666666666667,0.0,0.215819209039548,-0.215819209039548,False,True,False,False
4zrbc_4zrbh,beam4,126,test,False,True,100,81.13,100,17.13192399404943,2.06773357297061,8.285363364989449,False,True,False,False,False,True,False,-0.08333333333333333,-0.08333333333333333,0.0,-0.08333333333333333,True,True,True,False
5aoeb_5ly6b,beam4,490,dev,True,False,100,126.81,100,55.01222516596317,15.04754092002986,3.6558947045451204,True,False,False,False,True,False,False,-0.0019927536231884053,-0.051449275362318844,-0.0391304347826086,-0.012318840579710243,True,False,False,False
5c1va_5c1vb,beam4,318,test,True,True,100,227.06,100,91.09602633770555,8.47307114902651,10.75124057564084,True,False,False,False,True,False,False,-0.06746031746031746,-0.06746031746031746,-0.4722222222222222,0.40476190476190477,True,False,False,False
5f5rb_5f3ka,beam4,225,test,False,True,100,109.92,100,32.76778578571975,3.720439509022981,8.807503980712443,False,False,False,False,False,False,False,0.0,0.0,0.1935483870967742,-0.1935483870967742,False,True,False,False
5flue_2uy7d,beam4,163,test,False,False,100,83.06,100,20.97961228620261,2.4877506834454834,8.433165118116369,True,False,False,False,True,False,False,0.0,0.0,0.3055555555555556,-0.3055555555555556,True,True,True,True
5hmga_3ztje,beam4,328,test,True,True,100,48.85,100,16.006907508242875,8.344049548963085,1.918361991298584,False,False,False,False,False,False,False,0.0,0.0,0.0714285714285714,-0.0714285714285714,False,False,False,False
5i2ma_5i2sa,beam4,413,test,True,True,100,42.13,100,15.483512385748327,12.380251288006548,1.2506622059237267,False,False,False,False,False,False,False,0.0,0.0,0.0555555555555555,-0.0555555555555555,False,False,False,False
5jyta_2qkee,beam4,106,test,False,False,100,47.11,100,10.24934820458293,1.6549358449992724,6.193199715598302,True,False,False,False,True,False,False,-0.02188868042526579,-0.12195121951219512,-0.3133208255159475,0.19136960600375236,True,False,False,False
5jzha_5jztg,beam4,424,test,True,False,100,89.67,100,35.822004868183285,14.129166895989329,2.535323216993893,True,True,True,False,False,False,False,0.2903225806451613,0.05100261551874455,0.2903225806451613,-0.23931996512641676,False,True,False,False
5keqf_1dzla,beam4,473,dev,False,False,100,43.4,100,18.224205390084535,16.009885102976114,1.1383095676743362,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,True,True,True,False
5l35d_5l35g,beam4,422,test,True,True,100,226.88,100,106.10475060902536,9.917361593979876,10.698888974002319,True,False,False,False,False,False,False,-0.4,0.0,-0.0807017543859649,0.0807017543859649,True,False,False,False
6c6sd_2ougc,beam4,161,test,True,True,100,91.16,100,23.637361607514322,2.6078778859227896,9.063829918995733,True,False,False,False,True,False,False,-0.12241379310344828,-0.1568965517241379,-0.0879310344827586,-0.06896551724137931,True,False,False,False
