pair_id,mode,rollout,rank
3kdsg_2ce7c,beam8,24,5
3kdsg_2ce7c,beam8,46,6
3kdsg_2ce7c,beam8,82,7
3kdsg_2ce7c,beam8,23,8
3kdsg_2ce7c,beam8,53,9
3kdsg_2ce7c,beam8,9,10
3kdsg_2ce7c,beam8,65,11
3kdsg_2ce7c,beam8,43,12
3kdsg_2ce7c,beam8,47,13
3kdsg_2ce7c,beam8,4,14
3kdsg_2ce7c,beam8,83,15
3kdsg_2ce7c,beam8,86,16
3t5oa_4a5wb,beam8,88,1
3t5oa_4a5wb,beam8,15,2
3t5oa_4a5wb,beam8,62,3
3t5oa_4a5wb,beam8,89,4
3t5oa_4a5wb,beam8,28,5
3t5oa_4a5wb,beam8,34,6
3t5oa_4a5wb,beam8,20,7
3t5oa_4a5wb,beam8,78,8
3t5oa_4a5wb,beam8,1,9
3t5oa_4a5wb,beam8,35,10
3t5oa_4a5wb,beam8,32,11
3t5oa_4a5wb,beam8,10,12
3t5oa_4a5wb,beam8,39,13
3t5oa_4a5wb,beam8,55,14
3t5oa_4a5wb,beam8,59,15
3t5oa_4a5wb,beam8,25,16
4gqcc_4gqcb,beam8,72,1
4gqcc_4gqcb,beam8,61,2
4gqcc_4gqcb,beam8,99,3
4gqcc_4gqcb,beam8,75,4
4gqcc_4gqcb,beam8,33,5
4gqcc_4gqcb,beam8,16,6
4gqcc_4gqcb,beam8,21,7
4gqcc_4gqcb,beam8,74,8
4gqcc_4gqcb,beam8,22,9
4gqcc_4gqcb,beam8,42,10
4gqcc_4gqcb,beam8,66,11
4gqcc_4gqcb,beam8,2,12
4gqcc_4gqcb,beam8,40,13
4gqcc_4gqcb,beam8,70,14
4gqcc_4gqcb,beam8,10,15
4gqcc_4gqcb,beam8,7,16
4h2aa_3j9ca,beam8,6,1
4h2aa_3j9ca,beam8,93,2
4h2aa_3j9ca,beam8,58,3
4h2aa_3j9ca,beam8,41,4
4h2aa_3j9ca,beam8,77,5
4h2aa_3j9ca,beam8,72,6
4h2aa_3j9ca,beam8,14,7
4h2aa_3j9ca,beam8,67,8
4h2aa_3j9ca,beam8,31,9
4h2aa_3j9ca,beam8,90,10
4h2aa_3j9ca,beam8,34,11
4h2aa_3j9ca,beam8,19,12
4h2aa_3j9ca,beam8,38,13
4h2aa_3j9ca,beam8,70,14
4h2aa_3j9ca,beam8,48,15
4h2aa_3j9ca,beam8,21,16
4nc9c_4n9wa,beam8,27,1
4nc9c_4n9wa,beam8,49,2
4nc9c_4n9wa,beam8,82,3
4nc9c_4n9wa,beam8,85,4
4nc9c_4n9wa,beam8,73,5
4nc9c_4n9wa,beam8,43,6
4nc9c_4n9wa,beam8,9,7
4nc9c_4n9wa,beam8,80,8
4nc9c_4n9wa,beam8,96,9
4nc9c_4n9wa,beam8,83,10
4nc9c_4n9wa,beam8,61,11
4nc9c_4n9wa,beam8,28,12
4nc9c_4n9wa,beam8,40,13
4nc9c_4n9wa,beam8,2,14
4nc9c_4n9wa,beam8,33,15
4nc9c_4n9wa,beam8,72,16
4ow6b_4ae0a,beam8,90,1
4ow6b_4ae0a,beam8,50,2
4ow6b_4ae0a,beam8,87,3
4ow6b_4ae0a,beam8,11,4
4ow6b_4ae0a,beam8,68,5
4ow6b_4ae0a,beam8,51,6
4ow6b_4ae0a,beam8,30,7
4ow6b_4ae0a,beam8,13,8
4ow6b_4ae0a,beam8,35,9
4ow6b_4ae0a,beam8,47,10
4ow6b_4ae0a,beam8,46,11
4ow6b_4ae0a,beam8,10,12
4ow6b_4ae0a,beam8,60,13
4ow6b_4ae0a,beam8,57,14
4ow6b_4ae0a,beam8,92,15
4ow6b_4ae0a,beam8,12,16
4qhfa_4qhha,beam8,1,1
4qhfa_4qhha,beam8,48,2
4qhfa_4qhha,beam8,19,3
4qhfa_4qhha,beam8,75,4
4qhfa_4qhha,beam8,68,5
4qhfa_4qhha,beam8,71,6
4qhfa_4qhha,beam8,37,7
4qhfa_4qhha,beam8,63,8
4qhfa_4qhha,beam8,39,9
4qhfa_4qhha,beam8,91,10
4qhfa_4qhha,beam8,81,11
4qhfa_4qhha,beam8,28,12
4qhfa_4qhha,beam8,94,13
4qhfa_4qhha,beam8,16,14
4qhfa_4qhha,beam8,92,15
4qhfa_4qhha,beam8,5,16
4rwna_4rwqb,beam8,93,1
4rwna_4rwqb,beam8,94,2
4rwna_4rwqb,beam8,77,3
4rwna_4rwqb,beam8,64,4
4rwna_4rwqb,beam8,6,5
4rwna_4rwqb,beam8,30,6
4rwna_4rwqb,beam8,76,7
4rwna_4rwqb,beam8,44,8
4rwna_4rwqb,beam8,71,9
4rwna_4rwqb,beam8,9,10
4rwna_4rwqb,beam8,69,11
4rwna_4rwqb,beam8,85,12
4rwna_4rwqb,beam8,52,13
4rwna_4rwqb,beam8,4,14
4rwna_4rwqb,beam8,68,15
4rwna_4rwqb,beam8,54,16
4uv2d_4q79f,beam8,93,1
4uv2d_4q79f,beam8,63,2
4uv2d_4q79f,beam8,92,3
4uv2d_4q79f,beam8,52,4
4uv2d_4q79f,beam8,44,5
4uv2d_4q79f,beam8,90,6
4uv2d_4q79f,beam8,74,7
4uv2d_4q79f,beam8,61,8
4uv2d_4q79f,beam8,54,9
4uv2d_4q79f,beam8,14,10
4uv2d_4q79f,beam8,65,11
4uv2d_4q79f,beam8,76,12
4uv2d_4q79f,beam8,68,13
4uv2d_4q79f,beam8,51,14
4uv2d_4q79f,beam8,37,15
4uv2d_4q79f,beam8,95,16
4yhdg_7ahle,beam8,18,1
4yhdg_7ahle,beam8,70,2
4yhdg_7ahle,beam8,77,3
4yhdg_7ahle,beam8,89,4
4yhdg_7ahle,beam8,31,5
4yhdg_7ahle,beam8,42,6
4yhdg_7ahle,beam8,33,7
4yhdg_7ahle,beam8,51,8
4yhdg_7ahle,beam8,78,9
4yhdg_7ahle,beam8,87,10
4yhdg_7ahle,beam8,16,11
4yhdg_7ahle,beam8,97,12
4yhdg_7ahle,beam8,14,13
4yhdg_7ahle,beam8,45,14
4yhdg_7ahle,beam8,30,15
4yhdg_7ahle,beam8,29,16
5aoeb_5ly6b,beam8,34,1
5aoeb_5ly6b,beam8,95,2
5aoeb_5ly6b,beam8,76,3
5aoeb_5ly6b,beam8,44,4
5aoeb_5ly6b,beam8,56,5
5aoeb_5ly6b,beam8,98,6
5aoeb_5ly6b,beam8,0,7
5aoeb_5ly6b,beam8,9,8
5aoeb_5ly6b,beam8,90,9
5aoeb_5ly6b,beam8,46,10
5aoeb_5ly6b,beam8,79,11
5aoeb_5ly6b,beam8,92,12
5aoeb_5ly6b,beam8,96,13
5aoeb_5ly6b,beam8,23,14
5aoeb_5ly6b,beam8,50,15
5aoeb_5ly6b,beam8,27,16
5keqf_1dzla,beam8,38,1
5keqf_1dzla,beam8,87,2
5keqf_1dzla,beam8,58,3
5keqf_1dzla,beam8,99,4
5keqf_1dzla,beam8,27,5
5keqf_1dzla,beam8,57,6
5keqf_1dzla,beam8,12,7
5keqf_1dzla,beam8,30,8
5keqf_1dzla,beam8,98,9
5keqf_1dzla,beam8,47,10
5keqf_1dzla,beam8,96,11
5keqf_1dzla,beam8,60,12
5keqf_1dzla,beam8,24,13
5keqf_1dzla,beam8,82,14
5keqf_1dzla,beam8,67,15
5keqf_1dzla,beam8,54,16
