entry_id,gcs_uri,struct_cluster_id,seq_cluster_id,global_plddt,seq_len,split,uniprot_accession,tax_id,organism_name,is_anchor,was_excluded,cluster_size,n_anchors,n_candidates,length_bin,size_bin,nearest_anchor,nearest_anchor_tm,min_coverage,min_length_ratio,nearest_anchor_core_tm,max_anchor_core_tm,nearest_anchor_ca_jaccard,selected_order,selection_reason
AF-A0A7C1TXW8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C1TXW8-F1-model_v4.cif,A0A0R2V987,A0A7C1TXW8,81.44,490,train,A0A7C1TXW8,1913989,Gammaproteobacteria bacterium,false,false,78,5,64,250-499,20-99,AF-A0A3M0BZL0-F1,0.8473706427147033,0.7673469387755102,0.826530612244898,0.8680425753930946,0.8746992723911955,0.6734317343173432,0,coverage_or_length
AF-A0A7X7A4A0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7A4A0-F1-model_v4.cif,A0A0R2V987,A0A7X7A4A0,86.81,430,train,A0A7X7A4A0,2033014,Armatimonadetes bacterium,false,false,78,5,64,250-499,20-99,AF-A0A497XT48-F1,0.872803599911798,0.8344671201814059,0.9418604651162791,0.9172755955576036,0.9172755955576036,0.7197802197802198,0,covered_by_training_anchor
AF-A0A7X7UGV9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7UGV9-F1-model_v4.cif,A0A0R2V987,A0A7X7UGV9,87.25,432,train,A0A7X7UGV9,2026763,Myxococcales bacterium,false,false,78,5,64,250-499,20-99,AF-A0A3M0BZL0-F1,0.8248972868987062,0.8594104308390023,0.9375,0.8643426506278867,0.8769665361842907,0.5563025210084034,0,covered_by_training_anchor
AF-A0A1E4Y872-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1E4Y872-F1-model_v4.cif,A0A0T6XIA0,A0A1E4Y872,81.0,97,train,A0A1E4Y872,1860096,Rhizobium sp. YK2,false,false,11,5,2,60-249,<20,AF-F0LD83-F1,0.8943565081301,0.8349514563106796,0.941747572815534,0.9856977016268517,0.9965673103521355,0.8125,0,covered_by_training_anchor
AF-V4NTM2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-V4NTM2-F1-model_v4.cif,A0A0T6XIA0,V4NTM2,80.5,104,train,V4NTM2,1282363,Asticcacaulis sp. YBE204,false,false,11,5,2,60-249,<20,AF-A0A506U0Z8-F1,0.8518487249502164,0.8173076923076923,0.9230769230769231,0.9438925761170899,0.9521908205040868,0.6666666666666666,0,covered_by_training_anchor
AF-A0A178LQJ2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A178LQJ2-F1-model_v4.cif,A0A166RK55,A0A178LQJ2,83.44,822,train,A0A178LQJ2,912594,Mycolicibacterium iranicum,false,false,13,5,4,500-1000,<20,AF-A0A1H9BCD0-F1,0.532773400620654,0.38391845979614947,0.9309173272933182,0.5508586135234681,0.5508586135234681,0.3516237402015677,0,coverage_or_length
AF-A0A5E9FWY0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5E9FWY0-F1-model_v4.cif,A0A166RK55,A0A5E9FWY0,83.06,967,train,A0A5E9FWY0,1424659,Cryobacterium flavum,false,false,13,5,4,500-1000,<20,AF-A0A497Q397-F1,0.582529330465679,0.38366080661840746,0.8035160289555325,0.5682278456000563,0.5682278456000563,0.4203056768558952,0,coverage_or_length
AF-A0A7W7R6J7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7W7R6J7-F1-model_v4.cif,A0A166RK55,A0A7W7R6J7,82.19,904,train,A0A7W7R6J7,58351,Kitasatospora kifunensis,false,false,13,5,4,500-1000,<20,AF-A0A497Q397-F1,0.48561065506640966,0.3528761061946903,0.8595132743362832,0.46452120664044283,0.4812214195255432,0.42670157068062825,0,coverage_or_length
AF-A0A7X7UG65-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X7UG65-F1-model_v4.cif,A0A166RK55,A0A7X7UG65,82.06,778,train,A0A7X7UG65,2026763,Myxococcales bacterium,false,false,13,5,4,500-1000,<20,AF-A0A1H9BCD0-F1,0.5423349146029481,0.40543601359003395,0.8810872027180068,0.5857478731709058,0.5857478731709058,0.37397420867526376,0,coverage_or_length
AF-A0A2D3UG40-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2D3UG40-F1-model_v4.cif,A0A1D3DN82,A0A2D3UG40,87.69,390,train,A0A2D3UG40,316280,Streptomyces peucetius subsp. caesius ATCC 27952,false,false,7,5,2,250-499,<20,AF-A0A0M4DPI5-F1,0.9476411593746286,0.7886977886977887,0.9153846153846154,0.9613633812869764,0.9613633812869764,0.8153380423814329,0,coverage_or_length
AF-A0A5Q4TED7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5Q4TED7-F1-model_v4.cif,A0A1D3DN82,A0A5Q4TED7,88.0,400,train,A0A5Q4TED7,1828156,Streptomyces sp. t39,false,false,7,5,2,250-499,<20,AF-A0A0M4DPI5-F1,0.9466025363345479,0.7936117936117936,0.8925,0.9569804024990374,0.9569804024990374,0.8282025819265144,0,coverage_or_length
AF-A0A2H1K0I9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2H1K0I9-F1-model_v4.cif,A0A1Q5GN08,A0A2H1K0I9,85.31,876,train,A0A2H1K0I9,273384,Brevibacterium aurantiacum,false,false,360,5,346,500-1000,100+,AF-A0A0P4RAL2-F1,0.8472263203781788,0.8986784140969163,0.9577625570776256,0.8511073831264019,0.8691125344085023,0.5566132264529058,0,covered_by_training_anchor
AF-A0A2R9UBP7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2R9UBP7-F1-model_v4.cif,A0A1Q5GN08,A0A2R9UBP7,89.75,853,train,A0A2R9UBP7,1895788,Microbacterium sp. 71-36,false,false,360,5,346,500-1000,100+,AF-A0A0P4RAL2-F1,0.9080987143710619,0.9151982378854625,0.9394273127753304,0.9032209075592473,0.9170264879326556,0.6723779854620976,0,covered_by_training_anchor
AF-A0A541BJV9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A541BJV9-F1-model_v4.cif,A0A1Q5GN08,A0A541BJV9,90.0,889,train,A0A541BJV9,43657,Pseudoalteromonas luteoviolacea,false,false,360,5,346,500-1000,100+,AF-A0A0D0P093-F1,0.9327381934731336,0.9088863892013498,0.9437570303712036,0.9466135636260524,0.9466135636260524,0.6674769081186194,0,covered_by_training_anchor
AF-A0A543AWC2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A543AWC2-F1-model_v4.cif,A0A1Q5GN08,A0A543AWC2,92.19,919,train,A0A543AWC2,1496996,Stackebrandtia endophytica,false,false,360,5,346,500-1000,100+,AF-A0A0D0P093-F1,0.9762278688677944,0.8966267682263329,0.9129488574537541,0.9741978168087962,0.9741978168087962,0.781404549950544,0,covered_by_training_anchor
AF-A0A6M7UR97-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6M7UR97-F1-model_v4.cif,A0A1Q5GN08,A0A6M7UR97,84.62,903,train,A0A6M7UR97,1777866,Mesorhizobium erdmanii,false,false,360,5,346,500-1000,100+,AF-A0A0F3L0B0-F1,0.8244404897713102,0.8704318936877077,0.929125138427464,0.8301742742052842,0.8560262777472755,0.48904428904428904,0,covered_by_training_anchor
AF-A0A7I7M9D1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7I7M9D1-F1-model_v4.cif,A0A1Q5GN08,A0A7I7M9D1,80.06,934,train,A0A7I7M9D1,216929,Mycolicibacterium psychrotolerans,false,false,360,5,346,500-1000,100+,AF-A0A0F3L0B0-F1,0.7191120922894996,0.7762312633832976,0.8982869379014989,0.695540272657383,0.7052934677749565,0.421736869474779,0,coverage_or_length
AF-A0A7K2IR45-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7K2IR45-F1-model_v4.cif,A0A1Q5GN08,A0A7K2IR45,89.69,851,train,A0A7K2IR45,53437,Nocardiopsis alba,false,false,360,5,346,500-1000,100+,AF-A0A0P4RAL2-F1,0.9286889309626146,0.9140969162995595,0.9372246696035242,0.9285730268340057,0.9285730268340057,0.701271186440678,0,covered_by_training_anchor
AF-A0A828ZFZ5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A828ZFZ5-F1-model_v4.cif,A0A1Q5GN08,A0A828ZFZ5,92.44,865,train,A0A828ZFZ5,1231627,Lysinibacillus fusiformis ZB2,false,false,360,5,346,500-1000,100+,AF-A0A0P4RAL2-F1,0.9159525685754879,0.9118942731277533,0.9526431718061674,0.9171027956391158,0.9171027956391158,0.6311557788944724,0,covered_by_training_anchor
AF-A0A063CC99-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A063CC99-F1-model_v4.cif,A0A1V2LEH1,A0A063CC99,81.38,480,train,A0A063CC99,1159556,Ustilaginoidea virens,false,false,29,5,10,500-1000,20-99,AF-A0A653CK53-F1,0.36701994889729567,0.49616858237547895,0.9056603773584906,0.41702246940328475,0.41702246940328475,0.07853403141361257,0,coverage_or_length
AF-A0A452IU89-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A452IU89-F1-model_v4.cif,A0A1V2LEH1,A0A452IU89,81.88,548,train,A0A452IU89,38772,Gopherus agassizii (Agassiz's desert tortoise),false,false,29,5,10,500-1000,20-99,AF-A0A2I3GAM0-F1,0.9273302563405783,0.7828467153284672,0.9124087591240876,0.9984324185082176,0.9984324185082176,0.9373368146214099,0,coverage_or_length
AF-A0A493TKE5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A493TKE5-F1-model_v4.cif,A0A1V2LEH1,A0A493TKE5,82.5,547,train,A0A493TKE5,8840,Anas platyrhynchos platyrhynchos,false,false,29,5,10,500-1000,20-99,AF-A0A2I3GAM0-F1,0.9326499015581204,0.7824497257769653,0.9140767824497258,0.9987138563610138,0.9987138563610138,0.9628647214854111,0,coverage_or_length
AF-A0A5F8GMW1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5F8GMW1-F1-model_v4.cif,A0A1V2LEH1,A0A5F8GMW1,82.81,548,train,A0A5F8GMW1,13616,Monodelphis domestica,false,false,29,5,10,500-1000,20-99,AF-A0A2I3GAM0-F1,0.9326800489176689,0.7627737226277372,0.9124087591240876,0.9968074474582975,0.9968074474582975,0.9280205655526992,0,coverage_or_length
AF-A0A672U1Z2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A672U1Z2-F1-model_v4.cif,A0A1V2LEH1,A0A672U1Z2,82.0,546,train,A0A672U1Z2,2489341,Strigops habroptila,false,false,29,5,10,500-1000,20-99,AF-A0A2I3GAM0-F1,0.9309534891226032,0.782051282051282,0.9157509157509157,0.9989662699707589,0.9989662699707589,0.9123711340206185,0,coverage_or_length
AF-A0A6J0I4A2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6J0I4A2-F1-model_v4.cif,A0A1V2LEH1,A0A6J0I4A2,81.88,545,train,A0A6J0I4A2,321398,Lepidothrix coronata (blue-crowned manakin),false,false,29,5,10,500-1000,20-99,AF-A0A2I3GAM0-F1,0.935930569413011,0.7871559633027523,0.9174311926605505,0.9989913794129622,0.9989913794129622,0.9348958333333334,0,coverage_or_length
AF-A0A6J2GUJ0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6J2GUJ0-F1-model_v4.cif,A0A1V2LEH1,A0A6J2GUJ0,81.75,545,train,A0A6J2GUJ0,649802,Pipra filicauda (Wire-tailed manakin),false,false,29,5,10,500-1000,20-99,AF-A0A2I3GAM0-F1,0.929459789234547,0.7889908256880734,0.9174311926605505,0.99875993527696,0.99875993527696,0.917312661498708,0,coverage_or_length
AF-U3JG46-F1,gs://public-datasets-deepmind-alphafold-v4/AF-U3JG46-F1-model_v4.cif,A0A1V2LEH1,U3JG46,82.81,535,train,U3JG46,59894,Ficedula albicollis,false,false,29,5,10,500-1000,20-99,AF-A0A2I3GAM0-F1,0.9027441034496679,0.7962616822429907,0.9345794392523364,0.9963772707357424,0.9963772707357424,0.9177377892030848,0,coverage_or_length
AF-A0A150GTA0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A150GTA0-F1-model_v4.cif,A0A1Y1IFY3,A0A150GTA0,80.44,488,train,A0A150GTA0,33097,Gonium pectorale,false,false,32,5,4,500-1000,20-99,AF-A0A383V3E6-F1,0.8079750384509838,0.6036363636363636,0.8872727272727273,0.9385050029846008,0.9385050029846008,0.669392523364486,0,coverage_or_length
AF-A0A4T0BDZ2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4T0BDZ2-F1-model_v4.cif,A0A1Y1IFY3,A0A4T0BDZ2,82.62,464,train,A0A4T0BDZ2,5580,Aureobasidium pullulans,false,false,32,5,4,500-1000,20-99,AF-A0A7S1K419-F1,0.649951406568942,0.4909090909090909,0.8436363636363636,0.7105234705505777,0.7105234705505777,0.5927672955974843,0,coverage_or_length
AF-K0R1Q6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-K0R1Q6-F1-model_v4.cif,A0A1Y1IFY3,K0R1Q6,80.06,583,train,K0R1Q6,159749,Thalassiosira oceanica,false,false,32,5,4,500-1000,20-99,AF-B8CDE1-F1,0.8039940552921001,0.5917667238421955,0.8130360205831904,0.908297584573847,0.908297584573847,0.7242105263157895,0,coverage_or_length
AF-K0RID9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-K0RID9-F1-model_v4.cif,A0A1Y1IFY3,K0RID9,81.44,588,train,K0RID9,159749,Thalassiosira oceanica,false,false,32,5,4,500-1000,20-99,AF-B8CDE1-F1,0.8164928118401511,0.5748299319727891,0.8061224489795918,0.9363506371187775,0.9363506371187775,0.7740174672489083,0,coverage_or_length
AF-A0A0F4VZ04-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0F4VZ04-F1-model_v4.cif,A0A2J6XGX4,A0A0F4VZ04,92.81,439,train,A0A0F4VZ04,1523154,Clostridium sp. IBUN125C,false,false,32,5,26,250-499,20-99,AF-A0A5B2TP81-F1,0.53796397905968,0.5375854214123007,0.9407744874715261,0.5322242991402831,0.5385476902285039,0.6629213483146067,0,coverage_or_length
AF-A0A1C5QHR3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1C5QHR3-F1-model_v4.cif,A0A2J6XGX4,A0A1C5QHR3,91.69,432,train,A0A1C5QHR3,59620,uncultured Clostridium sp,false,false,32,5,26,250-499,20-99,AF-A0A5B2TP81-F1,0.543538817424523,0.5509259259259259,0.9560185185185185,0.5368100766086421,0.5406607345059087,0.6621004566210046,0,coverage_or_length
AF-A0A2J6XGX4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2J6XGX4-F1-model_v4.cif,A0A2J6XGX4,A0A2J6XGX4,84.62,427,train,A0A2J6XGX4,2060322,Caldisphaera sp,false,false,32,5,26,250-499,20-99,AF-A0A353X1E7-F1,0.40456314998563836,0.41217798594847777,0.9672131147540983,0.4660200810243223,0.4660200810243223,0.6030927835051546,0,coverage_or_length
AF-A0A3N9QJE2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3N9QJE2-F1-model_v4.cif,A0A2J6XGX4,A0A3N9QJE2,88.38,456,train,A0A3N9QJE2,2491024,Bacillus sp. C1-1,false,false,32,5,26,250-499,20-99,AF-A0A6N4EDN7-F1,0.5336424864880606,0.5153508771929824,0.9057017543859649,0.527938130424025,0.5328995593344188,0.691609977324263,0,coverage_or_length
AF-A0A4Q1F5B2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4Q1F5B2-F1-model_v4.cif,A0A2J6XGX4,A0A4Q1F5B2,88.06,411,train,A0A4Q1F5B2,394559,Flavobacterium sp. YO64,false,false,32,5,26,250-499,20-99,AF-A0A353X1E7-F1,0.5405106423857658,0.5552884615384616,0.9535962877030162,0.5842178335581902,0.5842178335581902,0.5060240963855421,0,coverage_or_length
AF-A0A5R8WHB3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5R8WHB3-F1-model_v4.cif,A0A2J6XGX4,A0A5R8WHB3,91.19,440,train,A0A5R8WHB3,2025313,Hymenobacter jeollabukensis,false,false,32,5,26,250-499,20-99,AF-A0A2Z3N086-F1,0.6075512026764276,0.5681818181818182,0.9386363636363636,0.5855357037369748,0.5902020456433054,0.7769784172661871,0,coverage_or_length
AF-G5FCZ3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-G5FCZ3-F1-model_v4.cif,A0A2J6XGX4,G5FCZ3,91.25,442,train,G5FCZ3,665940,Clostridium sp. 7_3_54FAA,false,false,32,5,26,250-499,20-99,AF-A0A2Z3N086-F1,0.5410432225247933,0.5339366515837104,0.9343891402714932,0.5328910595975173,0.5395086149506862,0.6681614349775785,0,coverage_or_length
AF-I3Z349-F1,gs://public-datasets-deepmind-alphafold-v4/AF-I3Z349-F1-model_v4.cif,A0A2J6XGX4,I3Z349,93.12,414,train,I3Z349,866536,Belliella baltica (strain DSM 15883 / CIP 108006 / LMG 21964 / BA134),false,false,32,5,26,250-499,20-99,AF-A0A353X1E7-F1,0.5550031207846785,0.5528846153846154,0.9605568445475638,0.5550841391743568,0.5550841391743568,0.7396313364055299,0,coverage_or_length
AF-A0A163CI27-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A163CI27-F1-model_v4.cif,A0A2K9NN49,A0A163CI27,82.19,267,train,A0A163CI27,1723647,Prochlorococcus sp. MIT 1303,false,false,121,2,101,250-499,100+,AF-A0A0C5VVJ0-F1,0.5434664642321678,0.4486301369863014,0.9143835616438356,0.6066801554016148,0.6066801554016148,0.36823104693140796,0,coverage_or_length
AF-A0A1T4SGJ1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1T4SGJ1-F1-model_v4.cif,A0A2K9NN49,A0A1T4SGJ1,80.31,268,train,A0A1T4SGJ1,1935446,Photobacterium toruni,false,false,121,2,101,250-499,100+,AF-A0A0C5VVJ0-F1,0.5798226727605333,0.5068493150684932,0.9178082191780822,0.7155128896945413,0.7155128896945413,0.5128205128205128,0,coverage_or_length
AF-A0A238ZD81-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A238ZD81-F1-model_v4.cif,A0A2K9NN49,A0A238ZD81,90.12,266,train,A0A238ZD81,240169,Desulfurobacterium atlanticum,false,false,121,2,101,250-499,100+,AF-A0A0C5VVJ0-F1,0.7418245364262375,0.4383561643835616,0.910958904109589,0.8128530489547894,0.8128530489547894,0.6314199395770392,0,coverage_or_length
AF-A0A2D6Y2Z5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2D6Y2Z5-F1-model_v4.cif,A0A2K9NN49,A0A2D6Y2Z5,82.44,255,train,A0A2D6Y2Z5,2024878,Synechococcus sp. ARS1019,false,false,121,2,101,250-499,100+,AF-A0A0C5VVJ0-F1,0.5444162557748125,0.4657534246575342,0.8732876712328768,0.6180438492525299,0.6180438492525299,0.392226148409894,0,coverage_or_length
AF-A0A2E0ANU0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2E0ANU0-F1-model_v4.cif,A0A2K9NN49,A0A2E0ANU0,83.94,267,train,A0A2E0ANU0,2024872,Cyanobium sp. NAT70,false,false,121,2,101,250-499,100+,AF-A0A0C5VVJ0-F1,0.5330623831867515,0.541095890410959,0.9143835616438356,0.5982492771673634,0.5982492771673634,0.30604982206405695,0,coverage_or_length
AF-A0A2G6Q3N0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2G6Q3N0-F1-model_v4.cif,A0A2K9NN49,A0A2G6Q3N0,83.44,286,train,A0A2G6Q3N0,1978231,Acidobacteria bacterium,false,false,121,2,101,250-499,100+,AF-A0A0C5VVJ0-F1,0.7293075650603138,0.4383561643835616,0.8951048951048951,0.7931682946507999,0.7931682946507999,0.5689149560117303,0,coverage_or_length
AF-A0A2K9NN49-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2K9NN49-F1-model_v4.cif,A0A2K9NN49,A0A2K9NN49,89.88,281,train,A0A2K9NN49,960,Bacteriovorax stolpii,false,false,121,2,101,250-499,100+,AF-A0A0C5VVJ0-F1,0.7103125669835546,0.4965753424657534,0.9110320284697508,0.757412311134361,0.757412311134361,0.5596590909090909,0,coverage_or_length
AF-A0A7T1MNP0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7T1MNP0-F1-model_v4.cif,A0A2K9NN49,A0A7T1MNP0,81.31,271,train,A0A7T1MNP0,1353147,Synechococcus sp. CBW1108,false,false,121,2,101,250-499,100+,AF-A0A0C5VVJ0-F1,0.5435051781832969,0.4828767123287671,0.928082191780822,0.638753493841909,0.638753493841909,0.32653061224489793,0,coverage_or_length
AF-A0A2N2DS22-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2N2DS22-F1-model_v4.cif,A0A2N2DS22,A0A2N2DS22,82.06,721,train,A0A2N2DS22,2013772,Firmicutes bacterium HGW-Firmicutes-11,false,false,10,5,4,500-1000,<20,AF-A0A6J4FEE0-F1,0.6785371384015471,0.37170596393897365,0.8793342579750347,0.7358667709122347,0.7358667709122347,0.7586206896551724,0,coverage_or_length
AF-A0A2U2MX48-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2U2MX48-F1-model_v4.cif,A0A2N2DS22,A0A2U2MX48,82.38,775,train,A0A2U2MX48,2182432,Spiribacter sp. E85,false,false,10,5,4,500-1000,<20,AF-E6PQF1-F1,0.7322426609590129,0.41419354838709677,0.8180645161290323,0.6984924501153856,0.6984924501153856,0.625,0,coverage_or_length
AF-A0A3B9I3D7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3B9I3D7-F1-model_v4.cif,A0A2N2DS22,A0A3B9I3D7,81.88,732,train,A0A3B9I3D7,1898207,Clostridiales bacterium,false,false,10,5,4,500-1000,<20,AF-E6PQF1-F1,0.6291401482797292,0.37841530054644806,0.8661202185792349,0.6331751800876306,0.6533033986604618,0.7805851063829787,0,coverage_or_length
AF-B7JB49-F1,gs://public-datasets-deepmind-alphafold-v4/AF-B7JB49-F1-model_v4.cif,A0A2N2DS22,B7JB49,84.31,665,train,B7JB49,243159,Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455),false,false,10,5,4,500-1000,<20,AF-E6PQF1-F1,0.736765364706233,0.37170596393897365,0.811965811965812,0.7129245439213424,0.7129245439213424,0.7535753575357536,0,coverage_or_length
AF-A0A1C5T8S9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1C5T8S9-F1-model_v4.cif,A0A2N5K7A0,A0A1C5T8S9,80.56,193,train,A0A1C5T8S9,59620,uncultured Clostridium sp,false,false,156,5,67,60-249,100+,AF-A0A2D6PUL7-F1,0.7486924042848534,0.7927461139896373,0.9378238341968912,0.8235905736317533,0.8235905736317533,0.4608294930875576,0,coverage_or_length
