dataset,stem,arm,readout,precision,reference_precision,n_repeats,L,n_true,delta
foldbench_monomer,7uba_A,pred_small,source_plus_continuation,0.22836538461538464,0.22836538461538464,2,213,208,0.0
foldbench_monomer,7uk8_A,pred_large,source_plus_complete_document,0.5190114068441065,0.5171102661596958,2,394,526,0.0019011406844107182
foldbench_monomer,7uk8_A,pred_large,source_plus_continuation,0.5190114068441065,0.5171102661596958,2,394,526,0.0019011406844107182
foldbench_monomer,7uk8_A,pred_small,source_plus_complete_document,0.5180608365019012,0.5171102661596958,2,394,526,0.0009505703422053591
foldbench_monomer,7uk8_A,pred_small,source_plus_continuation,0.5180608365019012,0.5171102661596958,2,394,526,0.0009505703422053591
foldbench_monomer,7ur2_A,pred_large,source_plus_complete_document,0.354014598540146,0.3795620437956204,2,195,137,-0.02554744525547442
foldbench_monomer,7ur2_A,pred_large,source_plus_continuation,0.354014598540146,0.3795620437956204,2,195,137,-0.02554744525547442
foldbench_monomer,7ur2_A,pred_small,source_plus_complete_document,0.33576642335766427,0.3795620437956204,2,195,137,-0.04379562043795615
foldbench_monomer,7ur2_A,pred_small,source_plus_continuation,0.33576642335766427,0.3795620437956204,2,195,137,-0.04379562043795615
foldbench_monomer,7urp_A,pred_large,source_plus_complete_document,0.44402985074626866,0.45895522388059706,2,160,134,-0.014925373134328401
foldbench_monomer,7urp_A,pred_large,source_plus_continuation,0.44402985074626866,0.45895522388059706,2,160,134,-0.014925373134328401
foldbench_monomer,7urp_A,pred_small,source_plus_complete_document,0.458955223880597,0.45895522388059706,2,160,134,-5.551115123125783e-17
foldbench_monomer,7urp_A,pred_small,source_plus_continuation,0.458955223880597,0.45895522388059706,2,160,134,-5.551115123125783e-17
foldbench_monomer,7uvg_A,pred_large,source_plus_complete_document,0.39325842696629215,0.43258426966292135,2,183,178,-0.0393258426966292
foldbench_monomer,7uvg_A,pred_large,source_plus_continuation,0.39325842696629215,0.43258426966292135,2,183,178,-0.0393258426966292
foldbench_monomer,7uvg_A,pred_small,source_plus_complete_document,0.4241573033707865,0.43258426966292135,2,183,178,-0.008426966292134852
foldbench_monomer,7uvg_A,pred_small,source_plus_continuation,0.4241573033707865,0.43258426966292135,2,183,178,-0.008426966292134852
foldbench_monomer,7uww_A,pred_large,source_plus_complete_document,0.4004329004329004,0.4155844155844156,2,635,693,-0.015151515151515194
foldbench_monomer,7uww_A,pred_large,source_plus_continuation,0.4004329004329004,0.4155844155844156,2,635,693,-0.015151515151515194
foldbench_monomer,7uww_A,pred_small,source_plus_complete_document,0.4069264069264069,0.4155844155844156,2,635,693,-0.008658008658008698
foldbench_monomer,7uww_A,pred_small,source_plus_continuation,0.4069264069264069,0.4155844155844156,2,635,693,-0.008658008658008698
foldbench_monomer,7v3o_A,pred_large,source_plus_complete_document,0.3897058823529412,0.39705882352941174,2,328,272,-0.007352941176470562
foldbench_monomer,7v3o_A,pred_large,source_plus_continuation,0.3897058823529412,0.39705882352941174,2,328,272,-0.007352941176470562
foldbench_monomer,7v3o_A,pred_small,source_plus_complete_document,0.3970588235294118,0.39705882352941174,2,328,272,5.551115123125783e-17
foldbench_monomer,7v3o_A,pred_small,source_plus_continuation,0.3970588235294118,0.39705882352941174,2,328,272,5.551115123125783e-17
foldbench_monomer,7w15_A,pred_large,source_plus_complete_document,0.66996699669967,0.6765676567656767,2,302,303,-0.0066006600660066805
foldbench_monomer,7w15_A,pred_large,source_plus_continuation,0.66996699669967,0.6765676567656767,2,302,303,-0.0066006600660066805
foldbench_monomer,7w15_A,pred_small,source_plus_complete_document,0.6782178217821782,0.6765676567656767,2,302,303,0.0016501650165015036
foldbench_monomer,7w15_A,pred_small,source_plus_continuation,0.6782178217821782,0.6765676567656767,2,302,303,0.0016501650165015036
foldbench_monomer,7wz5_A,pred_large,source_plus_complete_document,0.035398230088495575,0.048672566371681415,2,161,113,-0.01327433628318584
foldbench_monomer,7wz5_A,pred_large,source_plus_continuation,0.035398230088495575,0.048672566371681415,2,161,113,-0.01327433628318584
foldbench_monomer,7wz5_A,pred_small,source_plus_complete_document,0.03982300884955752,0.048672566371681415,2,161,113,-0.008849557522123894
foldbench_monomer,7wz5_A,pred_small,source_plus_continuation,0.03982300884955752,0.048672566371681415,2,161,113,-0.008849557522123894
foldbench_monomer,7wzm_A,pred_large,source_plus_complete_document,0.6951754385964912,0.7039473684210527,2,492,456,-0.00877192982456143
foldbench_monomer,7wzm_A,pred_large,source_plus_continuation,0.6951754385964912,0.7039473684210527,2,492,456,-0.00877192982456143
foldbench_monomer,7wzm_A,pred_small,source_plus_complete_document,0.7039473684210527,0.7039473684210527,2,492,456,0.0
foldbench_monomer,7wzm_A,pred_small,source_plus_continuation,0.7039473684210527,0.7039473684210527,2,492,456,0.0
foldbench_monomer,7x3h_A,pred_large,source_plus_complete_document,0.652027027027027,0.6469594594594594,2,290,296,0.0050675675675675436
foldbench_monomer,7x3h_A,pred_large,source_plus_continuation,0.652027027027027,0.6469594594594594,2,290,296,0.0050675675675675436
foldbench_monomer,7x3h_A,pred_small,source_plus_complete_document,0.6469594594594594,0.6469594594594594,2,290,296,0.0
foldbench_monomer,7x3h_A,pred_small,source_plus_continuation,0.6469594594594594,0.6469594594594594,2,290,296,0.0
foldbench_monomer,7x4p_A,pred_large,source_plus_complete_document,0.4954954954954955,0.5,2,307,333,-0.004504504504504514
foldbench_monomer,7x4p_A,pred_large,source_plus_continuation,0.4954954954954955,0.5,2,307,333,-0.004504504504504514
foldbench_monomer,7x4p_A,pred_small,source_plus_complete_document,0.4984984984984985,0.5,2,307,333,-0.0015015015015015232
foldbench_monomer,7x4p_A,pred_small,source_plus_continuation,0.4984984984984985,0.5,2,307,333,-0.0015015015015015232
foldbench_monomer,7x8l_A,pred_large,source_plus_complete_document,0.528448275862069,0.5353448275862069,2,514,580,-0.006896551724137945
foldbench_monomer,7x8l_A,pred_large,source_plus_continuation,0.528448275862069,0.5353448275862069,2,514,580,-0.006896551724137945
foldbench_monomer,7x8l_A,pred_small,source_plus_complete_document,0.5353448275862069,0.5353448275862069,2,514,580,0.0
foldbench_monomer,7x8l_A,pred_small,source_plus_continuation,0.5353448275862069,0.5353448275862069,2,514,580,0.0
foldbench_monomer,7xcd_A,pred_large,source_plus_complete_document,0.16216216216216217,0.15878378378378377,2,178,148,0.0033783783783783994
foldbench_monomer,7xcd_A,pred_large,source_plus_continuation,0.13851351351351351,0.15878378378378377,2,178,148,-0.020270270270270258
foldbench_monomer,7xcd_A,pred_small,source_plus_complete_document,0.1722972972972973,0.15878378378378377,2,178,148,0.013513513513513542
foldbench_monomer,7xcd_A,pred_small,source_plus_continuation,0.1722972972972973,0.15878378378378377,2,178,148,0.013513513513513542
foldbench_monomer,7xg9_A,pred_large,source_plus_complete_document,0.4211618257261411,0.4190871369294606,2,288,241,0.0020746887966804906
foldbench_monomer,7xg9_A,pred_large,source_plus_continuation,0.4211618257261411,0.4190871369294606,2,288,241,0.0020746887966804906
foldbench_monomer,7xg9_A,pred_small,source_plus_complete_document,0.4170124481327801,0.4190871369294606,2,288,241,-0.0020746887966804906
foldbench_monomer,7xg9_A,pred_small,source_plus_continuation,0.4170124481327801,0.4190871369294606,2,288,241,-0.0020746887966804906
foldbench_monomer,7xi5_A,pred_large,source_plus_complete_document,0.7857142857142857,0.7619047619047619,2,65,42,0.023809523809523836
foldbench_monomer,7xi5_A,pred_large,source_plus_continuation,0.7857142857142857,0.7619047619047619,2,65,42,0.023809523809523836
foldbench_monomer,7xi5_A,pred_small,source_plus_complete_document,0.7857142857142857,0.7619047619047619,2,65,42,0.023809523809523836
foldbench_monomer,7xi5_A,pred_small,source_plus_continuation,0.7857142857142857,0.7619047619047619,2,65,42,0.023809523809523836
foldbench_monomer,7xjr_A,pred_large,source_plus_complete_document,0.5932203389830508,0.5805084745762712,2,337,354,0.012711864406779627
foldbench_monomer,7xjr_A,pred_large,source_plus_continuation,0.5932203389830508,0.5805084745762712,2,337,354,0.012711864406779627
foldbench_monomer,7xjr_A,pred_small,source_plus_complete_document,0.5805084745762712,0.5805084745762712,2,337,354,0.0
foldbench_monomer,7xjr_A,pred_small,source_plus_continuation,0.5805084745762712,0.5805084745762712,2,337,354,0.0
foldbench_monomer,7xlz_A,pred_large,source_plus_complete_document,0.6415094339622641,0.6584905660377358,2,266,265,-0.016981132075471694
foldbench_monomer,7xlz_A,pred_large,source_plus_continuation,0.6415094339622641,0.6584905660377358,2,266,265,-0.016981132075471694
foldbench_monomer,7xlz_A,pred_small,source_plus_complete_document,0.660377358490566,0.6584905660377358,2,266,265,0.0018867924528301883
foldbench_monomer,7xlz_A,pred_small,source_plus_continuation,0.660377358490566,0.6584905660377358,2,266,265,0.0018867924528301883
foldbench_monomer,7xp9_A,pred_large,source_plus_complete_document,0.28888888888888886,0.3222222222222222,2,84,45,-0.033333333333333326
foldbench_monomer,7xp9_A,pred_large,source_plus_continuation,0.28888888888888886,0.3222222222222222,2,84,45,-0.033333333333333326
foldbench_monomer,7xp9_A,pred_small,source_plus_complete_document,0.3222222222222222,0.3222222222222222,2,84,45,0.0
foldbench_monomer,7xp9_A,pred_small,source_plus_continuation,0.3222222222222222,0.3222222222222222,2,84,45,0.0
foldbench_monomer,7xq4_A,pred_large,source_plus_complete_document,0.5233050847457628,0.5169491525423728,2,514,472,0.006355932203389925
foldbench_monomer,7xq4_A,pred_large,source_plus_continuation,0.5233050847457628,0.5169491525423728,2,514,472,0.006355932203389925
foldbench_monomer,7xq4_A,pred_small,source_plus_complete_document,0.5127118644067796,0.5169491525423728,2,514,472,-0.004237288135593209
foldbench_monomer,7xq4_A,pred_small,source_plus_continuation,0.5127118644067796,0.5169491525423728,2,514,472,-0.004237288135593209
foldbench_monomer,7xrx_A,pred_large,source_plus_complete_document,0.4823232323232323,0.4949494949494949,2,398,396,-0.012626262626262597
foldbench_monomer,7xrx_A,pred_large,source_plus_continuation,0.4823232323232323,0.4949494949494949,2,398,396,-0.012626262626262597
foldbench_monomer,7xrx_A,pred_small,source_plus_complete_document,0.49116161616161613,0.4949494949494949,2,398,396,-0.0037878787878787845
foldbench_monomer,7xrx_A,pred_small,source_plus_continuation,0.49116161616161613,0.4949494949494949,2,398,396,-0.0037878787878787845
foldbench_monomer,7xyr_A,pred_large,source_plus_complete_document,0.6704384724186705,0.673974540311174,2,591,707,-0.0035360678925034916
foldbench_monomer,7xyr_A,pred_large,source_plus_continuation,0.6704384724186705,0.673974540311174,2,591,707,-0.0035360678925034916
foldbench_monomer,7xyr_A,pred_small,source_plus_complete_document,0.6718528995756718,0.673974540311174,2,591,707,-0.0021216407355021394
foldbench_monomer,7xyr_A,pred_small,source_plus_continuation,0.6718528995756718,0.673974540311174,2,591,707,-0.0021216407355021394
foldbench_monomer,7xz3_A,pred_large,source_plus_complete_document,0.14240506329113925,0.1518987341772152,2,325,316,-0.009493670886075944
foldbench_monomer,7xz3_A,pred_large,source_plus_continuation,0.14240506329113925,0.1518987341772152,2,325,316,-0.009493670886075944
foldbench_monomer,7xz3_A,pred_small,source_plus_complete_document,0.14556962025316456,0.1518987341772152,2,325,316,-0.006329113924050639
foldbench_monomer,7xz3_A,pred_small,source_plus_continuation,0.14556962025316456,0.1518987341772152,2,325,316,-0.006329113924050639
foldbench_monomer,7y3h_A,pred_large,source_plus_complete_document,0.6298076923076923,0.6314102564102564,2,413,312,-0.0016025641025640969
foldbench_monomer,7y3h_A,pred_large,source_plus_continuation,0.6298076923076923,0.6314102564102564,2,413,312,-0.0016025641025640969
foldbench_monomer,7y3h_A,pred_small,source_plus_complete_document,0.6282051282051282,0.6314102564102564,2,413,312,-0.0032051282051281937
foldbench_monomer,7y3h_A,pred_small,source_plus_continuation,0.6282051282051282,0.6314102564102564,2,413,312,-0.0032051282051281937
foldbench_monomer,7y4h_A,pred_large,source_plus_complete_document,0.5984375,0.59375,2,338,320,0.004687499999999956
foldbench_monomer,7y4h_A,pred_large,source_plus_continuation,0.5984375,0.59375,2,338,320,0.004687499999999956
foldbench_monomer,7y4h_A,pred_small,source_plus_complete_document,0.5890625,0.59375,2,338,320,-0.004687499999999956
foldbench_monomer,7y4h_A,pred_small,source_plus_continuation,0.5890625,0.59375,2,338,320,-0.004687499999999956
foldbench_monomer,7y54_A,pred_large,source_plus_complete_document,0.8047619047619048,0.8047619047619048,2,100,105,0.0
foldbench_monomer,7y54_A,pred_large,source_plus_continuation,0.8047619047619048,0.8047619047619048,2,100,105,0.0
foldbench_monomer,7y54_A,pred_small,source_plus_complete_document,0.8,0.8047619047619048,2,100,105,-0.004761904761904745
foldbench_monomer,7y54_A,pred_small,source_plus_continuation,0.8,0.8047619047619048,2,100,105,-0.004761904761904745
foldbench_monomer,7y5j_A,pred_large,source_plus_complete_document,0.7582417582417582,0.7582417582417582,2,102,91,0.0
foldbench_monomer,7y5j_A,pred_large,source_plus_continuation,0.7582417582417582,0.7582417582417582,2,102,91,0.0
foldbench_monomer,7y5j_A,pred_small,source_plus_complete_document,0.7692307692307693,0.7582417582417582,2,102,91,0.010989010989011061
foldbench_monomer,7y5j_A,pred_small,source_plus_continuation,0.7692307692307693,0.7582417582417582,2,102,91,0.010989010989011061
foldbench_monomer,7y5m_A,pred_large,source_plus_complete_document,0.5574324324324325,0.5506756756756757,2,170,148,0.006756756756756799
foldbench_monomer,7y5m_A,pred_large,source_plus_continuation,0.5574324324324325,0.5506756756756757,2,170,148,0.006756756756756799
foldbench_monomer,7y5m_A,pred_small,source_plus_complete_document,0.5405405405405406,0.5506756756756757,2,170,148,-0.010135135135135087
foldbench_monomer,7y5m_A,pred_small,source_plus_continuation,0.5405405405405406,0.5506756756756757,2,170,148,-0.010135135135135087
foldbench_monomer,7y5r_A,pred_large,source_plus_complete_document,0.7783505154639175,0.7731958762886598,2,105,97,0.005154639175257714
foldbench_monomer,7y5r_A,pred_large,source_plus_continuation,0.7783505154639175,0.7731958762886598,2,105,97,0.005154639175257714
foldbench_monomer,7y5r_A,pred_small,source_plus_complete_document,0.7731958762886598,0.7731958762886598,2,105,97,0.0
foldbench_monomer,7y5r_A,pred_small,source_plus_continuation,0.7731958762886598,0.7731958762886598,2,105,97,0.0
foldbench_monomer,7y8h_A,pred_large,source_plus_complete_document,0.7469879518072289,0.7469879518072289,2,100,83,0.0
foldbench_monomer,7y8h_A,pred_large,source_plus_continuation,0.7469879518072289,0.7469879518072289,2,100,83,0.0
foldbench_monomer,7y8h_A,pred_small,source_plus_complete_document,0.7469879518072289,0.7469879518072289,2,100,83,0.0
foldbench_monomer,7y8h_A,pred_small,source_plus_continuation,0.7469879518072289,0.7469879518072289,2,100,83,0.0
foldbench_monomer,7y8i_A,pred_large,source_plus_complete_document,0.8072289156626506,0.8072289156626506,2,97,83,0.0
foldbench_monomer,7y8i_A,pred_large,source_plus_continuation,0.8072289156626506,0.8072289156626506,2,97,83,0.0
foldbench_monomer,7y8i_A,pred_small,source_plus_complete_document,0.8012048192771084,0.8072289156626506,2,97,83,-0.006024096385542244
foldbench_monomer,7y8i_A,pred_small,source_plus_continuation,0.8012048192771084,0.8072289156626506,2,97,83,-0.006024096385542244
foldbench_monomer,7yd4_A,pred_large,source_plus_complete_document,0.20422535211267606,0.20774647887323944,2,185,142,-0.0035211267605633756
foldbench_monomer,7yd4_A,pred_large,source_plus_continuation,0.20422535211267606,0.20774647887323944,2,185,142,-0.0035211267605633756
foldbench_monomer,7yd4_A,pred_small,source_plus_complete_document,0.24295774647887325,0.20774647887323944,2,185,142,0.03521126760563381
foldbench_monomer,7yd4_A,pred_small,source_plus_continuation,0.23943661971830987,0.20774647887323944,2,185,142,0.031690140845070436
foldbench_monomer,7yhr_A,pred_large,source_plus_complete_document,0.4268292682926829,0.4024390243902439,2,60,41,0.02439024390243899
foldbench_monomer,7yhr_A,pred_large,source_plus_continuation,0.4268292682926829,0.4024390243902439,2,60,41,0.02439024390243899
foldbench_monomer,7yhr_A,pred_small,source_plus_complete_document,0.3902439024390244,0.4024390243902439,2,60,41,-0.012195121951219523
foldbench_monomer,7yhr_A,pred_small,source_plus_continuation,0.3902439024390244,0.4024390243902439,2,60,41,-0.012195121951219523
foldbench_monomer,7ykm_A,pred_large,source_plus_complete_document,0.7818181818181819,0.7545454545454546,2,105,55,0.027272727272727226
foldbench_monomer,7ykm_A,pred_large,source_plus_continuation,0.7727272727272727,0.7545454545454546,2,105,55,0.018181818181818077
foldbench_monomer,7ykm_A,pred_small,source_plus_complete_document,0.7636363636363637,0.7545454545454546,2,105,55,0.009090909090909038
foldbench_monomer,7ykm_A,pred_small,source_plus_continuation,0.7363636363636363,0.7545454545454546,2,105,55,-0.0181818181818183
foldbench_monomer,7ylr_A,pred_large,source_plus_complete_document,0.7087912087912088,0.7101648351648352,2,330,364,-0.0013736263736263687
foldbench_monomer,7ylr_A,pred_large,source_plus_continuation,0.7087912087912088,0.7101648351648352,2,330,364,-0.0013736263736263687
foldbench_monomer,7ylr_A,pred_small,source_plus_complete_document,0.7142857142857143,0.7101648351648352,2,330,364,0.004120879120879106
foldbench_monomer,7ylr_A,pred_small,source_plus_continuation,0.7142857142857143,0.7101648351648352,2,330,364,0.004120879120879106
foldbench_monomer,7yug_A,pred_large,source_plus_complete_document,0.3351063829787234,0.3457446808510638,2,118,94,-0.010638297872340385
foldbench_monomer,7yug_A,pred_large,source_plus_continuation,0.3351063829787234,0.3457446808510638,2,118,94,-0.010638297872340385
foldbench_monomer,7yug_A,pred_small,source_plus_complete_document,0.36170212765957444,0.3457446808510638,2,118,94,0.015957446808510634
foldbench_monomer,7yug_A,pred_small,source_plus_continuation,0.36170212765957444,0.3457446808510638,2,118,94,0.015957446808510634
foldbench_monomer,7yyg_A,pred_large,source_plus_complete_document,0.26244343891402716,0.2669683257918552,2,365,221,-0.004524886877828038
foldbench_monomer,7yyg_A,pred_large,source_plus_continuation,0.26244343891402716,0.2669683257918552,2,365,221,-0.004524886877828038
foldbench_monomer,7yyg_A,pred_small,source_plus_complete_document,0.25339366515837103,0.2669683257918552,2,365,221,-0.01357466063348417
foldbench_monomer,7yyg_A,pred_small,source_plus_continuation,0.25339366515837103,0.2669683257918552,2,365,221,-0.01357466063348417
foldbench_monomer,7z65_A,pred_large,source_plus_complete_document,0.5546875,0.5546875,2,283,320,0.0
foldbench_monomer,7z65_A,pred_large,source_plus_continuation,0.5546875,0.5546875,2,283,320,0.0
foldbench_monomer,7z65_A,pred_small,source_plus_complete_document,0.5546875,0.5546875,2,283,320,0.0
foldbench_monomer,7z65_A,pred_small,source_plus_continuation,0.5546875,0.5546875,2,283,320,0.0
foldbench_monomer,7znz_A,pred_large,source_plus_complete_document,0.4656652360515021,0.4678111587982833,2,761,932,-0.0021459227467811592
foldbench_monomer,7znz_A,pred_large,source_plus_continuation,0.4656652360515021,0.4678111587982833,2,761,932,-0.0021459227467811592
foldbench_monomer,7znz_A,pred_small,source_plus_complete_document,0.4694206008583691,0.4678111587982833,2,761,932,0.0016094420600858417
foldbench_monomer,7znz_A,pred_small,source_plus_continuation,0.4694206008583691,0.4678111587982833,2,761,932,0.0016094420600858417
foldbench_monomer,7zoi_A,pred_large,source_plus_complete_document,0.6863636363636363,0.6636363636363637,2,151,110,0.022727272727272596
foldbench_monomer,7zoi_A,pred_large,source_plus_continuation,0.6818181818181818,0.6636363636363637,2,151,110,0.018181818181818077
foldbench_monomer,7zoi_A,pred_small,source_plus_complete_document,0.6636363636363637,0.6636363636363637,2,151,110,0.0
foldbench_monomer,7zoi_A,pred_small,source_plus_continuation,0.6636363636363637,0.6636363636363637,2,151,110,0.0
foldbench_monomer,7zs2_A,pred_large,source_plus_complete_document,0.7219730941704036,0.7130044843049327,2,316,223,0.008968609865470878
foldbench_monomer,7zs2_A,pred_large,source_plus_continuation,0.7219730941704036,0.7130044843049327,2,316,223,0.008968609865470878
foldbench_monomer,7zs2_A,pred_small,source_plus_complete_document,0.7130044843049328,0.7130044843049327,2,316,223,1.1102230246251565e-16
foldbench_monomer,7zs2_A,pred_small,source_plus_continuation,0.7130044843049328,0.7130044843049327,2,316,223,1.1102230246251565e-16
foldbench_monomer,7zu3_A,pred_large,source_plus_complete_document,0.532608695652174,0.4402173913043478,2,132,92,0.09239130434782616
foldbench_monomer,7zu3_A,pred_large,source_plus_continuation,0.4782608695652174,0.4402173913043478,2,132,92,0.03804347826086962
foldbench_monomer,7zu3_A,pred_small,source_plus_complete_document,0.4565217391304348,0.4402173913043478,2,132,92,0.01630434782608703
foldbench_monomer,7zu3_A,pred_small,source_plus_continuation,0.4565217391304348,0.4402173913043478,2,132,92,0.01630434782608703
foldbench_monomer,7zv1_A,pred_large,source_plus_complete_document,0.4009009009009009,0.4414414414414415,2,136,111,-0.04054054054054057
foldbench_monomer,7zv1_A,pred_large,source_plus_continuation,0.4009009009009009,0.4414414414414415,2,136,111,-0.04054054054054057
foldbench_monomer,7zv1_A,pred_small,source_plus_complete_document,0.42792792792792794,0.4414414414414415,2,136,111,-0.013513513513513542
foldbench_monomer,7zv1_A,pred_small,source_plus_continuation,0.42792792792792794,0.4414414414414415,2,136,111,-0.013513513513513542
foldbench_monomer,8adc_A,pred_large,source_plus_complete_document,0.3029411764705882,0.3323529411764706,2,215,170,-0.02941176470588236
foldbench_monomer,8adc_A,pred_large,source_plus_continuation,0.3029411764705882,0.3323529411764706,2,215,170,-0.02941176470588236
foldbench_monomer,8adc_A,pred_small,source_plus_complete_document,0.3382352941176471,0.3323529411764706,2,215,170,0.005882352941176505
foldbench_monomer,8adc_A,pred_small,source_plus_continuation,0.3382352941176471,0.3323529411764706,2,215,170,0.005882352941176505
foldbench_monomer,8add_A,pred_large,source_plus_complete_document,0.1738095238095238,0.18333333333333335,2,213,210,-0.009523809523809545
foldbench_monomer,8add_A,pred_large,source_plus_continuation,0.1738095238095238,0.18333333333333335,2,213,210,-0.009523809523809545
foldbench_monomer,8add_A,pred_small,source_plus_complete_document,0.1738095238095238,0.18333333333333335,2,213,210,-0.009523809523809545
foldbench_monomer,8add_A,pred_small,source_plus_continuation,0.1738095238095238,0.18333333333333335,2,213,210,-0.009523809523809545
foldbench_monomer,8ak2_A,pred_large,source_plus_complete_document,0.697452229299363,0.6863057324840764,2,297,314,0.011146496815286566
foldbench_monomer,8ak2_A,pred_large,source_plus_continuation,0.697452229299363,0.6863057324840764,2,297,314,0.011146496815286566
foldbench_monomer,8ak2_A,pred_small,source_plus_complete_document,0.6910828025477707,0.6863057324840764,2,297,314,0.004777070063694211
foldbench_monomer,8ak2_A,pred_small,source_plus_continuation,0.6910828025477707,0.6863057324840764,2,297,314,0.004777070063694211
foldbench_monomer,8akh_A,pred_large,source_plus_complete_document,0.6355140186915887,0.6199376947040498,2,374,321,0.015576323987538943
foldbench_monomer,8akh_A,pred_large,source_plus_continuation,0.6355140186915887,0.6199376947040498,2,374,321,0.015576323987538943
foldbench_monomer,8akh_A,pred_small,source_plus_complete_document,0.6214953271028036,0.6199376947040498,2,374,321,0.0015576323987538387
foldbench_monomer,8akh_A,pred_small,source_plus_continuation,0.6214953271028036,0.6199376947040498,2,374,321,0.0015576323987538387
foldbench_monomer,8amo_A,pred_large,source_plus_complete_document,0.7140883977900552,0.7058011049723757,2,399,362,0.008287292817679481
foldbench_monomer,8amo_A,pred_large,source_plus_continuation,0.7140883977900552,0.7058011049723757,2,399,362,0.008287292817679481
foldbench_monomer,8amo_A,pred_small,source_plus_complete_document,0.7099447513812154,0.7058011049723757,2,399,362,0.004143646408839685
foldbench_monomer,8amo_A,pred_small,source_plus_continuation,0.7099447513812154,0.7058011049723757,2,399,362,0.004143646408839685
foldbench_monomer,8arl_A,pred_large,source_plus_complete_document,0.051923076923076926,0.05961538461538462,2,246,260,-0.007692307692307693
foldbench_monomer,8arl_A,pred_large,source_plus_continuation,0.051923076923076926,0.05961538461538462,2,246,260,-0.007692307692307693
foldbench_monomer,8arl_A,pred_small,source_plus_complete_document,0.06730769230769232,0.05961538461538462,2,246,260,0.0076923076923077
foldbench_monomer,8arl_A,pred_small,source_plus_continuation,0.06730769230769232,0.05961538461538462,2,246,260,0.0076923076923077
foldbench_monomer,8au6_A,pred_large,source_plus_complete_document,0.4910714285714286,0.4732142857142857,2,321,168,0.017857142857142905
foldbench_monomer,8au6_A,pred_large,source_plus_continuation,0.4910714285714286,0.4732142857142857,2,321,168,0.017857142857142905
foldbench_monomer,8au6_A,pred_small,source_plus_complete_document,0.49702380952380953,0.4732142857142857,2,321,168,0.023809523809523836
