dataset,stem,scope,arm,precision,n_repeats,L,n_true_mean,n_true_min,n_true_max,n_candidates_mean,n_context,n_rollouts
foldbench_monomer,7tlh_A,withheld_continuation,iid_repeat,0.18380541871921183,2,136,57.0,56,58,6896.0,0.0,100
foldbench_monomer,7tlh_A,withheld_continuation,pred_large,0.15763546798029557,2,136,57.0,56,58,6896.0,45.0,100
foldbench_monomer,7tlh_A,withheld_continuation,pred_small,0.1933497536945813,2,136,57.0,56,58,6896.0,10.0,100
foldbench_monomer,7tlh_A,withheld_continuation,source_plus_iid200,0.2105911330049261,2,136,57.0,56,58,6896.0,0.0,200
foldbench_monomer,7tlh_A,withheld_continuation,true_large,0.6314655172413793,2,136,57.0,56,58,6896.0,45.0,100
foldbench_monomer,7tlh_A,withheld_continuation,true_small,0.45535714285714285,2,136,57.0,56,58,6896.0,10.0,100
foldbench_monomer,7uba_A,full_pipeline,false_large,0.03125,2,213,208.0,208,208,16486.0,71.0,100
foldbench_monomer,7uba_A,full_pipeline,false_small,0.1346153846153846,2,213,208.0,208,208,16486.0,10.0,100
foldbench_monomer,7uba_A,full_pipeline,iid,0.2235576923076923,2,213,208.0,208,208,16486.0,0.0,100
foldbench_monomer,7uba_A,full_pipeline,iid200,0.2283653846153846,2,213,208.0,208,208,16486.0,0.0,200
foldbench_monomer,7uba_A,full_pipeline,iid_repeat,0.22836538461538464,2,213,208.0,208,208,16486.0,0.0,100
foldbench_monomer,7uba_A,full_pipeline,pred_large,0.23798076923076922,2,213,208.0,208,208,16486.0,71.0,100
foldbench_monomer,7uba_A,full_pipeline,pred_small,0.2403846153846154,2,213,208.0,208,208,16486.0,10.0,100
foldbench_monomer,7uba_A,full_pipeline,source_plus_iid200,0.22836538461538464,2,213,208.0,208,208,16486.0,0.0,200
foldbench_monomer,7uba_A,full_pipeline,true_large,0.7475961538461537,2,213,208.0,208,208,16486.0,71.0,100
foldbench_monomer,7uba_A,full_pipeline,true_small,0.3701923076923077,2,213,208.0,208,208,16486.0,10.0,100
foldbench_monomer,7uba_A,withheld_continuation,false_large,0.017095265926358856,2,213,117.0,116,118,16280.0,71.0,100
foldbench_monomer,7uba_A,withheld_continuation,false_small,0.01716832261835184,2,213,117.0,116,118,16280.0,10.0,100
foldbench_monomer,7uba_A,withheld_continuation,iid,0.10249853886616014,2,213,117.0,116,118,16280.0,0.0,100
foldbench_monomer,7uba_A,withheld_continuation,iid200,0.09395090590298072,2,213,117.0,116,118,16280.0,0.0,200
foldbench_monomer,7uba_A,withheld_continuation,iid_repeat,0.09811513734658095,2,213,117.0,116,118,16280.0,0.0,100
foldbench_monomer,7uba_A,withheld_continuation,pred_large,0.12383109292811222,2,213,117.0,116,118,16280.0,71.0,100
foldbench_monomer,7uba_A,withheld_continuation,pred_small,0.13245178258328463,2,213,117.0,116,118,16280.0,10.0,100
foldbench_monomer,7uba_A,withheld_continuation,source_plus_iid200,0.09818819403857393,2,213,117.0,116,118,16280.0,0.0,200
foldbench_monomer,7uba_A,withheld_continuation,true_large,0.5941700759789597,2,213,117.0,116,118,16280.0,71.0,100
foldbench_monomer,7uba_A,withheld_continuation,true_small,0.2261104617182934,2,213,117.0,116,118,16280.0,10.0,100
foldbench_monomer,7uk8_A,full_pipeline,false_large,0.026615969581749048,2,394,526.0,526,526,71279.0,131.0,100
foldbench_monomer,7uk8_A,full_pipeline,false_small,0.40969581749049433,2,394,526.0,526,526,71279.0,10.0,100
foldbench_monomer,7uk8_A,full_pipeline,iid,0.5114068441064639,2,394,526.0,526,526,71279.0,0.0,100
foldbench_monomer,7uk8_A,full_pipeline,iid200,0.5057034220532319,2,394,526.0,526,526,71279.0,0.0,200
foldbench_monomer,7uk8_A,full_pipeline,iid_repeat,0.5066539923954372,2,394,526.0,526,526,71279.0,0.0,100
foldbench_monomer,7uk8_A,full_pipeline,pred_large,0.5038022813688213,2,394,526.0,526,526,71279.0,131.0,100
foldbench_monomer,7uk8_A,full_pipeline,pred_small,0.5180608365019012,2,394,526.0,526,526,71279.0,10.0,100
foldbench_monomer,7uk8_A,full_pipeline,source_plus_iid200,0.5171102661596958,2,394,526.0,526,526,71279.0,0.0,200
foldbench_monomer,7uk8_A,full_pipeline,true_large,0.7842205323193916,2,394,526.0,526,526,71279.0,131.0,100
foldbench_monomer,7uk8_A,full_pipeline,true_small,0.5551330798479087,2,394,526.0,526,526,71279.0,10.0,100
foldbench_monomer,7uk8_A,withheld_continuation,false_large,0.02208223867526471,2,394,317.0,316,318,70914.0,131.0,100
foldbench_monomer,7uk8_A,withheld_continuation,false_small,0.2539606719210254,2,394,317.0,316,318,70914.0,10.0,100
foldbench_monomer,7uk8_A,withheld_continuation,iid,0.3580726056842608,2,394,317.0,316,318,70914.0,0.0,100
foldbench_monomer,7uk8_A,withheld_continuation,iid200,0.36282939256428626,2,394,317.0,316,318,70914.0,0.0,200
foldbench_monomer,7uk8_A,withheld_continuation,iid_repeat,0.35650027864023565,2,394,317.0,316,318,70914.0,0.0,100
foldbench_monomer,7uk8_A,withheld_continuation,pred_large,0.36118740546134864,2,394,317.0,316,318,70914.0,131.0,100
foldbench_monomer,7uk8_A,withheld_continuation,pred_small,0.3659441923413741,2,394,317.0,316,318,70914.0,10.0,100
foldbench_monomer,7uk8_A,withheld_continuation,source_plus_iid200,0.3565201815142106,2,394,317.0,316,318,70914.0,0.0,200
foldbench_monomer,7uk8_A,withheld_continuation,true_large,0.6561479977708782,2,394,317.0,316,318,70914.0,131.0,100
foldbench_monomer,7uk8_A,withheld_continuation,true_small,0.4006946103017276,2,394,317.0,316,318,70914.0,10.0,100
foldbench_monomer,7ur2_A,full_pipeline,false_large,0.01824817518248175,2,195,137.0,137,137,11959.0,65.0,100
foldbench_monomer,7ur2_A,full_pipeline,false_small,0.19343065693430656,2,195,137.0,137,137,11959.0,10.0,100
foldbench_monomer,7ur2_A,full_pipeline,iid,0.3868613138686131,2,195,137.0,137,137,11959.0,0.0,100
foldbench_monomer,7ur2_A,full_pipeline,iid200,0.37591240875912413,2,195,137.0,137,137,11959.0,0.0,200
foldbench_monomer,7ur2_A,full_pipeline,iid_repeat,0.354014598540146,2,195,137.0,137,137,11959.0,0.0,100
foldbench_monomer,7ur2_A,full_pipeline,pred_large,0.33211678832116787,2,195,137.0,137,137,11959.0,65.0,100
foldbench_monomer,7ur2_A,full_pipeline,pred_small,0.3102189781021898,2,195,137.0,137,137,11959.0,10.0,100
foldbench_monomer,7ur2_A,full_pipeline,source_plus_iid200,0.3795620437956204,2,195,137.0,137,137,11959.0,0.0,200
foldbench_monomer,7ur2_A,full_pipeline,true_large,0.7956204379562044,2,195,137.0,137,137,11959.0,65.0,100
foldbench_monomer,7ur2_A,full_pipeline,true_small,0.5364963503649636,2,195,137.0,137,137,11959.0,10.0,100
foldbench_monomer,7ur2_A,withheld_continuation,false_large,0.017543859649122806,2,195,59.0,57,61,11788.0,65.0,100
foldbench_monomer,7ur2_A,withheld_continuation,false_small,0.07549611734253667,2,195,59.0,57,61,11788.0,10.0,100
foldbench_monomer,7ur2_A,withheld_continuation,iid,0.20477423065861372,2,195,59.0,57,61,11788.0,0.0,100
foldbench_monomer,7ur2_A,withheld_continuation,iid200,0.22116767328156456,2,195,59.0,57,61,11788.0,0.0,200
foldbench_monomer,7ur2_A,withheld_continuation,iid_repeat,0.16911130284728215,2,195,59.0,57,61,11788.0,0.0,100
foldbench_monomer,7ur2_A,withheld_continuation,pred_large,0.14337072188668393,2,195,59.0,57,61,11788.0,65.0,100
foldbench_monomer,7ur2_A,withheld_continuation,pred_small,0.10238711532930686,2,195,59.0,57,61,11788.0,10.0,100
foldbench_monomer,7ur2_A,withheld_continuation,source_plus_iid200,0.21354616048317515,2,195,59.0,57,61,11788.0,0.0,200
foldbench_monomer,7ur2_A,withheld_continuation,true_large,0.5500431406384814,2,195,59.0,57,61,11788.0,65.0,100
foldbench_monomer,7ur2_A,withheld_continuation,true_small,0.3546160483175151,2,195,59.0,57,61,11788.0,10.0,100
foldbench_monomer,7urp_A,full_pipeline,false_large,0.007462686567164179,2,160,134.0,134,134,11781.0,53.0,100
foldbench_monomer,7urp_A,full_pipeline,false_small,0.2164179104477612,2,160,134.0,134,134,11781.0,10.0,100
foldbench_monomer,7urp_A,full_pipeline,iid,0.45149253731343286,2,160,134.0,134,134,11781.0,0.0,100
foldbench_monomer,7urp_A,full_pipeline,iid200,0.4552238805970149,2,160,134.0,134,134,11781.0,0.0,200
foldbench_monomer,7urp_A,full_pipeline,iid_repeat,0.42910447761194026,2,160,134.0,134,134,11781.0,0.0,100
foldbench_monomer,7urp_A,full_pipeline,pred_large,0.417910447761194,2,160,134.0,134,134,11781.0,53.0,100
foldbench_monomer,7urp_A,full_pipeline,pred_small,0.458955223880597,2,160,134.0,134,134,11781.0,10.0,100
foldbench_monomer,7urp_A,full_pipeline,source_plus_iid200,0.45895522388059706,2,160,134.0,134,134,11781.0,0.0,200
foldbench_monomer,7urp_A,full_pipeline,true_large,0.7985074626865671,2,160,134.0,134,134,11781.0,53.0,100
foldbench_monomer,7urp_A,full_pipeline,true_small,0.6044776119402985,2,160,134.0,134,134,11781.0,10.0,100
foldbench_monomer,7urp_A,withheld_continuation,false_large,0.017862838915470493,2,160,56.0,55,57,11638.0,53.0,100
foldbench_monomer,7urp_A,withheld_continuation,false_small,0.06172248803827751,2,160,56.0,55,57,11638.0,10.0,100
foldbench_monomer,7urp_A,withheld_continuation,iid,0.18612440191387558,2,160,56.0,55,57,11638.0,0.0,100
foldbench_monomer,7urp_A,withheld_continuation,iid200,0.15103668261562997,2,160,56.0,55,57,11638.0,0.0,200
foldbench_monomer,7urp_A,withheld_continuation,iid_repeat,0.13349282296650716,2,160,56.0,55,57,11638.0,0.0,100
foldbench_monomer,7urp_A,withheld_continuation,pred_large,0.12472089314194576,2,160,56.0,55,57,11638.0,53.0,100
foldbench_monomer,7urp_A,withheld_continuation,pred_small,0.18676236044657096,2,160,56.0,55,57,11638.0,10.0,100
foldbench_monomer,7urp_A,withheld_continuation,source_plus_iid200,0.16858054226475278,2,160,56.0,55,57,11638.0,0.0,200
foldbench_monomer,7urp_A,withheld_continuation,true_large,0.5794258373205741,2,160,56.0,55,57,11638.0,53.0,100
foldbench_monomer,7urp_A,withheld_continuation,true_small,0.3296650717703349,2,160,56.0,55,57,11638.0,10.0,100
foldbench_monomer,7uvg_A,full_pipeline,false_large,0.019662921348314606,2,183,178.0,178,178,12894.0,61.0,100
foldbench_monomer,7uvg_A,full_pipeline,false_small,0.2247191011235955,2,183,178.0,178,178,12894.0,10.0,100
foldbench_monomer,7uvg_A,full_pipeline,iid,0.4241573033707865,2,183,178.0,178,178,12894.0,0.0,100
foldbench_monomer,7uvg_A,full_pipeline,iid200,0.4241573033707865,2,183,178.0,178,178,12894.0,0.0,200
foldbench_monomer,7uvg_A,full_pipeline,iid_repeat,0.4297752808988764,2,183,178.0,178,178,12894.0,0.0,100
foldbench_monomer,7uvg_A,full_pipeline,pred_large,0.27808988764044945,2,183,178.0,178,178,12894.0,61.0,100
foldbench_monomer,7uvg_A,full_pipeline,pred_small,0.4241573033707865,2,183,178.0,178,178,12894.0,10.0,100
foldbench_monomer,7uvg_A,full_pipeline,source_plus_iid200,0.43258426966292135,2,183,178.0,178,178,12894.0,0.0,200
foldbench_monomer,7uvg_A,full_pipeline,true_large,0.803370786516854,2,183,178.0,178,178,12894.0,61.0,100
foldbench_monomer,7uvg_A,full_pipeline,true_small,0.5842696629213484,2,183,178.0,178,178,12894.0,10.0,100
foldbench_monomer,7uvg_A,withheld_continuation,false_large,0.021458987001344687,2,183,94.5,92,97,12724.0,61.0,100
foldbench_monomer,7uvg_A,withheld_continuation,false_small,0.09530479605558045,2,183,94.5,92,97,12724.0,10.0,100
foldbench_monomer,7uvg_A,withheld_continuation,iid,0.2693298969072165,2,183,94.5,92,97,12724.0,0.0,100
foldbench_monomer,7uvg_A,withheld_continuation,iid200,0.26989018377409235,2,183,94.5,92,97,12724.0,0.0,200
foldbench_monomer,7uvg_A,withheld_continuation,iid_repeat,0.275324966382788,2,183,94.5,92,97,12724.0,0.0,100
foldbench_monomer,7uvg_A,withheld_continuation,pred_large,0.1004594352308382,2,183,94.5,92,97,12724.0,61.0,100
foldbench_monomer,7uvg_A,withheld_continuation,pred_small,0.2696100403406544,2,183,94.5,92,97,12724.0,10.0,100
foldbench_monomer,7uvg_A,withheld_continuation,source_plus_iid200,0.26417525773195877,2,183,94.5,92,97,12724.0,0.0,200
foldbench_monomer,7uvg_A,withheld_continuation,true_large,0.6456745853877185,2,183,94.5,92,97,12724.0,61.0,100
foldbench_monomer,7uvg_A,withheld_continuation,true_small,0.4075526669654863,2,183,94.5,92,97,12724.0,10.0,100
foldbench_monomer,7uww_A,full_pipeline,false_large,0.027417027417027416,2,635,693.0,693,693,196251.0,211.0,100
foldbench_monomer,7uww_A,full_pipeline,false_small,0.35497835497835495,2,635,693.0,693,693,196251.0,10.0,100
foldbench_monomer,7uww_A,full_pipeline,iid,0.40764790764790765,2,635,693.0,693,693,196251.0,0.0,100
foldbench_monomer,7uww_A,full_pipeline,iid200,0.4170274170274171,2,635,693.0,693,693,196251.0,0.0,200
foldbench_monomer,7uww_A,full_pipeline,iid_repeat,0.41053391053391053,2,635,693.0,693,693,196251.0,0.0,100
foldbench_monomer,7uww_A,full_pipeline,pred_large,0.34415584415584416,2,635,693.0,693,693,196251.0,211.0,100
foldbench_monomer,7uww_A,full_pipeline,pred_small,0.40476190476190477,2,635,693.0,693,693,196251.0,10.0,100
foldbench_monomer,7uww_A,full_pipeline,source_plus_iid200,0.4155844155844156,2,635,693.0,693,693,196251.0,0.0,200
foldbench_monomer,7uww_A,full_pipeline,true_large,0.7113997113997114,2,635,693.0,693,693,196251.0,211.0,100
foldbench_monomer,7uww_A,full_pipeline,true_small,0.4235209235209235,2,635,693.0,693,693,196251.0,10.0,100
foldbench_monomer,7uww_A,withheld_continuation,false_large,0.0092874585976534,2,635,377.5,376,379,195663.0,211.0,100
foldbench_monomer,7uww_A,withheld_continuation,false_small,0.18010371638690845,2,635,377.5,376,379,195663.0,10.0,100
foldbench_monomer,7uww_A,withheld_continuation,iid,0.24104235670577667,2,635,377.5,376,379,195663.0,0.0,100
