dataset,stem,arm,range,mode,L,n_true,n_rollouts,n_short_rollouts,n_empty_rollouts,oracle_legacy,oracle_fixed_R,mean_legacy,mean_fixed_R
foldbench_monomer,7xjr_A,iid,long,continuation,337,275,100,77,0,0.588495575221239,0.5418181818181819,0.4647445366219787,0.44447272727272735
foldbench_monomer,7xlz_A,iid,all,full,266,265,100,42,0,0.6326530612244898,0.6075471698113207,0.519762616282232,0.5110943396226415
foldbench_monomer,7xlz_A,iid,all,continuation,266,265,100,42,0,0.6326530612244898,0.6075471698113207,0.519762616282232,0.5110943396226415
foldbench_monomer,7xlz_A,iid,long,full,266,174,100,47,0,0.5974025974025974,0.5804597701149425,0.4849300639474066,0.47367816091954024
foldbench_monomer,7xlz_A,iid,long,continuation,266,174,100,47,0,0.5974025974025974,0.5804597701149425,0.4849300639474066,0.47367816091954024
foldbench_monomer,7xp9_A,iid,all,full,84,45,100,32,0,0.425,0.4222222222222222,0.20028817008775207,0.18711111111111106
foldbench_monomer,7xp9_A,iid,all,continuation,84,45,100,32,0,0.425,0.4222222222222222,0.20028817008775207,0.18711111111111106
foldbench_monomer,7xp9_A,iid,long,full,84,27,100,40,2,0.48148148148148145,0.48148148148148145,0.12504658574501082,0.11629629629629629
foldbench_monomer,7xp9_A,iid,long,continuation,84,27,100,40,2,0.48148148148148145,0.48148148148148145,0.12504658574501082,0.11629629629629629
foldbench_monomer,7xq4_A,iid,all,full,514,472,100,73,0,0.4718826405867971,0.4322033898305085,0.3735420567278059,0.3547457627118645
foldbench_monomer,7xq4_A,iid,all,continuation,514,472,100,73,0,0.4718826405867971,0.4322033898305085,0.3735420567278059,0.3547457627118645
foldbench_monomer,7xq4_A,iid,long,full,514,335,100,77,0,0.44765342960288806,0.3880597014925373,0.3367141517781708,0.31008955223880597
foldbench_monomer,7xq4_A,iid,long,continuation,514,335,100,77,0,0.44765342960288806,0.3880597014925373,0.3367141517781708,0.31008955223880597
foldbench_monomer,7xrx_A,iid,all,full,398,396,100,43,0,0.4356955380577428,0.42676767676767674,0.3275835727252157,0.32133838383838387
foldbench_monomer,7xrx_A,iid,all,continuation,398,396,100,43,0,0.4356955380577428,0.42676767676767674,0.3275835727252157,0.32133838383838387
foldbench_monomer,7xrx_A,iid,long,full,398,302,100,35,0,0.4697986577181208,0.46357615894039733,0.3424177653261207,0.337317880794702
foldbench_monomer,7xrx_A,iid,long,continuation,398,302,100,35,0,0.4697986577181208,0.46357615894039733,0.3424177653261207,0.337317880794702
foldbench_monomer,7xyr_A,iid,all,full,591,707,100,35,0,0.6,0.5841584158415841,0.5463896193844807,0.5413295615275814
foldbench_monomer,7xyr_A,iid,all,continuation,591,707,100,35,0,0.6,0.5841584158415841,0.5463896193844807,0.5413295615275814
foldbench_monomer,7xyr_A,iid,long,full,591,527,100,40,0,0.5911708253358925,0.5882352941176471,0.5380502649738816,0.5301328273244782
foldbench_monomer,7xyr_A,iid,long,continuation,591,527,100,40,0,0.5911708253358925,0.5882352941176471,0.5380502649738816,0.5301328273244782
foldbench_monomer,7xz3_A,iid,all,full,325,316,100,90,0,0.25435540069686413,0.2310126582278481,0.07493831434116463,0.06129746835443039
foldbench_monomer,7xz3_A,iid,all,continuation,325,316,100,90,0,0.25435540069686413,0.2310126582278481,0.07493831434116463,0.06129746835443039
foldbench_monomer,7xz3_A,iid,long,full,325,254,100,97,0,0.27555555555555555,0.2440944881889764,0.05426598085185623,0.036850393700787396
foldbench_monomer,7xz3_A,iid,long,continuation,325,254,100,97,0,0.27555555555555555,0.2440944881889764,0.05426598085185623,0.036850393700787396
foldbench_monomer,7y3h_A,iid,all,full,413,312,100,29,0,0.6101694915254238,0.5833333333333334,0.5087050096052467,0.5033974358974358
foldbench_monomer,7y3h_A,iid,all,continuation,413,312,100,29,0,0.6101694915254238,0.5833333333333334,0.5087050096052467,0.5033974358974358
foldbench_monomer,7y3h_A,iid,long,full,413,199,100,4,0,0.5728643216080402,0.5728643216080402,0.4621313290667403,0.46195979899497486
foldbench_monomer,7y3h_A,iid,long,continuation,413,199,100,4,0,0.5728643216080402,0.5728643216080402,0.4621313290667403,0.46195979899497486
foldbench_monomer,7y4h_A,iid,all,full,338,320,100,0,0,0.503125,0.503125,0.42165625,0.42165625
foldbench_monomer,7y4h_A,iid,all,continuation,338,320,100,0,0,0.503125,0.503125,0.42165625,0.42165625
foldbench_monomer,7y4h_A,iid,long,full,338,226,100,1,0,0.5088495575221239,0.5088495575221239,0.43331539504105876,0.43323008849557526
foldbench_monomer,7y4h_A,iid,long,continuation,338,226,100,1,0,0.5088495575221239,0.5088495575221239,0.43331539504105876,0.43323008849557526
foldbench_monomer,7y54_A,iid,all,full,100,105,100,99,0,0.8315789473684211,0.780952380952381,0.7502488546622653,0.6630476190476192
foldbench_monomer,7y54_A,iid,all,continuation,100,105,100,99,0,0.8315789473684211,0.780952380952381,0.7502488546622653,0.6630476190476192
foldbench_monomer,7y54_A,iid,long,full,100,58,100,84,0,0.8653846153846154,0.8103448275862069,0.7635743807422773,0.711551724137931
foldbench_monomer,7y54_A,iid,long,continuation,100,58,100,84,0,0.8653846153846154,0.8103448275862069,0.7635743807422773,0.711551724137931
foldbench_monomer,7y5j_A,iid,all,full,102,91,100,40,0,0.8072289156626506,0.7582417582417582,0.6752317719099962,0.6601098901098902
foldbench_monomer,7y5j_A,iid,all,continuation,102,91,100,40,0,0.8072289156626506,0.7582417582417582,0.6752317719099962,0.6601098901098902
foldbench_monomer,7y5j_A,iid,long,full,102,50,100,29,0,0.7954545454545454,0.72,0.6347246217349671,0.6224000000000001
foldbench_monomer,7y5j_A,iid,long,continuation,102,50,100,29,0,0.7954545454545454,0.72,0.6347246217349671,0.6224000000000001
foldbench_monomer,7y5m_A,iid,all,full,170,148,100,96,0,0.6486486486486487,0.5202702702702703,0.4744765091594861,0.39858108108108115
foldbench_monomer,7y5m_A,iid,all,continuation,170,148,100,96,0,0.6486486486486487,0.5202702702702703,0.4744765091594861,0.39858108108108115
foldbench_monomer,7y5m_A,iid,long,full,170,107,100,100,0,0.7101449275362319,0.48598130841121495,0.5222611717890302,0.37878504672897195
foldbench_monomer,7y5m_A,iid,long,continuation,170,107,100,100,0,0.7101449275362319,0.48598130841121495,0.5222611717890302,0.37878504672897195
foldbench_monomer,7y5r_A,iid,all,full,105,97,100,73,0,0.825,0.7731958762886598,0.6843965329454141,0.65
foldbench_monomer,7y5r_A,iid,all,continuation,105,97,100,73,0,0.825,0.7731958762886598,0.6843965329454141,0.65
foldbench_monomer,7y5r_A,iid,long,full,105,60,100,75,0,0.8043478260869565,0.7166666666666667,0.6454616123109181,0.6035
foldbench_monomer,7y5r_A,iid,long,continuation,105,60,100,75,0,0.8043478260869565,0.7166666666666667,0.6454616123109181,0.6035
foldbench_monomer,7y8h_A,iid,all,full,100,83,100,50,0,0.8354430379746836,0.8072289156626506,0.6950612928972812,0.6772289156626506
foldbench_monomer,7y8h_A,iid,all,continuation,100,83,100,50,0,0.8354430379746836,0.8072289156626506,0.6950612928972812,0.6772289156626506
foldbench_monomer,7y8h_A,iid,long,full,100,49,100,56,0,0.9047619047619048,0.8367346938775511,0.7459256162202754,0.7151020408163266
foldbench_monomer,7y8h_A,iid,long,continuation,100,49,100,56,0,0.9047619047619048,0.8367346938775511,0.7459256162202754,0.7151020408163266
foldbench_monomer,7y8i_A,iid,all,full,97,83,100,12,0,0.8170731707317073,0.8072289156626506,0.749310701151012,0.746144578313253
foldbench_monomer,7y8i_A,iid,all,continuation,97,83,100,12,0,0.8170731707317073,0.8072289156626506,0.749310701151012,0.746144578313253
foldbench_monomer,7y8i_A,iid,long,full,97,47,100,46,0,0.8837209302325582,0.8297872340425532,0.7561747186410375,0.7382978723404255
foldbench_monomer,7y8i_A,iid,long,continuation,97,47,100,46,0,0.8837209302325582,0.8297872340425532,0.7561747186410375,0.7382978723404255
foldbench_monomer,7yd4_A,iid,all,full,185,142,100,46,0,0.176056338028169,0.176056338028169,0.0749726658254991,0.06992957746478874
foldbench_monomer,7yd4_A,iid,all,continuation,185,142,100,46,0,0.176056338028169,0.176056338028169,0.0749726658254991,0.06992957746478874
foldbench_monomer,7yd4_A,iid,long,full,185,101,100,55,0,0.23655913978494625,0.21782178217821782,0.07101676067994729,0.06326732673267327
foldbench_monomer,7yd4_A,iid,long,continuation,185,101,100,55,0,0.23655913978494625,0.21782178217821782,0.07101676067994729,0.06326732673267327
foldbench_monomer,7yhr_A,iid,all,full,60,41,100,47,0,0.5625,0.4634146341463415,0.3215390774778274,0.2914634146341463
foldbench_monomer,7yhr_A,iid,all,continuation,60,41,100,47,0,0.5625,0.4634146341463415,0.3215390774778274,0.2914634146341463
foldbench_monomer,7yhr_A,iid,long,full,60,23,100,82,0,0.7272727272727273,0.43478260869565216,0.2568835018722621,0.19478260869565214
foldbench_monomer,7yhr_A,iid,long,continuation,60,23,100,82,0,0.7272727272727273,0.43478260869565216,0.2568835018722621,0.19478260869565214
foldbench_monomer,7ykm_A,iid,all,full,105,55,100,1,0,0.7636363636363637,0.7636363636363637,0.611492281303602,0.6112727272727272
foldbench_monomer,7ykm_A,iid,all,continuation,105,55,100,1,0,0.7636363636363637,0.7636363636363637,0.611492281303602,0.6112727272727272
foldbench_monomer,7ykm_A,iid,long,full,105,34,100,8,0,0.7941176470588235,0.7941176470588235,0.6328789223369599,0.6291176470588236
foldbench_monomer,7ykm_A,iid,long,continuation,105,34,100,8,0,0.7941176470588235,0.7941176470588235,0.6328789223369599,0.6291176470588236
foldbench_monomer,7ylr_A,iid,all,full,330,364,100,88,0,0.6784660766961652,0.6346153846153846,0.6099298167860002,0.5739835164835164
foldbench_monomer,7ylr_A,iid,all,continuation,330,364,100,88,0,0.6784660766961652,0.6346153846153846,0.6099298167860002,0.5739835164835164
foldbench_monomer,7ylr_A,iid,long,full,330,242,100,94,0,0.6827956989247311,0.5991735537190083,0.5899102529085475,0.5356611570247933
foldbench_monomer,7ylr_A,iid,long,continuation,330,242,100,94,0,0.6827956989247311,0.5991735537190083,0.5899102529085475,0.5356611570247933
foldbench_monomer,7yug_A,iid,all,full,118,94,100,84,0,0.40625,0.2978723404255319,0.16346014072984247,0.12106382978723403
foldbench_monomer,7yug_A,iid,all,continuation,118,94,100,84,0,0.40625,0.2978723404255319,0.16346014072984247,0.12106382978723403
foldbench_monomer,7yug_A,iid,long,full,118,50,100,74,1,0.3333333333333333,0.32,0.06203762538633746,0.05259999999999999
foldbench_monomer,7yug_A,iid,long,continuation,118,50,100,74,1,0.3333333333333333,0.32,0.06203762538633746,0.05259999999999999
foldbench_monomer,7yyg_A,iid,all,full,365,221,100,42,0,0.23645320197044334,0.2171945701357466,0.07639333270818309,0.07158371040723982
foldbench_monomer,7yyg_A,iid,all,continuation,365,221,100,42,0,0.23645320197044334,0.2171945701357466,0.07639333270818309,0.07158371040723982
foldbench_monomer,7yyg_A,iid,long,full,365,140,100,28,0,0.19285714285714287,0.19285714285714287,0.04335701514189355,0.040285714285714286
foldbench_monomer,7yyg_A,iid,long,continuation,365,140,100,28,0,0.19285714285714287,0.19285714285714287,0.04335701514189355,0.040285714285714286
foldbench_monomer,7z65_A,iid,all,full,283,320,100,76,0,0.5308219178082192,0.5125,0.4469957059550476,0.43090625000000005
foldbench_monomer,7z65_A,iid,all,continuation,283,320,100,76,0,0.5308219178082192,0.5125,0.4469957059550476,0.43090625000000005
foldbench_monomer,7z65_A,iid,long,full,283,259,100,92,0,0.5822784810126582,0.5328185328185329,0.47930678306138425,0.4512355212355213
foldbench_monomer,7z65_A,iid,long,continuation,283,259,100,92,0,0.5822784810126582,0.5328185328185329,0.47930678306138425,0.4512355212355213
foldbench_monomer,7znz_A,iid,all,full,761,932,100,1,0,0.3251072961373391,0.3251072961373391,0.2778526596732722,0.27768240343347633
foldbench_monomer,7znz_A,iid,all,continuation,761,932,100,1,0,0.3251072961373391,0.3251072961373391,0.2778526596732722,0.27768240343347633
foldbench_monomer,7znz_A,iid,long,full,761,675,100,6,0,0.30666666666666664,0.30666666666666664,0.24898765487319094,0.24817777777777775
foldbench_monomer,7znz_A,iid,long,continuation,761,675,100,6,0,0.30666666666666664,0.30666666666666664,0.24898765487319094,0.24817777777777775
foldbench_monomer,7zoi_A,iid,all,full,151,110,100,1,0,0.6454545454545455,0.6454545454545455,0.5055218855218855,0.5054545454545454
foldbench_monomer,7zoi_A,iid,all,continuation,151,110,100,1,0,0.6454545454545455,0.6454545454545455,0.5055218855218855,0.5054545454545454
foldbench_monomer,7zoi_A,iid,long,full,151,39,100,0,0,0.6666666666666666,0.6666666666666666,0.4105128205128205,0.4105128205128205
foldbench_monomer,7zoi_A,iid,long,continuation,151,39,100,0,0,0.6666666666666666,0.6666666666666666,0.4105128205128205,0.4105128205128205
foldbench_monomer,7zs2_A,iid,all,full,316,223,100,22,0,0.6412556053811659,0.6412556053811659,0.5262553028917587,0.521031390134529
foldbench_monomer,7zs2_A,iid,all,continuation,316,223,100,22,0,0.6412556053811659,0.6412556053811659,0.5262553028917587,0.521031390134529
foldbench_monomer,7zs2_A,iid,long,full,316,139,100,22,0,0.631578947368421,0.5971223021582733,0.45491690843946414,0.4485611510791367
foldbench_monomer,7zs2_A,iid,long,continuation,316,139,100,22,0,0.631578947368421,0.5971223021582733,0.45491690843946414,0.4485611510791367
foldbench_monomer,7zu3_A,iid,all,full,132,92,100,12,0,0.44565217391304346,0.44565217391304346,0.17828587916160843,0.17608695652173914
foldbench_monomer,7zu3_A,iid,all,continuation,132,92,100,12,0,0.44565217391304346,0.44565217391304346,0.17828587916160843,0.17608695652173914
foldbench_monomer,7zu3_A,iid,long,full,132,61,100,33,0,0.39344262295081966,0.39344262295081966,0.14791195494591372,0.14081967213114754
foldbench_monomer,7zu3_A,iid,long,continuation,132,61,100,33,0,0.39344262295081966,0.39344262295081966,0.14791195494591372,0.14081967213114754
foldbench_monomer,7zv1_A,iid,all,full,136,111,100,90,0,0.5543478260869565,0.4594594594594595,0.28997083463073947,0.2430630630630631
foldbench_monomer,7zv1_A,iid,all,continuation,136,111,100,90,0,0.5543478260869565,0.4594594594594595,0.28997083463073947,0.2430630630630631
foldbench_monomer,7zv1_A,iid,long,full,136,74,100,96,0,0.5490196078431373,0.3918918918918919,0.2585920183786294,0.18202702702702703
foldbench_monomer,7zv1_A,iid,long,continuation,136,74,100,96,0,0.5490196078431373,0.3918918918918919,0.2585920183786294,0.18202702702702703
foldbench_monomer,8adc_A,iid,all,full,215,170,100,5,0,0.2857142857142857,0.27058823529411763,0.1485421563478572,0.14752941176470585
foldbench_monomer,8adc_A,iid,all,continuation,215,170,100,5,0,0.2857142857142857,0.27058823529411763,0.1485421563478572,0.14752941176470585
foldbench_monomer,8adc_A,iid,long,full,215,105,100,6,0,0.21904761904761905,0.21904761904761905,0.1086896360885491,0.10809523809523806
foldbench_monomer,8adc_A,iid,long,continuation,215,105,100,6,0,0.21904761904761905,0.21904761904761905,0.1086896360885491,0.10809523809523806
foldbench_monomer,8add_A,iid,all,full,213,210,100,83,0,0.17142857142857143,0.17142857142857143,0.0704746595587613,0.05823809523809523
