dataset,stem,L,mean_jaccard,single,average_oracle@2,average_mean@2,average_largest@2,average_largest_size@2,average_oracle@3,average_mean@3,average_largest@3,average_largest_size@3,average_oracle@5,average_mean@5,average_largest@5,average_largest_size@5,average_oracle@10,average_mean@10,average_largest@10,average_largest_size@10,average_oracle@20,average_mean@20,average_largest@20,average_largest_size@20,kmeans_oracle@2,kmeans_mean@2,kmeans_largest@2,kmeans_largest_size@2,kmeans_oracle@3,kmeans_mean@3,kmeans_largest@3,kmeans_largest_size@3,kmeans_oracle@5,kmeans_mean@5,kmeans_largest@5,kmeans_largest_size@5,kmeans_oracle@10,kmeans_mean@10,kmeans_largest@10,kmeans_largest_size@10,kmeans_oracle@20,kmeans_mean@20,kmeans_largest@20,kmeans_largest_size@20,random_oracle@2,random_mean@2,random_largest@2,random_largest_size@2,random_oracle@3,random_mean@3,random_largest@3,random_largest_size@3,random_oracle@5,random_mean@5,random_largest@5,random_largest_size@5,random_oracle@10,random_mean@10,random_largest@10,random_largest_size@10,random_oracle@20,random_mean@20,random_largest@20,random_largest_size@20
foldbench_monomer,7y8h_A,100,0.5190791688335024,0.7469879518072289,0.7469879518072289,0.7168674698795181,0.7469879518072289,72,0.7469879518072289,0.6706827309236948,0.7469879518072289,71,0.7469879518072289,0.6530120481927711,0.7469879518072289,71,0.8072289156626506,0.6783132530120481,0.7590361445783133,37,0.8072289156626506,0.6825301204819277,0.7590361445783133,31,0.7590361445783133,0.7168674698795181,0.7590361445783133,74,0.8313253012048193,0.7550200803212851,0.7469879518072289,46,0.8313253012048193,0.7325301204819278,0.7590361445783133,39,0.8192771084337349,0.7036144578313254,0.7469879518072289,21,0.8192771084337349,0.6969879518072288,0.6867469879518072,16,0.7469879518072289,0.7469879518072289,0.7469879518072289,50,0.7951807228915663,0.7710843373493975,0.7951807228915663,34,0.7710843373493976,0.7542168674698795,0.7590361445783133,20,0.7831325301204819,0.7542168674698796,0.7710843373493976,10,0.7831325301204819,0.7271084337349398,0.7108433734939759,5
foldbench_monomer,7y5j_A,102,0.5125257800040376,0.7692307692307693,0.7692307692307693,0.6428571428571429,0.7692307692307693,98,0.7692307692307693,0.5787545787545788,0.7692307692307693,97,0.7582417582417582,0.5626373626373626,0.7582417582417582,92,0.7692307692307693,0.5483516483516484,0.7692307692307693,87,0.7692307692307693,0.5824175824175823,0.7692307692307693,77,0.7692307692307693,0.7637362637362637,0.7692307692307693,65,0.7692307692307693,0.73992673992674,0.7692307692307693,43,0.7692307692307693,0.6967032967032967,0.7692307692307693,43,0.7582417582417582,0.6538461538461539,0.7582417582417582,25,0.7692307692307693,0.6478021978021978,0.7582417582417582,19,0.7692307692307693,0.7692307692307693,0.7692307692307693,50,0.7692307692307693,0.7545787545787546,0.7692307692307693,34,0.7802197802197802,0.7648351648351648,0.7582417582417582,20,0.7692307692307693,0.7428571428571429,0.7692307692307693,10,0.7582417582417582,0.7313186813186815,0.7472527472527473,5
foldbench_monomer,7ykm_A,105,0.5030843116571149,0.7454545454545455,0.7454545454545455,0.6363636363636364,0.7454545454545455,99,0.7454545454545455,0.6,0.7454545454545455,98,0.7636363636363637,0.6,0.7636363636363637,91,0.7636363636363637,0.5963636363636363,0.7636363636363637,84,0.7818181818181819,0.5809090909090908,0.7818181818181819,73,0.7454545454545455,0.7363636363636363,0.7272727272727273,64,0.7818181818181819,0.7454545454545455,0.7272727272727273,49,0.7636363636363637,0.72,0.7636363636363637,37,0.7818181818181819,0.6709090909090909,0.7818181818181819,31,0.8,0.6445454545454544,0.7454545454545455,21,0.7818181818181819,0.7545454545454546,0.7272727272727273,50,0.7636363636363637,0.7393939393939394,0.7636363636363637,34,0.7818181818181819,0.7636363636363637,0.7454545454545455,20,0.8,0.7454545454545454,0.7272727272727273,10,0.7818181818181819,0.72,0.7636363636363637,5
foldbench_monomer,7y5r_A,105,0.5122459071315586,0.7835051546391752,0.7835051546391752,0.6288659793814433,0.7835051546391752,99,0.7835051546391752,0.6116838487972509,0.7835051546391752,98,0.7731958762886598,0.6103092783505154,0.7731958762886598,94,0.7731958762886598,0.6082474226804123,0.7731958762886598,61,0.7938144329896907,0.5912371134020618,0.7938144329896907,58,0.7835051546391752,0.7268041237113402,0.7835051546391752,62,0.7835051546391752,0.7422680412371134,0.7835051546391752,42,0.7731958762886598,0.6845360824742268,0.7525773195876289,45,0.8041237113402062,0.6731958762886597,0.7731958762886598,28,0.7731958762886598,0.6592783505154639,0.7731958762886598,21,0.7731958762886598,0.768041237113402,0.7628865979381443,50,0.7835051546391752,0.7697594501718212,0.7731958762886598,34,0.7731958762886598,0.7525773195876289,0.7731958762886598,20,0.7731958762886598,0.743298969072165,0.7422680412371134,10,0.8041237113402062,0.7211340206185566,0.8041237113402062,5
foldbench_monomer,7yug_A,118,0.05441823963018455,0.35106382978723405,0.3617021276595745,0.25531914893617025,0.3617021276595745,97,0.3617021276595745,0.1879432624113475,0.3617021276595745,94,0.3617021276595745,0.13404255319148936,0.3617021276595745,91,0.35106382978723405,0.1106382978723404,0.35106382978723405,81,0.3617021276595745,0.09361702127659574,0.3617021276595745,68,0.3191489361702128,0.3191489361702128,0.3191489361702128,75,0.3723404255319149,0.2730496453900709,0.3404255319148936,84,0.3617021276595745,0.24468085106382978,0.26595744680851063,54,0.3404255319148936,0.18829787234042555,0.3404255319148936,77,0.32978723404255317,0.15851063829787232,0.32978723404255317,39,0.35106382978723405,0.324468085106383,0.35106382978723405,50,0.32978723404255317,0.3191489361702128,0.32978723404255317,34,0.35106382978723405,0.30638297872340425,0.2553191489361702,20,0.30851063829787234,0.26276595744680853,0.2765957446808511,10,0.30851063829787234,0.2079787234042553,0.2978723404255319,5
foldbench_monomer,8bgb_A,131,0.4065631053346894,0.7821782178217822,0.7821782178217822,0.5198019801980198,0.7821782178217822,99,0.7722772277227723,0.49504950495049505,0.7722772277227723,97,0.7920792079207921,0.48712871287128723,0.7920792079207921,95,0.7821782178217822,0.508910891089109,0.7821782178217822,76,0.7920792079207921,0.5381188118811882,0.7920792079207921,66,0.7821782178217822,0.7376237623762376,0.7821782178217822,77,0.7821782178217822,0.7062706270627063,0.7821782178217822,77,0.7920792079207921,0.7584158415841584,0.7920792079207921,44,0.8118811881188119,0.6623762376237623,0.7722772277227723,33,0.801980198019802,0.6247524752475249,0.7821782178217822,16,0.7920792079207921,0.7871287128712872,0.7821782178217822,50,0.801980198019802,0.7821782178217823,0.7821782178217822,34,0.8217821782178217,0.7900990099009901,0.8217821782178217,20,0.801980198019802,0.7712871287128713,0.7425742574257426,10,0.801980198019802,0.7376237623762376,0.801980198019802,5
foldbench_monomer,7zu3_A,132,0.0973120183966697,0.43478260869565216,0.44565217391304346,0.23369565217391303,0.44565217391304346,99,0.44565217391304346,0.16304347826086954,0.44565217391304346,97,0.43478260869565216,0.1108695652173913,0.43478260869565216,95,0.43478260869565216,0.09782608695652174,0.43478260869565216,86,0.44565217391304346,0.08858695652173912,0.44565217391304346,71,0.45652173913043476,0.34782608695652173,0.45652173913043476,56,0.4673913043478261,0.2536231884057971,0.2608695652173913,49,0.5217391304347826,0.28478260869565214,0.2717391304347826,33,0.5108695652173914,0.23804347826086958,0.21739130434782608,31,0.5108695652173914,0.20489130434782613,0.2608695652173913,23,0.43478260869565216,0.42934782608695654,0.42391304347826086,50,0.42391304347826086,0.4202898550724637,0.41304347826086957,34,0.4782608695652174,0.4130434782608695,0.358695652173913,20,0.4782608695652174,0.38260869565217387,0.3804347826086957,10,0.4673913043478261,0.30326086956521736,0.33695652173913043,5
foldbench_monomer,7zv1_A,136,0.1505350194401689,0.42342342342342343,0.42342342342342343,0.25225225225225223,0.42342342342342343,99,0.42342342342342343,0.20120120120120122,0.42342342342342343,98,0.43243243243243246,0.19279279279279277,0.43243243243243246,96,0.43243243243243246,0.1774774774774775,0.43243243243243246,88,0.46846846846846846,0.20045045045045043,0.3153153153153153,42,0.4594594594594595,0.3918918918918919,0.32432432432432434,52,0.46846846846846846,0.40540540540540543,0.3063063063063063,45,0.5045045045045045,0.34954954954954953,0.3063063063063063,42,0.4864864864864865,0.3297297297297297,0.36936936936936937,19,0.46846846846846846,0.2783783783783783,0.2882882882882883,15,0.42342342342342343,0.4009009009009009,0.3783783783783784,50,0.45045045045045046,0.4114114114114114,0.3963963963963964,34,0.4144144144144144,0.372972972972973,0.40540540540540543,20,0.43243243243243246,0.3801801801801802,0.3153153153153153,10,0.3963963963963964,0.33153153153153153,0.3153153153153153,5
foldbench_monomer,7tlh_A,136,0.16168425841830525,0.35964912280701755,0.35964912280701755,0.2149122807017544,0.35964912280701755,98,0.35964912280701755,0.15789473684210525,0.35964912280701755,98,0.35964912280701755,0.14035087719298245,0.35964912280701755,96,0.35964912280701755,0.1763157894736842,0.35964912280701755,89,0.4473684210526316,0.20789473684210527,0.3333333333333333,60,0.4649122807017544,0.4035087719298246,0.34210526315789475,80,0.4649122807017544,0.3830409356725146,0.35964912280701755,63,0.4473684210526316,0.37543859649122807,0.32456140350877194,41,0.4473684210526316,0.2771929824561403,0.3333333333333333,29,0.40350877192982454,0.27368421052631575,0.3333333333333333,22,0.38596491228070173,0.36403508771929827,0.38596491228070173,50,0.37719298245614036,0.3538011695906433,0.37719298245614036,34,0.38596491228070173,0.35438596491228075,0.3508771929824561,20,0.39473684210526316,0.34385964912280703,0.35964912280701755,10,0.41228070175438597,0.31842105263157894,0.41228070175438597,5
foldbench_monomer,8b2e_A,143,0.15484686070276477,0.5846153846153846,0.5846153846153846,0.34615384615384615,0.5846153846153846,99,0.5846153846153846,0.26666666666666666,0.5846153846153846,98,0.5846153846153846,0.21692307692307694,0.5846153846153846,96,0.5923076923076923,0.21307692307692308,0.5923076923076923,88,0.5923076923076923,0.2146153846153846,0.5923076923076923,76,0.5615384615384615,0.5461538461538462,0.5615384615384615,65,0.5692307692307692,0.5076923076923078,0.5692307692307692,70,0.5923076923076923,0.5015384615384615,0.5461538461538461,28,0.5769230769230769,0.4046153846153846,0.5769230769230769,29,0.5769230769230769,0.3269230769230769,0.5615384615384615,21,0.6153846153846154,0.5923076923076923,0.5692307692307692,50,0.6,0.5717948717948718,0.5615384615384615,34,0.5769230769230769,0.5569230769230769,0.5769230769230769,20,0.5615384615384615,0.5146153846153847,0.5307692307692308,10,0.5692307692307692,0.4576923076923077,0.4461538461538462,5
foldbench_monomer,8dp9_A,148,0.4563375300755066,0.6986301369863014,0.6986301369863014,0.6438356164383562,0.6986301369863014,98,0.6986301369863014,0.6073059360730594,0.6986301369863014,97,0.6986301369863014,0.5657534246575342,0.6986301369863014,96,0.6986301369863014,0.5541095890410959,0.6986301369863014,90,0.7054794520547946,0.5845890410958906,0.7054794520547946,43,0.7123287671232876,0.684931506849315,0.7123287671232876,66,0.7123287671232876,0.6940639269406392,0.7123287671232876,36,0.7397260273972602,0.667123287671233,0.7397260273972602,33,0.7191780821917808,0.6417808219178082,0.7123287671232876,24,0.726027397260274,0.6335616438356164,0.684931506849315,13,0.7191780821917808,0.7089041095890412,0.6986301369863014,50,0.726027397260274,0.7031963470319637,0.726027397260274,34,0.726027397260274,0.7041095890410959,0.684931506849315,20,0.726027397260274,0.6965753424657535,0.6986301369863014,10,0.7191780821917808,0.675,0.684931506849315,5
foldbench_monomer,7zoi_A,151,0.33967079782558673,0.6636363636363637,0.6636363636363637,0.5,0.6636363636363637,99,0.6636363636363637,0.496969696969697,0.6636363636363637,91,0.6636363636363637,0.4818181818181818,0.6636363636363637,84,0.6727272727272727,0.4763636363636364,0.6727272727272727,78,0.6636363636363637,0.4931818181818183,0.6636363636363637,43,0.6727272727272727,0.6363636363636364,0.6727272727272727,74,0.6727272727272727,0.6030303030303031,0.6727272727272727,62,0.6636363636363637,0.6218181818181818,0.6181818181818182,28,0.6818181818181818,0.5909090909090909,0.6454545454545455,17,0.6818181818181818,0.5468181818181819,0.6454545454545455,12,0.6727272727272727,0.6681818181818182,0.6727272727272727,50,0.6818181818181818,0.6696969696969696,0.6545454545454545,34,0.7,0.6618181818181819,0.6545454545454545,20,0.6818181818181818,0.6472727272727272,0.6363636363636364,10,0.7,0.6263636363636363,0.5909090909090909,5
foldbench_monomer,8dx0_A,154,0.5986124965326267,0.7777777777777778,0.7777777777777778,0.7111111111111111,0.7777777777777778,99,0.7777777777777778,0.7061728395061729,0.7777777777777778,98,0.7777777777777778,0.6992592592592592,0.7777777777777778,95,0.7703703703703704,0.7103703703703703,0.7703703703703704,83,0.7777777777777778,0.7211111111111111,0.7703703703703704,61,0.7777777777777778,0.7666666666666666,0.7777777777777778,63,0.7925925925925926,0.7777777777777778,0.7925925925925926,51,0.7925925925925926,0.7703703703703704,0.7925925925925926,34,0.7777777777777778,0.754074074074074,0.7703703703703704,38,0.7777777777777778,0.7433333333333334,0.7777777777777778,18,0.7777777777777778,0.7740740740740741,0.7777777777777778,50,0.7777777777777778,0.7753086419753087,0.7777777777777778,34,0.7851851851851852,0.7792592592592592,0.7777777777777778,20,0.7925925925925926,0.7711111111111111,0.762962962962963,10,0.7925925925925926,0.7655555555555555,0.7481481481481481,5
foldbench_monomer,7urp_A,160,0.20116775066781234,0.4552238805970149,0.4552238805970149,0.35074626865671643,0.4552238805970149,99,0.4552238805970149,0.3233830845771144,0.4552238805970149,98,0.4552238805970149,0.308955223880597,0.4552238805970149,93,0.43283582089552236,0.29402985074626864,0.43283582089552236,79,0.47761194029850745,0.30708955223880596,0.40298507462686567,44,0.43283582089552236,0.417910447761194,0.43283582089552236,61,0.43283582089552236,0.40298507462686567,0.417910447761194,44,0.47761194029850745,0.4208955223880597,0.3880597014925373,31,0.4552238805970149,0.3582089552238806,0.4552238805970149,24,0.44029850746268656,0.34328358208955223,0.3880597014925373,12,0.4552238805970149,0.44402985074626866,0.4552238805970149,50,0.43283582089552236,0.4253731343283582,0.417910447761194,34,0.44029850746268656,0.4253731343283582,0.44029850746268656,20,0.44029850746268656,0.4134328358208955,0.417910447761194,10,0.4701492537313433,0.3921641791044776,0.39552238805970147,5
foldbench_monomer,7wz5_A,161,0.02049934140135723,0.04424778761061947,0.04424778761061947,0.030973451327433628,0.04424778761061947,99,0.04424778761061947,0.02654867256637168,0.04424778761061947,95,0.07964601769911504,0.03185840707964602,0.04424778761061947,88,0.07079646017699115,0.032743362831858414,0.05309734513274336,72,0.07079646017699115,0.030530973451327437,0.02654867256637168,45,0.04424778761061947,0.02654867256637168,0.04424778761061947,99,0.035398230088495575,0.017699115044247787,0.035398230088495575,98,0.07964601769911504,0.030088495575221235,0.035398230088495575,96,0.05309734513274336,0.024778761061946906,0.05309734513274336,87,0.07079646017699115,0.026548672566371685,0.035398230088495575,50,0.04424778761061947,0.04424778761061947,0.04424778761061947,50,0.04424778761061947,0.038348082595870206,0.035398230088495575,34,0.061946902654867256,0.04424778761061947,0.035398230088495575,20,0.04424778761061947,0.03185840707964602,0.035398230088495575,10,0.07964601769911504,0.029646017699115047,0.017699115044247787,5
foldbench_monomer,8axj_A,162,0.43690225757955514,0.7482517482517482,0.7482517482517482,0.6293706293706294,0.7482517482517482,98,0.7482517482517482,0.5967365967365967,0.7482517482517482,97,0.7482517482517482,0.5958041958041959,0.7482517482517482,87,0.7482517482517482,0.5734265734265735,0.7482517482517482,78,0.7552447552447552,0.5667832167832167,0.7552447552447552,70,0.7552447552447552,0.6923076923076923,0.7552447552447552,83,0.7412587412587412,0.675990675990676,0.7412587412587412,74,0.7482517482517482,0.7090909090909091,0.7482517482517482,42,0.7552447552447552,0.6909090909090909,0.7482517482517482,18,0.7342657342657343,0.6132867132867135,0.7342657342657343,36,0.7482517482517482,0.7447552447552448,0.7412587412587412,50,0.7552447552447552,0.7482517482517482,0.7482517482517482,34,0.7482517482517482,0.7384615384615384,0.7412587412587412,20,0.7412587412587412,0.7244755244755244,0.7132867132867133,10,0.7552447552447552,0.7094405594405595,0.7272727272727273,5
foldbench_monomer,8ec3_A,168,0.052138260240043754,0.21428571428571427,0.21428571428571427,0.11904761904761904,0.21428571428571427,98,0.20634920634920634,0.09788359788359786,0.20634920634920634,96,0.21428571428571427,0.06984126984126984,0.21428571428571427,87,0.25396825396825395,0.059523809523809514,0.25396825396825395,72,0.30158730158730157,0.06269841269841268,0.30158730158730157,53,0.4126984126984127,0.2777777777777778,0.14285714285714285,85,0.3968253968253968,0.18783068783068782,0.14285714285714285,83,0.3968253968253968,0.13968253968253969,0.09523809523809523,69,0.4444444444444444,0.17619047619047618,0.09523809523809523,33,0.47619047619047616,0.14404761904761904,0.07936507936507936,27,0.20634920634920634,0.19444444444444442,0.20634920634920634,50,0.30952380952380953,0.21164021164021163,0.30952380952380953,34,0.2777777777777778,0.2,0.2777777777777778,20,0.3253968253968254,0.1865079365079365,0.11904761904761904,10,0.29365079365079366,0.13730158730158729,0.29365079365079366,5
foldbench_monomer,7y5m_A,170,0.2968235509428869,0.5472972972972973,0.5540540540540541,0.4054054054054054,0.5540540540540541,99,0.5540540540540541,0.3828828828828829,0.5540540540540541,97,0.5540540540540541,0.3554054054054054,0.5540540540540541,96,0.5540540540540541,0.35405405405405405,0.5540540540540541,89,0.5405405405405406,0.37229729729729727,0.5405405405405406,76,0.5675675675675675,0.5371621621621622,0.5675675675675675,67,0.5608108108108109,0.47072072072072074,0.5202702702702703,65,0.5608108108108109,0.4472972972972974,0.5608108108108109,33,0.5608108108108109,0.43445945945945946,0.5472972972972973,52,0.5405405405405406,0.42905405405405406,0.527027027027027,16,0.5472972972972973,0.5405405405405406,0.5337837837837838,50,0.5675675675675675,0.5563063063063063,0.5472972972972973,34,0.5608108108108109,0.5459459459459459,0.5405405405405406,20,0.581081081081081,0.5283783783783784,0.5067567567567568,10,0.5472972972972973,0.5013513513513514,0.5472972972972973,5
