dataset,stem,repeat,scope,arm,L,precision,n_true,n_candidates,n_context,n_rollouts
foldbench_monomer,8b6e_A,1,full_pipeline,iid,66,0.7727272727272727,44,1081,0,100
foldbench_monomer,8b6e_A,1,full_pipeline,iid_repeat,66,0.7954545454545454,44,1081,0,100
foldbench_monomer,8b6e_A,1,full_pipeline,true_small,66,0.8636363636363636,44,1081,10,100
foldbench_monomer,8b6e_A,1,full_pipeline,false_small,66,0.3181818181818182,44,1081,10,100
foldbench_monomer,8b6e_A,1,full_pipeline,pred_small,66,0.8181818181818182,44,1081,10,100
foldbench_monomer,8b6e_A,1,full_pipeline,true_large,66,0.9090909090909091,44,1081,22,100
foldbench_monomer,8b6e_A,1,full_pipeline,false_large,66,0.09090909090909091,44,1081,22,100
foldbench_monomer,8b6e_A,1,full_pipeline,pred_large,66,0.8409090909090909,44,1081,22,100
foldbench_monomer,8b6e_A,1,full_pipeline,iid200,66,0.7954545454545454,44,1081,0,200
foldbench_monomer,8b6e_A,1,full_pipeline,source_plus_iid200,66,0.7954545454545454,44,1081,0,200
foldbench_monomer,8b6e_A,1,withheld_continuation,iid,66,0.45454545454545453,11,1026,0,100
foldbench_monomer,8b6e_A,1,withheld_continuation,iid_repeat,66,0.5454545454545454,11,1026,0,100
foldbench_monomer,8b6e_A,1,withheld_continuation,true_small,66,0.5454545454545454,11,1026,10,100
foldbench_monomer,8b6e_A,1,withheld_continuation,false_small,66,0.09090909090909091,11,1026,10,100
foldbench_monomer,8b6e_A,1,withheld_continuation,pred_small,66,0.45454545454545453,11,1026,10,100
foldbench_monomer,8b6e_A,1,withheld_continuation,true_large,66,0.6363636363636364,11,1026,22,100
foldbench_monomer,8b6e_A,1,withheld_continuation,false_large,66,0.0,11,1026,22,100
foldbench_monomer,8b6e_A,1,withheld_continuation,pred_large,66,0.5454545454545454,11,1026,22,100
foldbench_monomer,8b6e_A,1,withheld_continuation,iid200,66,0.5454545454545454,11,1026,0,200
foldbench_monomer,8b6e_A,1,withheld_continuation,source_plus_iid200,66,0.5454545454545454,11,1026,0,200
foldbench_monomer,8b2g_A,0,full_pipeline,iid,74,0.7288135593220338,59,2346,0,100
foldbench_monomer,8b2g_A,0,full_pipeline,iid_repeat,74,0.7627118644067796,59,2346,0,100
foldbench_monomer,8b2g_A,0,full_pipeline,true_small,74,0.7627118644067796,59,2346,10,100
foldbench_monomer,8b2g_A,0,full_pipeline,false_small,74,0.2542372881355932,59,2346,10,100
foldbench_monomer,8b2g_A,0,full_pipeline,pred_small,74,0.7288135593220338,59,2346,10,100
foldbench_monomer,8b2g_A,0,full_pipeline,true_large,74,0.8135593220338984,59,2346,24,100
foldbench_monomer,8b2g_A,0,full_pipeline,false_large,74,0.1016949152542373,59,2346,24,100
foldbench_monomer,8b2g_A,0,full_pipeline,pred_large,74,0.711864406779661,59,2346,24,100
foldbench_monomer,8b2g_A,0,full_pipeline,iid200,74,0.7627118644067796,59,2346,0,200
foldbench_monomer,8b2g_A,0,full_pipeline,source_plus_iid200,74,0.7288135593220338,59,2346,0,200
foldbench_monomer,8b2g_A,0,withheld_continuation,iid,74,0.5,22,2283,0,100
foldbench_monomer,8b2g_A,0,withheld_continuation,iid_repeat,74,0.5454545454545454,22,2283,0,100
foldbench_monomer,8b2g_A,0,withheld_continuation,true_small,74,0.5,22,2283,10,100
foldbench_monomer,8b2g_A,0,withheld_continuation,false_small,74,0.045454545454545456,22,2283,10,100
foldbench_monomer,8b2g_A,0,withheld_continuation,pred_small,74,0.5,22,2283,10,100
foldbench_monomer,8b2g_A,0,withheld_continuation,true_large,74,0.5454545454545454,22,2283,24,100
foldbench_monomer,8b2g_A,0,withheld_continuation,false_large,74,0.045454545454545456,22,2283,24,100
foldbench_monomer,8b2g_A,0,withheld_continuation,pred_large,74,0.45454545454545453,22,2283,24,100
foldbench_monomer,8b2g_A,0,withheld_continuation,iid200,74,0.5,22,2283,0,200
foldbench_monomer,8b2g_A,0,withheld_continuation,source_plus_iid200,74,0.45454545454545453,22,2283,0,200
foldbench_monomer,8b2g_A,1,full_pipeline,iid,74,0.6949152542372882,59,2346,0,100
foldbench_monomer,8b2g_A,1,full_pipeline,iid_repeat,74,0.7457627118644068,59,2346,0,100
foldbench_monomer,8b2g_A,1,full_pipeline,true_small,74,0.7796610169491526,59,2346,10,100
foldbench_monomer,8b2g_A,1,full_pipeline,false_small,74,0.22033898305084745,59,2346,10,100
foldbench_monomer,8b2g_A,1,full_pipeline,pred_small,74,0.711864406779661,59,2346,10,100
foldbench_monomer,8b2g_A,1,full_pipeline,true_large,74,0.7966101694915254,59,2346,24,100
foldbench_monomer,8b2g_A,1,full_pipeline,false_large,74,0.05084745762711865,59,2346,24,100
foldbench_monomer,8b2g_A,1,full_pipeline,pred_large,74,0.711864406779661,59,2346,24,100
foldbench_monomer,8b2g_A,1,full_pipeline,iid200,74,0.7288135593220338,59,2346,0,200
foldbench_monomer,8b2g_A,1,full_pipeline,source_plus_iid200,74,0.711864406779661,59,2346,0,200
foldbench_monomer,8b2g_A,1,withheld_continuation,iid,74,0.2857142857142857,21,2282,0,100
foldbench_monomer,8b2g_A,1,withheld_continuation,iid_repeat,74,0.42857142857142855,21,2282,0,100
foldbench_monomer,8b2g_A,1,withheld_continuation,true_small,74,0.42857142857142855,21,2282,10,100
foldbench_monomer,8b2g_A,1,withheld_continuation,false_small,74,0.09523809523809523,21,2282,10,100
foldbench_monomer,8b2g_A,1,withheld_continuation,pred_small,74,0.38095238095238093,21,2282,10,100
foldbench_monomer,8b2g_A,1,withheld_continuation,true_large,74,0.5238095238095238,21,2282,24,100
foldbench_monomer,8b2g_A,1,withheld_continuation,false_large,74,0.047619047619047616,21,2282,24,100
foldbench_monomer,8b2g_A,1,withheld_continuation,pred_large,74,0.38095238095238093,21,2282,24,100
foldbench_monomer,8b2g_A,1,withheld_continuation,iid200,74,0.38095238095238093,21,2282,0,200
foldbench_monomer,8b2g_A,1,withheld_continuation,source_plus_iid200,74,0.3333333333333333,21,2282,0,200
foldbench_monomer,7pv5_A,0,full_pipeline,iid,81,0.78125,64,2420,0,100
foldbench_monomer,7pv5_A,0,full_pipeline,iid_repeat,81,0.84375,64,2420,0,100
foldbench_monomer,7pv5_A,0,full_pipeline,true_small,81,0.78125,64,2420,10,100
foldbench_monomer,7pv5_A,0,full_pipeline,false_small,81,0.28125,64,2420,10,100
foldbench_monomer,7pv5_A,0,full_pipeline,pred_small,81,0.796875,64,2420,10,100
foldbench_monomer,7pv5_A,0,full_pipeline,true_large,81,0.84375,64,2420,27,100
foldbench_monomer,7pv5_A,0,full_pipeline,false_large,81,0.03125,64,2420,27,100
foldbench_monomer,7pv5_A,0,full_pipeline,pred_large,81,0.78125,64,2420,27,100
foldbench_monomer,7pv5_A,0,full_pipeline,iid200,81,0.8125,64,2420,0,200
foldbench_monomer,7pv5_A,0,full_pipeline,source_plus_iid200,81,0.78125,64,2420,0,200
foldbench_monomer,7pv5_A,0,withheld_continuation,iid,81,0.5652173913043478,23,2351,0,100
foldbench_monomer,7pv5_A,0,withheld_continuation,iid_repeat,81,0.6086956521739131,23,2351,0,100
foldbench_monomer,7pv5_A,0,withheld_continuation,true_small,81,0.6086956521739131,23,2351,10,100
foldbench_monomer,7pv5_A,0,withheld_continuation,false_small,81,0.08695652173913043,23,2351,10,100
foldbench_monomer,7pv5_A,0,withheld_continuation,pred_small,81,0.5652173913043478,23,2351,10,100
foldbench_monomer,7pv5_A,0,withheld_continuation,true_large,81,0.6086956521739131,23,2351,27,100
foldbench_monomer,7pv5_A,0,withheld_continuation,false_large,81,0.043478260869565216,23,2351,27,100
foldbench_monomer,7pv5_A,0,withheld_continuation,pred_large,81,0.6086956521739131,23,2351,27,100
foldbench_monomer,7pv5_A,0,withheld_continuation,iid200,81,0.6086956521739131,23,2351,0,200
foldbench_monomer,7pv5_A,0,withheld_continuation,source_plus_iid200,81,0.5652173913043478,23,2351,0,200
foldbench_monomer,7pv5_A,1,full_pipeline,iid,81,0.78125,64,2420,0,100
foldbench_monomer,7pv5_A,1,full_pipeline,iid_repeat,81,0.78125,64,2420,0,100
foldbench_monomer,7pv5_A,1,full_pipeline,true_small,81,0.8125,64,2420,10,100
foldbench_monomer,7pv5_A,1,full_pipeline,false_small,81,0.296875,64,2420,10,100
foldbench_monomer,7pv5_A,1,full_pipeline,pred_small,81,0.78125,64,2420,10,100
foldbench_monomer,7pv5_A,1,full_pipeline,true_large,81,0.859375,64,2420,27,100
foldbench_monomer,7pv5_A,1,full_pipeline,false_large,81,0.09375,64,2420,27,100
foldbench_monomer,7pv5_A,1,full_pipeline,pred_large,81,0.78125,64,2420,27,100
foldbench_monomer,7pv5_A,1,full_pipeline,iid200,81,0.78125,64,2420,0,200
foldbench_monomer,7pv5_A,1,full_pipeline,source_plus_iid200,81,0.78125,64,2420,0,200
foldbench_monomer,7pv5_A,1,withheld_continuation,iid,81,0.6,25,2353,0,100
foldbench_monomer,7pv5_A,1,withheld_continuation,iid_repeat,81,0.56,25,2353,0,100
foldbench_monomer,7pv5_A,1,withheld_continuation,true_small,81,0.64,25,2353,10,100
foldbench_monomer,7pv5_A,1,withheld_continuation,false_small,81,0.12,25,2353,10,100
foldbench_monomer,7pv5_A,1,withheld_continuation,pred_small,81,0.64,25,2353,10,100
foldbench_monomer,7pv5_A,1,withheld_continuation,true_large,81,0.68,25,2353,27,100
foldbench_monomer,7pv5_A,1,withheld_continuation,false_large,81,0.04,25,2353,27,100
foldbench_monomer,7pv5_A,1,withheld_continuation,pred_large,81,0.64,25,2353,27,100
foldbench_monomer,7pv5_A,1,withheld_continuation,iid200,81,0.6,25,2353,0,200
foldbench_monomer,7pv5_A,1,withheld_continuation,source_plus_iid200,81,0.56,25,2353,0,200
foldbench_monomer,7xp9_A,0,full_pipeline,iid,84,0.3111111111111111,45,2485,0,100
foldbench_monomer,7xp9_A,0,full_pipeline,iid_repeat,84,0.3333333333333333,45,2485,0,100
foldbench_monomer,7xp9_A,0,full_pipeline,true_small,84,0.7111111111111111,45,2485,10,100
foldbench_monomer,7xp9_A,0,full_pipeline,false_small,84,0.022222222222222223,45,2485,10,100
foldbench_monomer,7xp9_A,0,full_pipeline,pred_small,84,0.26666666666666666,45,2485,10,100
foldbench_monomer,7xp9_A,0,full_pipeline,true_large,84,0.8888888888888888,45,2485,28,100
foldbench_monomer,7xp9_A,0,full_pipeline,false_large,84,0.044444444444444446,45,2485,28,100
foldbench_monomer,7xp9_A,0,full_pipeline,pred_large,84,0.28888888888888886,45,2485,28,100
foldbench_monomer,7xp9_A,0,full_pipeline,iid200,84,0.35555555555555557,45,2485,0,200
foldbench_monomer,7xp9_A,0,full_pipeline,source_plus_iid200,84,0.3111111111111111,45,2485,0,200
foldbench_monomer,7xp9_A,0,withheld_continuation,iid,84,0.0,14,2409,0,100
foldbench_monomer,7xp9_A,0,withheld_continuation,iid_repeat,84,0.0,14,2409,0,100
foldbench_monomer,7xp9_A,0,withheld_continuation,true_small,84,0.35714285714285715,14,2409,10,100
foldbench_monomer,7xp9_A,0,withheld_continuation,false_small,84,0.0,14,2409,10,100
foldbench_monomer,7xp9_A,0,withheld_continuation,pred_small,84,0.0,14,2409,10,100
foldbench_monomer,7xp9_A,0,withheld_continuation,true_large,84,0.7142857142857143,14,2409,28,100
foldbench_monomer,7xp9_A,0,withheld_continuation,false_large,84,0.14285714285714285,14,2409,28,100
foldbench_monomer,7xp9_A,0,withheld_continuation,pred_large,84,0.0,14,2409,28,100
foldbench_monomer,7xp9_A,0,withheld_continuation,iid200,84,0.0,14,2409,0,200
foldbench_monomer,7xp9_A,0,withheld_continuation,source_plus_iid200,84,0.0,14,2409,0,200
foldbench_monomer,7xp9_A,1,full_pipeline,iid,84,0.3333333333333333,45,2485,0,100
foldbench_monomer,7xp9_A,1,full_pipeline,iid_repeat,84,0.4,45,2485,0,100
foldbench_monomer,7xp9_A,1,full_pipeline,true_small,84,0.6888888888888889,45,2485,10,100
foldbench_monomer,7xp9_A,1,full_pipeline,false_small,84,0.0,45,2485,10,100
foldbench_monomer,7xp9_A,1,full_pipeline,pred_small,84,0.26666666666666666,45,2485,10,100
foldbench_monomer,7xp9_A,1,full_pipeline,true_large,84,0.8444444444444444,45,2485,28,100
foldbench_monomer,7xp9_A,1,full_pipeline,false_large,84,0.0,45,2485,28,100
foldbench_monomer,7xp9_A,1,full_pipeline,pred_large,84,0.28888888888888886,45,2485,28,100
foldbench_monomer,7xp9_A,1,full_pipeline,iid200,84,0.3333333333333333,45,2485,0,200
foldbench_monomer,7xp9_A,1,full_pipeline,source_plus_iid200,84,0.3333333333333333,45,2485,0,200
foldbench_monomer,7xp9_A,1,withheld_continuation,iid,84,0.0,13,2408,0,100
foldbench_monomer,7xp9_A,1,withheld_continuation,iid_repeat,84,0.07692307692307693,13,2408,0,100
foldbench_monomer,7xp9_A,1,withheld_continuation,true_small,84,0.46153846153846156,13,2408,10,100
foldbench_monomer,7xp9_A,1,withheld_continuation,false_small,84,0.0,13,2408,10,100
foldbench_monomer,7xp9_A,1,withheld_continuation,pred_small,84,0.0,13,2408,10,100
foldbench_monomer,7xp9_A,1,withheld_continuation,true_large,84,0.5384615384615384,13,2408,28,100
foldbench_monomer,7xp9_A,1,withheld_continuation,false_large,84,0.0,13,2408,28,100
foldbench_monomer,7xp9_A,1,withheld_continuation,pred_large,84,0.0,13,2408,28,100
foldbench_monomer,7xp9_A,1,withheld_continuation,iid200,84,0.0,13,2408,0,200
foldbench_monomer,7xp9_A,1,withheld_continuation,source_plus_iid200,84,0.0,13,2408,0,200
foldbench_monomer,8eb9_A,0,full_pipeline,iid,95,0.2535211267605634,71,3486,0,100
foldbench_monomer,8eb9_A,0,full_pipeline,iid_repeat,95,0.2112676056338028,71,3486,0,100
foldbench_monomer,8eb9_A,0,full_pipeline,true_small,95,0.6338028169014085,71,3486,10,100
foldbench_monomer,8eb9_A,0,full_pipeline,false_small,95,0.056338028169014086,71,3486,10,100
foldbench_monomer,8eb9_A,0,full_pipeline,pred_small,95,0.18309859154929578,71,3486,10,100
foldbench_monomer,8eb9_A,0,full_pipeline,true_large,95,0.8309859154929577,71,3486,31,100
foldbench_monomer,8eb9_A,0,full_pipeline,false_large,95,0.0,71,3486,31,100
