stem,arm,R,top_R_replaced_100,paired_rollout_jaccard,top_R_replaced_cross_50,top_R_replaced_iid_50
7xlz_A,seeded,265,0.04150943396226414,0.6136355287155227,0.08509433962264148,0.08764150943396225
7xlz_A,seeded-long,265,0.037735849056603765,0.6265065509020296,0.0862264150943396,0.08764150943396225
7xlz_A,seeded-strat,265,0.03396226415094339,0.6277072919098619,0.09188679245283017,0.08764150943396225
7xp9_A,seeded,45,0.06666666666666665,0.27906653711653523,0.25722222222222224,0.2894444444444445
7xp9_A,seeded-long,45,0.1333333333333333,0.23843700331961912,0.27,0.2894444444444445
7xp9_A,seeded-strat,45,0.1333333333333333,0.26339631163850385,0.2633333333333333,0.2894444444444445
7xq4_A,seeded,472,0.07203389830508478,0.4481194350420019,0.1413665254237288,0.14152542372881355
7xq4_A,seeded-long,472,0.06991525423728817,0.45113195604293826,0.1399364406779661,0.14152542372881355
7xq4_A,seeded-strat,472,0.07415254237288138,0.44982210358345703,0.14608050847457626,0.14152542372881355
7xrx_A,seeded,396,0.08080808080808077,0.42509598511146635,0.14949494949494951,0.15050505050505053
7xrx_A,seeded-long,396,0.0732323232323232,0.4228731915916931,0.1446338383838384,0.15050505050505053
7xrx_A,seeded-strat,396,0.07828282828282829,0.4149697694928413,0.14255050505050504,0.15050505050505053
7xyr_A,seeded,707,0.036775106082036824,0.6491569733120295,0.07899575671852899,0.0811173974540311
7xyr_A,seeded-long,707,0.03960396039603964,0.6487842483683051,0.078995756718529,0.0811173974540311
7xyr_A,seeded-strat,707,0.03960396039603964,0.6463951201297198,0.07987977369165486,0.0811173974540311
7xz3_A,seeded,316,0.2721518987341772,0.17803045908775095,0.43196202531645567,0.4318037974683545
7xz3_A,seeded-long,316,0.259493670886076,0.16093427710503522,0.4138449367088608,0.4318037974683545
7xz3_A,seeded-strat,316,0.28481012658227844,0.18371305000461038,0.42919303797468356,0.4318037974683545
7y3h_A,seeded,312,0.04807692307692313,0.6507325557252347,0.10096153846153846,0.10304487179487179
7y3h_A,seeded-long,312,0.05769230769230771,0.6471750206344042,0.09815705128205128,0.10304487179487179
7y3h_A,seeded-strat,312,0.04166666666666663,0.6662996871277468,0.09759615384615386,0.10304487179487179
7y4h_A,seeded,320,0.06874999999999998,0.535296800019238,0.12132812500000001,0.12039062500000001
7y4h_A,seeded-long,320,0.05625000000000002,0.523025782811381,0.116484375,0.12039062500000001
7y4h_A,seeded-strat,320,0.05312499999999998,0.5366259468739091,0.11320312499999999,0.12039062500000001
7y54_A,seeded,105,0.02857142857142858,0.78094087617691,0.06666666666666668,0.07357142857142858
7y54_A,seeded-long,105,0.01904761904761909,0.7671859794708304,0.06809523809523808,0.07357142857142858
7y54_A,seeded-strat,105,0.02857142857142858,0.7742788102462456,0.07238095238095237,0.07357142857142858
7y5j_A,seeded,91,0.02197802197802201,0.7726770148991275,0.044505494505494486,0.039010989010989
7y5j_A,seeded-long,91,0.02197802197802201,0.7907081543768253,0.04450549450549449,0.039010989010989
7y5j_A,seeded-strat,91,0.02197802197802201,0.771383645256021,0.04725274725274724,0.039010989010989
7y5m_A,seeded,148,0.060810810810810856,0.5374478785767589,0.1133445945945946,0.10743243243243246
7y5m_A,seeded-long,148,0.06756756756756754,0.5247458685095849,0.11655405405405403,0.10743243243243246
7y5m_A,seeded-strat,148,0.05405405405405406,0.5241964175754424,0.11875,0.10743243243243246
7y5r_A,seeded,97,0.04123711340206182,0.7581675344616606,0.0770618556701031,0.07087628865979383
7y5r_A,seeded-long,97,0.020618556701030966,0.756699204616815,0.06262886597938144,0.07087628865979383
7y5r_A,seeded-strat,97,0.030927835051546393,0.722989808834074,0.06469072164948454,0.07087628865979383
7y8h_A,seeded,83,0.012048192771084376,0.8021719265424352,0.05813253012048194,0.055421686746987976
7y8h_A,seeded-long,83,0.02409638554216864,0.793757533067745,0.051506024096385564,0.055421686746987976
7y8h_A,seeded-strat,83,0.048192771084337394,0.788680602805802,0.07650602409638556,0.055421686746987976
7y8i_A,seeded,83,0.0,0.8447085960003552,0.033734939759036145,0.041265060240963866
7y8i_A,seeded-long,83,0.012048192771084376,0.851781902067637,0.032530120481927716,0.041265060240963866
7y8i_A,seeded-strat,83,0.0,0.8457502742836617,0.034337349397590367,0.041265060240963866
7yd4_A,seeded,142,0.2676056338028169,0.1851775466654328,0.442781690140845,0.4702464788732394
7yd4_A,seeded-long,142,0.30281690140845074,0.1733891080495933,0.4584507042253521,0.4702464788732394
7yd4_A,seeded-strat,142,0.2535211267605634,0.19014947810886038,0.4704225352112676,0.4702464788732394
7yhr_A,seeded,41,0.09756097560975607,0.3516797259491535,0.12134146341463414,0.11036585365853657
7yhr_A,seeded-long,41,0.07317073170731703,0.33650261758112743,0.14329268292682926,0.11036585365853657
7yhr_A,seeded-strat,41,0.07317073170731703,0.35924802050963367,0.13780487804878047,0.11036585365853657
7ykm_A,seeded,55,0.054545454545454564,0.7715846169433342,0.0963636363636364,0.08045454545454549
7ykm_A,seeded-long,55,0.036363636363636376,0.7455953284560525,0.08318181818181822,0.08045454545454549
7ykm_A,seeded-strat,55,0.07272727272727275,0.7621522140992586,0.09272727272727277,0.08045454545454549
7ylr_A,seeded,364,0.038461538461538436,0.6858505960887398,0.06957417582417583,0.06813186813186811
7ylr_A,seeded-long,364,0.0357142857142857,0.6906399880672376,0.06833791208791208,0.06813186813186811
7ylr_A,seeded-strat,364,0.03296703296703296,0.6939327918835397,0.06703296703296702,0.06813186813186811
7yug_A,seeded,94,0.14893617021276595,0.2552183991698904,0.30744680851063827,0.3172872340425532
7yug_A,seeded-long,94,0.2978723404255319,0.17611516135293737,0.3377659574468085,0.3172872340425532
7yug_A,seeded-strat,94,0.17021276595744683,0.2147365818038513,0.32420212765957446,0.3172872340425532
7yyg_A,seeded,221,0.25339366515837103,0.1624331959770697,0.3872171945701357,0.3881221719457013
7yyg_A,seeded-long,221,0.28959276018099545,0.1344335091919438,0.40395927601809956,0.3881221719457013
7yyg_A,seeded-strat,221,0.22171945701357465,0.17062923374225356,0.3748868778280543,0.3881221719457013
7z65_A,seeded,320,0.050000000000000044,0.5845280016726588,0.10609375000000001,0.096953125
7z65_A,seeded-long,320,0.046875,0.5828010496430021,0.103125,0.096953125
7z65_A,seeded-strat,320,0.04062500000000002,0.5880943689815827,0.10101562500000001,0.096953125
7znz_A,seeded,932,0.10407725321888417,0.3968288658846162,0.18401287553648069,0.1851931330472103
7znz_A,seeded-long,932,0.09012875536480691,0.39147528689217126,0.18369098712446355,0.1851931330472103
7znz_A,seeded-strat,932,0.0933476394849786,0.4021552610107142,0.1830203862660944,0.1851931330472103
7zoi_A,seeded,110,0.036363636363636376,0.6300014954109286,0.07386363636363635,0.059999999999999984
7zoi_A,seeded-long,110,0.045454545454545414,0.6504792273748622,0.07477272727272727,0.059999999999999984
7zoi_A,seeded-strat,110,0.018181818181818188,0.6353654510697564,0.06613636363636363,0.059999999999999984
7zs2_A,seeded,223,0.053811659192825156,0.58619430026632,0.08508968609865472,0.0875560538116592
7zs2_A,seeded-long,223,0.04932735426008972,0.574903987310514,0.08778026905829597,0.0875560538116592
7zs2_A,seeded-strat,223,0.04035874439461884,0.5914983849797192,0.08038116591928252,0.0875560538116592
7zu3_A,seeded,92,0.09782608695652173,0.25502564602286576,0.1589673913043478,0.15489130434782608
7zu3_A,seeded-long,92,0.13043478260869568,0.252525561994908,0.17554347826086955,0.15489130434782608
7zu3_A,seeded-strat,92,0.09782608695652173,0.2428848248916146,0.15190217391304348,0.15489130434782608
7zv1_A,seeded,111,0.11711711711711714,0.34805640739514865,0.19527027027027027,0.18626126126126125
7zv1_A,seeded-long,111,0.12612612612612617,0.33434568169020223,0.19076576576576576,0.18626126126126125
7zv1_A,seeded-strat,111,0.09009009009009006,0.3277311393219047,0.1804054054054054,0.18626126126126125
8adc_A,seeded,170,0.09999999999999998,0.2822115790529613,0.19,0.20088235294117646
8adc_A,seeded-long,170,0.09999999999999998,0.28240426012335557,0.1935294117647059,0.20088235294117646
8adc_A,seeded-strat,170,0.09411764705882353,0.2946627897606345,0.18294117647058822,0.20088235294117646
8add_A,seeded,210,0.319047619047619,0.1635780131843279,0.49714285714285716,0.5266666666666666
8add_A,seeded-long,210,0.33333333333333337,0.13698214490751043,0.5127380952380951,0.5266666666666666
8add_A,seeded-strat,210,0.33333333333333337,0.16228009043817904,0.5089285714285714,0.5266666666666666
8ak2_A,seeded,314,0.022292993630573243,0.7027731756263232,0.059235668789808904,0.06480891719745221
8ak2_A,seeded-long,314,0.02547770700636942,0.7021384632014801,0.060987261146496795,0.06480891719745221
8ak2_A,seeded-strat,314,0.022292993630573243,0.7138833920591182,0.06114649681528661,0.06480891719745221
8akh_A,seeded,321,0.028037383177570097,0.6808475681252498,0.08652647975077883,0.08644859813084113
8akh_A,seeded-long,321,0.04361370716510904,0.6740532829903805,0.08193146417445483,0.08644859813084113
8akh_A,seeded-strat,321,0.04049844236760125,0.6790820598773845,0.08551401869158878,0.08644859813084113
8amo_A,seeded,362,0.04972375690607733,0.6636338630980283,0.0841160220994475,0.07983425414364641
8amo_A,seeded-long,362,0.035911602209944715,0.6560269944196162,0.08031767955801104,0.07983425414364641
8amo_A,seeded-strat,362,0.04143646408839774,0.6537930078322323,0.08162983425414365,0.07983425414364641
8arl_A,seeded,260,0.30000000000000004,0.18285315794201715,0.45500000000000007,0.4486538461538462
8arl_A,seeded-long,260,0.2730769230769231,0.13963403037193736,0.4348076923076924,0.4486538461538462
8arl_A,seeded-strat,260,0.29230769230769227,0.15482820765882838,0.4411538461538461,0.4486538461538462
8au6_A,seeded,168,0.1071428571428571,0.29833108087763877,0.21383928571428568,0.22425595238095236
8au6_A,seeded-long,168,0.13095238095238093,0.2829298143500404,0.22380952380952382,0.22425595238095236
8au6_A,seeded-strat,168,0.13690476190476186,0.30644128266988346,0.21622023809523813,0.22425595238095236
8axj_A,seeded,143,0.034965034965035,0.7130767335054493,0.06993006993006991,0.07150349650349648
8axj_A,seeded-long,143,0.04895104895104896,0.6922446246826661,0.07045454545454544,0.07150349650349648
8axj_A,seeded-strat,143,0.027972027972028024,0.6931525861580516,0.07150349650349648,0.07150349650349648
8azb_A,seeded,587,0.027257240204429323,0.7685563287299177,0.061328790459965976,0.05834752981260651
8azb_A,seeded-long,587,0.022146507666098825,0.7693773614254372,0.06192504258943785,0.05834752981260651
8azb_A,seeded-strat,587,0.023850085178875657,0.7705059614459334,0.05890119250425898,0.05834752981260651
8b2e_A,seeded,130,0.0692307692307692,0.36253455964489056,0.15923076923076923,0.16326923076923075
8b2e_A,seeded-long,130,0.08461538461538465,0.33461072232311173,0.16,0.16326923076923075
8b2e_A,seeded-strat,130,0.09999999999999998,0.37803247349161073,0.17211538461538461,0.16326923076923075
8b2g_A,seeded,59,0.016949152542372836,0.5557445610066243,0.0766949152542373,0.06271186440677967
8b2g_A,seeded-long,59,0.0,0.5601828158510206,0.07076271186440679,0.06271186440677967
8b2g_A,seeded-strat,59,0.03389830508474578,0.55282337773784,0.06016949152542374,0.06271186440677967
8b2s_A,seeded,186,0.048387096774193505,0.6239707533839006,0.08548387096774197,0.08051075268817208
8b2s_A,seeded-long,186,0.043010752688172005,0.6284681484486516,0.08494623655913983,0.08051075268817208
8b2s_A,seeded-strat,186,0.032258064516129004,0.6342155571045995,0.08051075268817207,0.08051075268817208
8b4u_A,seeded,273,0.01098901098901095,0.8250287756664654,0.05247252747252749,0.05183150183150185
8b4u_A,seeded-long,273,0.01831501831501836,0.8167235499655718,0.05402930402930404,0.05183150183150185
8b4u_A,seeded-strat,273,0.02197802197802201,0.8205167357878601,0.05393772893772895,0.05183150183150185
8b5w_A,seeded,370,0.33513513513513515,0.14206330124302366,0.4914189189189189,0.4905405405405405
8b5w_A,seeded-long,370,0.3405405405405405,0.1274961559868218,0.49479729729729727,0.4905405405405405
8b5w_A,seeded-strat,370,0.32162162162162167,0.14173909668807824,0.49033783783783785,0.4905405405405405
8b61_A,seeded,212,0.07547169811320753,0.35030480667493324,0.15919811320754715,0.1623820754716981
8b61_A,seeded-long,212,0.11792452830188682,0.34824798457850714,0.17063679245283017,0.1623820754716981
8b61_A,seeded-strat,212,0.08490566037735847,0.35509095173967425,0.16179245283018867,0.1623820754716981
8b6a_A,seeded,195,0.0871794871794872,0.5531492782361961,0.12987179487179484,0.12756410256410258
8b6a_A,seeded-long,195,0.08205128205128209,0.5285397465871458,0.12692307692307692,0.12756410256410258
8b6a_A,seeded-strat,195,0.06153846153846154,0.5519400657767821,0.12397435897435898,0.12756410256410258
8b6e_A,seeded,44,0.022727272727272707,0.7321377119238482,0.060227272727272727,0.0619318181818182
8b6e_A,seeded-long,44,0.022727272727272707,0.6877717486390265,0.05284090909090909,0.0619318181818182
8b6e_A,seeded-strat,44,0.022727272727272707,0.7074888878884825,0.05568181818181818,0.0619318181818182
8baq_A,seeded,190,0.08947368421052626,0.42018830844841093,0.15381578947368418,0.14421052631578948
8baq_A,seeded-long,190,0.0736842105263158,0.4209602281644516,0.15039473684210525,0.14421052631578948
8baq_A,seeded-strat,190,0.06315789473684208,0.42701509883374716,0.15171052631578946,0.14421052631578948
8bau_A,seeded,209,0.07655502392344493,0.39595959291753424,0.1305023923444976,0.13672248803827752
8bau_A,seeded-long,209,0.09090909090909094,0.3891896302000678,0.14425837320574159,0.13672248803827752
8bau_A,seeded-strat,209,0.08133971291866027,0.40311566803520366,0.1430622009569378,0.13672248803827752
8bfy_A,seeded,359,0.04456824512534818,0.6609749551618377,0.09749303621169916,0.10153203342618385
8bfy_A,seeded-long,359,0.04178272980501396,0.6650336836145482,0.09463788300835656,0.10153203342618385
8bfy_A,seeded-strat,359,0.03342618384401119,0.6622326404404967,0.09519498607242341,0.10153203342618385
8bgb_A,seeded,101,0.03960396039603964,0.6711379131152916,0.06509900990099009,0.06633663366336633
8bgb_A,seeded-long,101,0.03960396039603964,0.6782197760109306,0.06509900990099009,0.06633663366336633
8bgb_A,seeded-strat,101,0.03960396039603964,0.6917135395219721,0.06485148514851484,0.06633663366336633
8bke_A,seeded,494,0.06275303643724695,0.4822141199119068,0.13274291497975707,0.13304655870445345
8bke_A,seeded-long,494,0.06275303643724695,0.48476030819158267,0.1331983805668016,0.13304655870445345
8bke_A,seeded-strat,494,0.0748987854251012,0.4846682143118,0.13714574898785425,0.13304655870445345
8bsb_A,seeded,115,0.07826086956521738,0.34635371823154665,0.15239130434782608,0.15543478260869564
8bsb_A,seeded-long,115,0.09565217391304348,0.3078695113037783,0.1502173913043478,0.15543478260869564
8bsb_A,seeded-strat,115,0.13043478260869568,0.3310059533842756,0.17521739130434782,0.15543478260869564
8bux_A,seeded,240,0.3458333333333333,0.15536452624015035,0.5388541666666666,0.5623958333333333
8bux_A,seeded-long,240,0.31666666666666665,0.15069425140674478,0.5242708333333332,0.5623958333333333
8bux_A,seeded-strat,240,0.3416666666666667,0.1606332607908897,0.5268750000000001,0.5623958333333333
8c4d_A,seeded,229,0.04366812227074235,0.584565940273697,0.0908296943231441,0.09508733624454149
8c4d_A,seeded-long,229,0.05240174672489084,0.584168733457171,0.10054585152838429,0.09508733624454149
8c4d_A,seeded-strat,229,0.04366812227074235,0.5772980564232675,0.09192139737991266,0.09508733624454149
8c4y_A,seeded,373,0.04021447721179627,0.6751002645243552,0.08880697050938337,0.08605898123324396
8c4y_A,seeded-long,373,0.04021447721179627,0.678722798313165,0.08733243967828416,0.08605898123324396
8c4y_A,seeded-strat,373,0.03217158176943702,0.6744705336626565,0.08357908847184987,0.08605898123324396
8cba_A,seeded,245,0.33061224489795915,0.14699735577036088,0.4908163265306123,0.4903061224489796
8cba_A,seeded-long,245,0.36734693877551017,0.13123153419083564,0.5003061224489797,0.4903061224489796
8cba_A,seeded-strat,245,0.3224489795918367,0.15359189850547386,0.5024489795918368,0.4903061224489796
8ci9_A,seeded,337,0.08605341246290799,0.37606936214977993,0.17002967359050442,0.175
8ci9_A,seeded-long,337,0.09495548961424327,0.36954052681616856,0.1664688427299703,0.175
8ci9_A,seeded-strat,337,0.08605341246290799,0.37455285411323713,0.16394658753709196,0.175
8cih_A,seeded,158,0.15822784810126578,0.1894717979171717,0.3139240506329114,0.319620253164557
8cih_A,seeded-long,158,0.21518987341772156,0.17240638287937007,0.3153481012658228,0.319620253164557
8cih_A,seeded-strat,158,0.18354430379746833,0.21656203569409027,0.3183544303797468,0.319620253164557
8cpk_A,seeded,353,0.062322946175637384,0.5558912333909823,0.11954674220963173,0.10899433427762042
8cpk_A,seeded-long,353,0.05099150141643061,0.5449975393787757,0.11288951841359773,0.10899433427762042
8cpk_A,seeded-strat,353,0.06798866855524077,0.549023290472324,0.12216713881019829,0.10899433427762042
8cpn_A,seeded,168,0.13690476190476186,0.2856685664365892,0.27976190476190477,0.31220238095238095
8cpn_A,seeded-long,168,0.20238095238095233,0.26379817197597283,0.30163690476190474,0.31220238095238095
8cpn_A,seeded-strat,168,0.15476190476190477,0.31951293627074456,0.30431547619047616,0.31220238095238095
8d2z_A,seeded,312,0.022435897435897467,0.6363445741201845,0.07596153846153846,0.07796474358974359
8d2z_A,seeded-long,312,0.03205128205128205,0.6310471243433317,0.07764423076923077,0.07796474358974359
8d2z_A,seeded-strat,312,0.04807692307692313,0.625084375003626,0.08141025641025641,0.07796474358974359
8daj_A,seeded,299,0.04682274247491636,0.66126914421486,0.08837792642140471,0.0859531772575251
8daj_A,seeded-long,299,0.03678929765886285,0.6608803049646044,0.08595317725752509,0.0859531772575251
8daj_A,seeded-strat,299,0.04682274247491636,0.6745692958882558,0.08503344481605353,0.0859531772575251
8dez_A,seeded,182,0.20879120879120883,0.17795237348318835,0.3467032967032967,0.3642857142857143
8dez_A,seeded-long,182,0.20329670329670335,0.17425664579030328,0.35480769230769227,0.3642857142857143
8dez_A,seeded-strat,182,0.20879120879120883,0.17423551558225306,0.3490384615384615,0.3642857142857143
8dge_A,seeded,914,0.06783369803063455,0.5058220994777841,0.1366247264770241,0.13700765864332604
8dge_A,seeded-long,914,0.07002188183807445,0.5103790863271224,0.13394420131291027,0.13700765864332604
8dge_A,seeded-strat,914,0.06783369803063455,0.5126247648764525,0.13944201312910284,0.13700765864332604
8dhj_A,seeded,267,0.0337078651685393,0.7395270677595892,0.08258426966292134,0.08295880149812732
8dhj_A,seeded-long,267,0.0337078651685393,0.7373542891206629,0.08632958801498126,0.08295880149812732
8dhj_A,seeded-strat,267,0.0337078651685393,0.7439552792435582,0.08352059925093631,0.08295880149812732
8dmu_A,seeded,571,0.3257443082311734,0.14434323081569156,0.5318739054290719,0.5416374781085814
8dmu_A,seeded-long,571,0.3485113835376532,0.13419935670285837,0.5367338003502627,0.5416374781085814
8dmu_A,seeded-strat,571,0.3257443082311734,0.14366692595471695,0.5307355516637479,0.5416374781085814
8dp9_A,seeded,146,0.0273972602739726,0.7212554886666248,0.07328767123287673,0.05924657534246576
8dp9_A,seeded-long,146,0.0273972602739726,0.725426080755988,0.07243150684931507,0.05924657534246576
8dp9_A,seeded-strat,146,0.04109589041095896,0.7296929844887723,0.06917808219178083,0.05924657534246576
8dqd_A,seeded,395,0.015189873417721489,0.7893191024659765,0.050443037974683545,0.052784810126582274
8dqd_A,seeded-long,395,0.025316455696202556,0.7918885476530652,0.05411392405063292,0.052784810126582274
8dqd_A,seeded-strat,395,0.02278481012658229,0.7843378695099456,0.05297468354430379,0.052784810126582274
8dx0_A,seeded,135,0.022222222222222254,0.8406953281787741,0.04185185185185185,0.038333333333333344
8dx0_A,seeded-long,135,0.029629629629629672,0.8313326317258471,0.039814814814814824,0.038333333333333344
8dx0_A,seeded-strat,135,0.022222222222222254,0.8409606083678111,0.04055555555555555,0.038333333333333344
8e0r_A,seeded,496,0.33669354838709675,0.14323924277726321,0.5237903225806452,0.5302923387096774
8e0r_A,seeded-long,496,0.344758064516129,0.13975149497220987,0.5316028225806452,0.5302923387096774
8e0r_A,seeded-strat,496,0.344758064516129,0.14439407864180417,0.5290322580645161,0.5302923387096774
8e5h_A,seeded,344,0.07267441860465118,0.46937090027120104,0.13728197674418605,0.13197674418604652
8e5h_A,seeded-long,344,0.05232558139534882,0.46676614032965746,0.13023255813953488,0.13197674418604652
8e5h_A,seeded-strat,344,0.06976744186046513,0.47045621586254266,0.1361918604651163,0.13197674418604652
8eb9_A,seeded,71,0.3380281690140845,0.16501116282863065,0.5288732394366197,0.5211267605633803
8eb9_A,seeded-long,71,0.3661971830985915,0.15482158540147556,0.518661971830986,0.5211267605633803
8eb9_A,seeded-strat,71,0.3802816901408451,0.17309221678919243,0.5211267605633803,0.5211267605633803
8ec3_A,seeded,126,0.23015873015873012,0.18431698840895497,0.34246031746031746,0.36527777777777776
8ec3_A,seeded-long,126,0.2777777777777778,0.18000933247309484,0.3668650793650794,0.36527777777777776
8ec3_A,seeded-strat,126,0.2063492063492064,0.2290553590404181,0.3402777777777778,0.36527777777777776
