dataset,stem,iid,true_large,canonical_false_large,replay_false_large,replay_minus_canonical_false_large
foldbench_monomer,7zoi_A,0.337719298245614,0.5195681511470984,0.0128205128205128,0.0128205128205128,0.0
foldbench_monomer,7zs2_A,0.4195327709279688,0.5077871512005192,0.01492537313432835,0.01492537313432835,0.0
foldbench_monomer,7zu3_A,0.1818181818181818,0.5757575757575757,0.0,0.0,0.0
foldbench_monomer,7zv1_A,0.2781076066790352,0.7309833024118739,0.0578849721706864,0.0578849721706864,0.0
foldbench_monomer,8adc_A,0.16779477460403402,0.510220657912549,0.0,0.0,0.0
foldbench_monomer,8add_A,0.12698412698412695,0.6111111111111112,0.0079365079365079,0.0079365079365079,0.0
foldbench_monomer,8ak2_A,0.5272539395505038,0.6717041246878498,0.0063291139240506,0.0063291139240506,0.0
foldbench_monomer,8akh_A,0.3810527515096274,0.6036800729178535,0.0075481371767118,0.0075481371767118,0.0
foldbench_monomer,8amo_A,0.47735007358351733,0.5494619205298013,0.0238226637233259,0.0238226637233259,0.0
foldbench_monomer,8arl_A,0.0321477428180574,0.7309507523939809,0.0117647058823529,0.0117647058823529,0.0
foldbench_monomer,8au6_A,0.2160278745644599,0.5180023228803716,0.0,0.0,0.0
foldbench_monomer,8axj_A,0.575,0.6356060606060606,0.01742424242424235,0.01742424242424235,0.0
foldbench_monomer,8azb_A,0.6262798634812287,0.6791808873720137,0.01706484641638225,0.01706484641638225,0.0
foldbench_monomer,8b2e_A,0.38442431326709525,0.5471946230274694,0.0172413793103448,0.0172413793103448,0.0
foldbench_monomer,8b2g_A,0.39285714285714285,0.5346320346320346,0.0465367965367965,0.0465367965367965,0.0
foldbench_monomer,8b2s_A,0.4005330490405117,0.5245202558635393,0.0071428571428571,0.0071428571428571,0.0
foldbench_monomer,8b4u_A,0.7149032258064516,0.7108387096774194,0.0361612903225806,0.0361612903225806,0.0
foldbench_monomer,8b5w_A,0.0770973092061291,0.5746095007054979,0.0049261083743842,0.0049261083743842,0.0
foldbench_monomer,8b61_A,0.24245098039215685,0.5597058823529412,0.019803921568627453,0.019803921568627453,0.0
foldbench_monomer,8b6a_A,0.41503164556962024,0.6353639240506329,0.025,0.025,0.0
foldbench_monomer,8b6e_A,0.35227272727272724,0.4431818181818182,0.0,0.0,0.0
foldbench_monomer,8baq_A,0.19306659358728415,0.5037681556590847,0.01685393258426965,0.01685393258426965,0.0
foldbench_monomer,8bau_A,0.5071877807726864,0.5688230008984726,0.0095238095238095,0.0095238095238095,0.0
foldbench_monomer,8bfy_A,0.3611111111111111,0.5173611111111112,0.0069444444444444,0.0069444444444444,0.0
foldbench_monomer,8bgb_A,0.60752688172043,0.656891495601173,0.03128054740957965,0.03128054740957965,0.0
foldbench_monomer,8bke_A,0.44845956354300376,0.6056482670089859,0.02008985879332475,0.02008985879332475,0.0
foldbench_monomer,8bsb_A,0.39880952380952384,0.7928571428571429,0.01666666666666665,0.01666666666666665,0.0
foldbench_monomer,8bux_A,0.044882047181127496,0.5754698120751699,0.008130081300813,0.008130081300813,0.0
foldbench_monomer,8c4d_A,0.38433575677461995,0.6384005287508261,0.00561797752808985,0.00561797752808985,0.0
foldbench_monomer,8c4y_A,0.6019473081328752,0.6681766114755805,0.0126262626262626,0.0126262626262626,0.0
foldbench_monomer,8cba_A,0.0862118242691491,0.6454556589906908,0.01277968316184875,0.01277968316184875,0.0
foldbench_monomer,8ci9_A,0.3544372294372294,0.5887987012987013,0.01801948051948045,0.01801948051948045,0.0
foldbench_monomer,8cih_A,0.14599317988064786,0.7008738277919864,0.02930520034100595,0.02930520034100595,0.0
foldbench_monomer,8cpk_A,0.3512760809021595,0.614892937040588,0.01686983518239505,0.01686983518239505,0.0
foldbench_monomer,8cpn_A,0.1157738095238095,0.7202380952380952,0.01845238095238095,0.01845238095238095,0.0
foldbench_monomer,8d2z_A,0.4931275620930794,0.6146853146853146,0.01048951048951045,0.01048951048951045,0.0
foldbench_monomer,8daj_A,0.5035947533066242,0.6224685802096482,0.0221173371384666,0.0221173371384666,0.0
foldbench_monomer,8dez_A,0.07943925233644855,0.6869158878504673,0.018691588785046648,0.018691588785046648,0.0
foldbench_monomer,8dge_A,0.3572028446170322,0.5661130758384763,0.0156889258719922,0.0156889258719922,0.0
foldbench_monomer,8dhj_A,0.5951923076923077,0.7121794871794872,0.0240384615384615,0.0240384615384615,0.0
foldbench_monomer,8dmu_A,0.06945884304374865,0.5253598061015108,0.02408716852438385,0.02408716852438385,0.0
foldbench_monomer,8dp9_A,0.5613162878787878,0.646780303030303,0.00757575757575755,0.00757575757575755,0.0
foldbench_monomer,8dqd_A,0.4943301379471592,0.6405775075987843,0.024199205050268797,0.024199205050268797,0.0
foldbench_monomer,8dx0_A,0.6160714285714286,0.6428571428571428,0.03571428571428565,0.03571428571428565,0.0
foldbench_monomer,8e0r_A,0.13300300458594688,0.6348162985609614,0.01465921669917235,0.01465921669917235,0.0
foldbench_monomer,8e5h_A,0.2515488143559068,0.5030976287118137,0.01961119418927575,0.01961119418927575,0.0
foldbench_monomer,8eb9_A,0.137012012012012,0.6433933933933934,0.01388888888888885,0.01388888888888885,0.0
foldbench_monomer,8ec3_A,0.2497556207233626,0.7255620723362659,0.03128054740957965,0.03128054740957965,0.0
foldbench_monomer,8eo5_A,0.5962409420289855,0.6331521739130435,0.01064311594202895,0.01064311594202895,0.0
foldbench_monomer,8gmy_A,0.1732113057989153,0.6308667083854819,0.010768669169795499,0.010768669169795499,0.0
foldbench_monomer,8q8i_A,0.3828768435165677,0.6213273319287493,0.019680137904615952,0.019680137904615952,0.0
foldbench_monomer,8ycm_A,0.20116979794399148,0.565638662412856,0.0053763440860215,0.0053763440860215,0.0
